"tensor(3.8120, device='cuda:0')","tensor(-3.2156, device='cuda:0')","tensor(0.6057, device='cuda:0')"
"tensor(2.0562, device='cuda:0')","tensor(-3.3831, device='cuda:0')","tensor(1.9539, device='cuda:0')"
"tensor(3.6881, device='cuda:0')","tensor(-3.8435, device='cuda:0')","tensor(1.3141, device='cuda:0')"
"tensor(4.5245, device='cuda:0')","tensor(-4.2040, device='cuda:0')","tensor(1.1232, device='cuda:0')"
"tensor(3.0670, device='cuda:0')","tensor(-3.2392, device='cuda:0')","tensor(1.0471, device='cuda:0')"
"tensor(2.2887, device='cuda:0')","tensor(-3.2325, device='cuda:0')","tensor(1.4592, device='cuda:0')"
"tensor(3.9495, device='cuda:0')","tensor(-3.2281, device='cuda:0')","tensor(0.3860, device='cuda:0')"
"tensor(3.1749, device='cuda:0')","tensor(-3.2144, device='cuda:0')","tensor(0.9556, device='cuda:0')"
"tensor(4.4919, device='cuda:0')","tensor(-3.7833, device='cuda:0')","tensor(0.5342, device='cuda:0')"
"tensor(4.0645, device='cuda:0')","tensor(-3.0435, device='cuda:0')","tensor(0.4058, device='cuda:0')"
"tensor(5.1452, device='cuda:0')","tensor(-4.8087, device='cuda:0')","tensor(1.0134, device='cuda:0')"
"tensor(3.5356, device='cuda:0')","tensor(-3.9871, device='cuda:0')","tensor(1.2071, device='cuda:0')"
"tensor(3.2409, device='cuda:0')","tensor(-4.0109, device='cuda:0')","tensor(1.6907, device='cuda:0')"
"tensor(2.9487, device='cuda:0')","tensor(-3.2514, device='cuda:0')","tensor(0.9201, device='cuda:0')"
"tensor(3.0985, device='cuda:0')","tensor(-2.3676, device='cuda:0')","tensor(0.3577, device='cuda:0')"
"tensor(3.7104, device='cuda:0')","tensor(-3.9600, device='cuda:0')","tensor(1.3178, device='cuda:0')"
"tensor(4.7526, device='cuda:0')","tensor(-3.5732, device='cuda:0')","tensor(0.4438, device='cuda:0')"
"tensor(0.5545, device='cuda:0')","tensor(-1.3378, device='cuda:0')","tensor(1.2252, device='cuda:0')"
"tensor(3.8086, device='cuda:0')","tensor(-3.7419, device='cuda:0')","tensor(1.0772, device='cuda:0')"
"tensor(2.7392, device='cuda:0')","tensor(-3.6445, device='cuda:0')","tensor(1.6996, device='cuda:0')"
"tensor(3.5870, device='cuda:0')","tensor(-3.0897, device='cuda:0')","tensor(0.7486, device='cuda:0')"
"tensor(2.4805, device='cuda:0')","tensor(-3.4978, device='cuda:0')","tensor(1.8033, device='cuda:0')"
"tensor(0.5251, device='cuda:0')","tensor(-1.3699, device='cuda:0')","tensor(0.5228, device='cuda:0')"
"tensor(2.9517, device='cuda:0')","tensor(-3.1575, device='cuda:0')","tensor(1.2178, device='cuda:0')"
"tensor(0.6828, device='cuda:0')","tensor(-0.8846, device='cuda:0')","tensor(0.8485, device='cuda:0')"
"tensor(1.9503, device='cuda:0')","tensor(-0.9771, device='cuda:0')","tensor(-0.2591, device='cuda:0')"
"tensor(1.7549, device='cuda:0')","tensor(-2.1462, device='cuda:0')","tensor(1.1849, device='cuda:0')"
"tensor(-0.9114, device='cuda:0')","tensor(-0.2863, device='cuda:0')","tensor(0.7468, device='cuda:0')"
"tensor(3.3833, device='cuda:0')","tensor(-3.7195, device='cuda:0')","tensor(1.4215, device='cuda:0')"
"tensor(3.7792, device='cuda:0')","tensor(-3.9742, device='cuda:0')","tensor(1.0122, device='cuda:0')"
"tensor(4.2430, device='cuda:0')","tensor(-4.6813, device='cuda:0')","tensor(1.5269, device='cuda:0')"
"tensor(3.8044, device='cuda:0')","tensor(-4.9608, device='cuda:0')","tensor(1.9601, device='cuda:0')"
"tensor(0.7054, device='cuda:0')","tensor(0.7617, device='cuda:0')","tensor(-1.1477, device='cuda:0')"
"tensor(1.3111, device='cuda:0')","tensor(-0.7696, device='cuda:0')","tensor(-0.0452, device='cuda:0')"
"tensor(3.1845, device='cuda:0')","tensor(-3.7830, device='cuda:0')","tensor(1.4754, device='cuda:0')"
"tensor(3.1692, device='cuda:0')","tensor(-2.9718, device='cuda:0')","tensor(0.8573, device='cuda:0')"
"tensor(4.4118, device='cuda:0')","tensor(-4.2148, device='cuda:0')","tensor(1.0275, device='cuda:0')"
"tensor(3.2508, device='cuda:0')","tensor(-3.0825, device='cuda:0')","tensor(0.9237, device='cuda:0')"
"tensor(4.2810, device='cuda:0')","tensor(-3.9739, device='cuda:0')","tensor(1.0791, device='cuda:0')"
"tensor(3.3893, device='cuda:0')","tensor(-4.0329, device='cuda:0')","tensor(1.2811, device='cuda:0')"
"tensor(2.5114, device='cuda:0')","tensor(-4.0107, device='cuda:0')","tensor(2.1780, device='cuda:0')"
"tensor(2.2767, device='cuda:0')","tensor(-3.8466, device='cuda:0')","tensor(2.3206, device='cuda:0')"
"tensor(4.3925, device='cuda:0')","tensor(-3.7371, device='cuda:0')","tensor(0.6580, device='cuda:0')"
"tensor(2.9592, device='cuda:0')","tensor(-2.3304, device='cuda:0')","tensor(0.3119, device='cuda:0')"
"tensor(1.9425, device='cuda:0')","tensor(-2.9282, device='cuda:0')","tensor(1.4842, device='cuda:0')"
"tensor(1.4269, device='cuda:0')","tensor(-2.6201, device='cuda:0')","tensor(1.4735, device='cuda:0')"
"tensor(3.4732, device='cuda:0')","tensor(-2.7276, device='cuda:0')","tensor(0.2847, device='cuda:0')"
"tensor(3.4770, device='cuda:0')","tensor(-4.0472, device='cuda:0')","tensor(1.5175, device='cuda:0')"
"tensor(2.7289, device='cuda:0')","tensor(-1.6643, device='cuda:0')","tensor(-0.3518, device='cuda:0')"
"tensor(3.8256, device='cuda:0')","tensor(-3.2476, device='cuda:0')","tensor(0.6200, device='cuda:0')"
"tensor(4.2040, device='cuda:0')","tensor(-3.8657, device='cuda:0')","tensor(0.7161, device='cuda:0')"
"tensor(3.4014, device='cuda:0')","tensor(-4.3390, device='cuda:0')","tensor(1.6133, device='cuda:0')"
"tensor(4.4462, device='cuda:0')","tensor(-3.9990, device='cuda:0')","tensor(0.6792, device='cuda:0')"
"tensor(3.5824, device='cuda:0')","tensor(-3.5486, device='cuda:0')","tensor(0.9992, device='cuda:0')"
"tensor(4.5506, device='cuda:0')","tensor(-4.2204, device='cuda:0')","tensor(0.7747, device='cuda:0')"
"tensor(1.6477, device='cuda:0')","tensor(-2.6454, device='cuda:0')","tensor(1.5966, device='cuda:0')"
"tensor(3.4455, device='cuda:0')","tensor(-2.7741, device='cuda:0')","tensor(0.6136, device='cuda:0')"
"tensor(4.5601, device='cuda:0')","tensor(-3.3171, device='cuda:0')","tensor(0.2734, device='cuda:0')"
"tensor(2.8456, device='cuda:0')","tensor(-3.7709, device='cuda:0')","tensor(1.7540, device='cuda:0')"
"tensor(2.3894, device='cuda:0')","tensor(-2.8662, device='cuda:0')","tensor(1.2221, device='cuda:0')"
"tensor(1.4374, device='cuda:0')","tensor(-2.7784, device='cuda:0')","tensor(1.8234, device='cuda:0')"
"tensor(3.7940, device='cuda:0')","tensor(-4.0519, device='cuda:0')","tensor(1.2844, device='cuda:0')"
"tensor(2.7955, device='cuda:0')","tensor(-3.2047, device='cuda:0')","tensor(1.2816, device='cuda:0')"
"tensor(3.5084, device='cuda:0')","tensor(-3.7719, device='cuda:0')","tensor(1.2169, device='cuda:0')"
"tensor(3.7755, device='cuda:0')","tensor(-3.8129, device='cuda:0')","tensor(1.0824, device='cuda:0')"
"tensor(5.8753, device='cuda:0')","tensor(-3.9686, device='cuda:0')","tensor(-0.2467, device='cuda:0')"
"tensor(3.5206, device='cuda:0')","tensor(-3.8920, device='cuda:0')","tensor(1.4027, device='cuda:0')"
"tensor(3.1889, device='cuda:0')","tensor(-3.6553, device='cuda:0')","tensor(1.4731, device='cuda:0')"
"tensor(2.3217, device='cuda:0')","tensor(-2.8374, device='cuda:0')","tensor(1.2772, device='cuda:0')"
"tensor(1.7868, device='cuda:0')","tensor(-1.8571, device='cuda:0')","tensor(0.6531, device='cuda:0')"
"tensor(3.7840, device='cuda:0')","tensor(-3.8155, device='cuda:0')","tensor(1.1548, device='cuda:0')"
"tensor(3.2397, device='cuda:0')","tensor(-4.0834, device='cuda:0')","tensor(1.8398, device='cuda:0')"
"tensor(0.9762, device='cuda:0')","tensor(-1.1828, device='cuda:0')","tensor(0.3409, device='cuda:0')"
"tensor(1.1079, device='cuda:0')","tensor(-2.2747, device='cuda:0')","tensor(1.7317, device='cuda:0')"
"tensor(3.3618, device='cuda:0')","tensor(-3.0108, device='cuda:0')","tensor(0.8915, device='cuda:0')"
"tensor(1.7314, device='cuda:0')","tensor(-3.0958, device='cuda:0')","tensor(1.9116, device='cuda:0')"
"tensor(3.8229, device='cuda:0')","tensor(-3.7668, device='cuda:0')","tensor(1.3113, device='cuda:0')"
"tensor(3.6388, device='cuda:0')","tensor(-2.9574, device='cuda:0')","tensor(0.4736, device='cuda:0')"
"tensor(3.5047, device='cuda:0')","tensor(-3.2272, device='cuda:0')","tensor(0.9414, device='cuda:0')"
"tensor(3.3143, device='cuda:0')","tensor(-3.4351, device='cuda:0')","tensor(0.9299, device='cuda:0')"
"tensor(2.0983, device='cuda:0')","tensor(-4.8991, device='cuda:0')","tensor(3.3091, device='cuda:0')"
"tensor(3.0053, device='cuda:0')","tensor(-3.1314, device='cuda:0')","tensor(1.0676, device='cuda:0')"
"tensor(3.6243, device='cuda:0')","tensor(-4.4726, device='cuda:0')","tensor(1.7890, device='cuda:0')"
"tensor(2.4129, device='cuda:0')","tensor(-3.2941, device='cuda:0')","tensor(1.6449, device='cuda:0')"
"tensor(3.3450, device='cuda:0')","tensor(-2.9676, device='cuda:0')","tensor(0.7797, device='cuda:0')"
"tensor(4.1020, device='cuda:0')","tensor(-4.0145, device='cuda:0')","tensor(1.0422, device='cuda:0')"
"tensor(2.8697, device='cuda:0')","tensor(-2.8996, device='cuda:0')","tensor(0.9446, device='cuda:0')"
"tensor(3.1386, device='cuda:0')","tensor(-2.8139, device='cuda:0')","tensor(0.4723, device='cuda:0')"
"tensor(3.9966, device='cuda:0')","tensor(-3.2456, device='cuda:0')","tensor(0.5737, device='cuda:0')"
"tensor(3.0866, device='cuda:0')","tensor(-3.7270, device='cuda:0')","tensor(1.5079, device='cuda:0')"
"tensor(2.9229, device='cuda:0')","tensor(-3.4192, device='cuda:0')","tensor(1.0384, device='cuda:0')"
"tensor(3.7507, device='cuda:0')","tensor(-3.2274, device='cuda:0')","tensor(0.6575, device='cuda:0')"
"tensor(3.8092, device='cuda:0')","tensor(-3.9808, device='cuda:0')","tensor(1.3251, device='cuda:0')"
"tensor(3.1322, device='cuda:0')","tensor(-3.6198, device='cuda:0')","tensor(1.4784, device='cuda:0')"
"tensor(2.4479, device='cuda:0')","tensor(-3.5053, device='cuda:0')","tensor(1.7673, device='cuda:0')"
"tensor(4.4891, device='cuda:0')","tensor(-3.9164, device='cuda:0')","tensor(0.4721, device='cuda:0')"
"tensor(2.5470, device='cuda:0')","tensor(-3.1529, device='cuda:0')","tensor(1.3630, device='cuda:0')"
"tensor(3.2394, device='cuda:0')","tensor(-4.5345, device='cuda:0')","tensor(1.9886, device='cuda:0')"
"tensor(3.3570, device='cuda:0')","tensor(-4.1231, device='cuda:0')","tensor(1.7819, device='cuda:0')"
"tensor(2.4970, device='cuda:0')","tensor(-3.6284, device='cuda:0')","tensor(1.8746, device='cuda:0')"
"tensor(4.3858, device='cuda:0')","tensor(-3.5596, device='cuda:0')","tensor(0.3480, device='cuda:0')"
"tensor(2.7490, device='cuda:0')","tensor(-3.8380, device='cuda:0')","tensor(1.7664, device='cuda:0')"
"tensor(3.8042, device='cuda:0')","tensor(-3.7870, device='cuda:0')","tensor(0.8803, device='cuda:0')"
"tensor(2.9931, device='cuda:0')","tensor(-2.5120, device='cuda:0')","tensor(0.6620, device='cuda:0')"
"tensor(3.2640, device='cuda:0')","tensor(-3.1237, device='cuda:0')","tensor(0.9574, device='cuda:0')"
"tensor(3.1780, device='cuda:0')","tensor(-3.4292, device='cuda:0')","tensor(1.2674, device='cuda:0')"
"tensor(3.5566, device='cuda:0')","tensor(-3.3688, device='cuda:0')","tensor(1.0007, device='cuda:0')"
"tensor(2.3543, device='cuda:0')","tensor(-3.0719, device='cuda:0')","tensor(1.5774, device='cuda:0')"
"tensor(3.6467, device='cuda:0')","tensor(-3.5413, device='cuda:0')","tensor(1.0267, device='cuda:0')"
"tensor(3.4350, device='cuda:0')","tensor(-4.0270, device='cuda:0')","tensor(1.5954, device='cuda:0')"
"tensor(3.2622, device='cuda:0')","tensor(-3.4397, device='cuda:0')","tensor(0.8388, device='cuda:0')"
"tensor(4.5830, device='cuda:0')","tensor(-3.6384, device='cuda:0')","tensor(0.4187, device='cuda:0')"
"tensor(2.0144, device='cuda:0')","tensor(-2.4599, device='cuda:0')","tensor(0.7977, device='cuda:0')"
"tensor(3.3062, device='cuda:0')","tensor(-3.1508, device='cuda:0')","tensor(0.9993, device='cuda:0')"
"tensor(1.4074, device='cuda:0')","tensor(-2.3189, device='cuda:0')","tensor(1.1715, device='cuda:0')"
"tensor(2.0616, device='cuda:0')","tensor(-3.5820, device='cuda:0')","tensor(2.2222, device='cuda:0')"
"tensor(2.0942, device='cuda:0')","tensor(-3.8383, device='cuda:0')","tensor(2.0781, device='cuda:0')"
"tensor(2.1156, device='cuda:0')","tensor(-2.9909, device='cuda:0')","tensor(1.4954, device='cuda:0')"
"tensor(2.1649, device='cuda:0')","tensor(-2.3923, device='cuda:0')","tensor(0.6809, device='cuda:0')"
"tensor(1.7300, device='cuda:0')","tensor(-2.5706, device='cuda:0')","tensor(1.3771, device='cuda:0')"
"tensor(4.4659, device='cuda:0')","tensor(-5.2693, device='cuda:0')","tensor(2.1802, device='cuda:0')"
"tensor(3.4157, device='cuda:0')","tensor(-3.4595, device='cuda:0')","tensor(0.8710, device='cuda:0')"
"tensor(2.1240, device='cuda:0')","tensor(-2.1956, device='cuda:0')","tensor(0.8371, device='cuda:0')"
"tensor(3.4337, device='cuda:0')","tensor(-2.3300, device='cuda:0')","tensor(-0.1717, device='cuda:0')"
"tensor(2.4067, device='cuda:0')","tensor(-3.0735, device='cuda:0')","tensor(1.4083, device='cuda:0')"
"tensor(3.9361, device='cuda:0')","tensor(-4.0016, device='cuda:0')","tensor(1.3350, device='cuda:0')"
"tensor(2.5582, device='cuda:0')","tensor(-3.4901, device='cuda:0')","tensor(1.6202, device='cuda:0')"
"tensor(2.7150, device='cuda:0')","tensor(-3.1534, device='cuda:0')","tensor(1.1547, device='cuda:0')"
"tensor(2.9795, device='cuda:0')","tensor(-3.2433, device='cuda:0')","tensor(1.2223, device='cuda:0')"
"tensor(4.2745, device='cuda:0')","tensor(-4.4428, device='cuda:0')","tensor(1.0622, device='cuda:0')"
"tensor(2.7754, device='cuda:0')","tensor(-3.4312, device='cuda:0')","tensor(1.5743, device='cuda:0')"
"tensor(3.2793, device='cuda:0')","tensor(-2.3122, device='cuda:0')","tensor(0.0392, device='cuda:0')"
"tensor(3.3497, device='cuda:0')","tensor(-3.1715, device='cuda:0')","tensor(0.6786, device='cuda:0')"
"tensor(2.6250, device='cuda:0')","tensor(-4.0523, device='cuda:0')","tensor(2.2986, device='cuda:0')"
"tensor(2.7296, device='cuda:0')","tensor(-3.1416, device='cuda:0')","tensor(1.2366, device='cuda:0')"
"tensor(2.2931, device='cuda:0')","tensor(-3.7013, device='cuda:0')","tensor(2.1190, device='cuda:0')"
"tensor(2.9340, device='cuda:0')","tensor(-3.0155, device='cuda:0')","tensor(0.6048, device='cuda:0')"
"tensor(2.7420, device='cuda:0')","tensor(-2.5060, device='cuda:0')","tensor(0.7869, device='cuda:0')"
"tensor(3.9468, device='cuda:0')","tensor(-4.2964, device='cuda:0')","tensor(1.2787, device='cuda:0')"
"tensor(3.2885, device='cuda:0')","tensor(-2.6448, device='cuda:0')","tensor(0.6028, device='cuda:0')"
"tensor(3.3533, device='cuda:0')","tensor(-3.1921, device='cuda:0')","tensor(0.9128, device='cuda:0')"
"tensor(4.2183, device='cuda:0')","tensor(-5.0448, device='cuda:0')","tensor(2.1257, device='cuda:0')"
"tensor(3.9116, device='cuda:0')","tensor(-3.2629, device='cuda:0')","tensor(0.4086, device='cuda:0')"
"tensor(0.7626, device='cuda:0')","tensor(-2.0393, device='cuda:0')","tensor(1.5929, device='cuda:0')"
"tensor(3.1757, device='cuda:0')","tensor(-3.7450, device='cuda:0')","tensor(1.5768, device='cuda:0')"
"tensor(3.2999, device='cuda:0')","tensor(-3.3682, device='cuda:0')","tensor(1.1721, device='cuda:0')"
"tensor(3.1834, device='cuda:0')","tensor(-3.8217, device='cuda:0')","tensor(1.6362, device='cuda:0')"
"tensor(2.7882, device='cuda:0')","tensor(-3.6378, device='cuda:0')","tensor(1.7772, device='cuda:0')"
"tensor(3.9197, device='cuda:0')","tensor(-3.7810, device='cuda:0')","tensor(1.0818, device='cuda:0')"
"tensor(4.7062, device='cuda:0')","tensor(-3.8282, device='cuda:0')","tensor(0.3770, device='cuda:0')"
"tensor(1.7565, device='cuda:0')","tensor(-2.0189, device='cuda:0')","tensor(0.7288, device='cuda:0')"
"tensor(5.3297, device='cuda:0')","tensor(-4.7154, device='cuda:0')","tensor(0.9587, device='cuda:0')"
"tensor(3.9060, device='cuda:0')","tensor(-3.4851, device='cuda:0')","tensor(0.8065, device='cuda:0')"
"tensor(3.5891, device='cuda:0')","tensor(-3.5964, device='cuda:0')","tensor(1.0912, device='cuda:0')"
"tensor(3.4581, device='cuda:0')","tensor(-3.3675, device='cuda:0')","tensor(0.8757, device='cuda:0')"
"tensor(3.2020, device='cuda:0')","tensor(-3.7500, device='cuda:0')","tensor(1.5778, device='cuda:0')"
"tensor(3.1939, device='cuda:0')","tensor(-3.2915, device='cuda:0')","tensor(1.1055, device='cuda:0')"
"tensor(3.0306, device='cuda:0')","tensor(-4.2056, device='cuda:0')","tensor(1.8254, device='cuda:0')"
"tensor(2.6591, device='cuda:0')","tensor(-2.8926, device='cuda:0')","tensor(1.1368, device='cuda:0')"
"tensor(3.6011, device='cuda:0')","tensor(-4.0101, device='cuda:0')","tensor(1.1962, device='cuda:0')"
"tensor(3.9537, device='cuda:0')","tensor(-4.6782, device='cuda:0')","tensor(1.6998, device='cuda:0')"
"tensor(3.0716, device='cuda:0')","tensor(-4.3462, device='cuda:0')","tensor(2.1830, device='cuda:0')"
"tensor(3.5170, device='cuda:0')","tensor(-3.3726, device='cuda:0')","tensor(1.0180, device='cuda:0')"
"tensor(2.6977, device='cuda:0')","tensor(-3.4241, device='cuda:0')","tensor(1.5942, device='cuda:0')"
"tensor(3.8640, device='cuda:0')","tensor(-3.5653, device='cuda:0')","tensor(0.8858, device='cuda:0')"
"tensor(4.4553, device='cuda:0')","tensor(-4.0354, device='cuda:0')","tensor(0.7823, device='cuda:0')"
"tensor(1.3359, device='cuda:0')","tensor(-2.8238, device='cuda:0')","tensor(1.9043, device='cuda:0')"
"tensor(4.0061, device='cuda:0')","tensor(-3.1326, device='cuda:0')","tensor(0.2659, device='cuda:0')"
"tensor(2.8242, device='cuda:0')","tensor(-3.3778, device='cuda:0')","tensor(1.3914, device='cuda:0')"
"tensor(3.2774, device='cuda:0')","tensor(-2.8914, device='cuda:0')","tensor(0.4776, device='cuda:0')"
"tensor(2.4142, device='cuda:0')","tensor(-3.4272, device='cuda:0')","tensor(1.7924, device='cuda:0')"
"tensor(2.1115, device='cuda:0')","tensor(-3.3914, device='cuda:0')","tensor(1.9648, device='cuda:0')"
"tensor(4.1597, device='cuda:0')","tensor(-3.6907, device='cuda:0')","tensor(0.8116, device='cuda:0')"
"tensor(3.1287, device='cuda:0')","tensor(-2.9373, device='cuda:0')","tensor(0.8780, device='cuda:0')"
"tensor(2.2165, device='cuda:0')","tensor(-2.5471, device='cuda:0')","tensor(1.0799, device='cuda:0')"
"tensor(2.8244, device='cuda:0')","tensor(-3.4212, device='cuda:0')","tensor(1.5650, device='cuda:0')"
"tensor(1.2615, device='cuda:0')","tensor(-2.6030, device='cuda:0')","tensor(1.6564, device='cuda:0')"
"tensor(3.1293, device='cuda:0')","tensor(-2.5285, device='cuda:0')","tensor(0.5317, device='cuda:0')"
"tensor(4.5247, device='cuda:0')","tensor(-3.7705, device='cuda:0')","tensor(0.8265, device='cuda:0')"
"tensor(3.0601, device='cuda:0')","tensor(-2.7063, device='cuda:0')","tensor(0.7140, device='cuda:0')"
"tensor(3.4291, device='cuda:0')","tensor(-4.3554, device='cuda:0')","tensor(1.9244, device='cuda:0')"
"tensor(3.2683, device='cuda:0')","tensor(-3.6692, device='cuda:0')","tensor(1.3137, device='cuda:0')"
"tensor(2.6939, device='cuda:0')","tensor(-3.0998, device='cuda:0')","tensor(1.1427, device='cuda:0')"
"tensor(3.1638, device='cuda:0')","tensor(-2.5818, device='cuda:0')","tensor(0.4121, device='cuda:0')"
"tensor(1.2025, device='cuda:0')","tensor(-2.0557, device='cuda:0')","tensor(1.2893, device='cuda:0')"
"tensor(3.9392, device='cuda:0')","tensor(-3.8408, device='cuda:0')","tensor(0.9698, device='cuda:0')"
"tensor(3.3169, device='cuda:0')","tensor(-3.5343, device='cuda:0')","tensor(1.2091, device='cuda:0')"
"tensor(3.0411, device='cuda:0')","tensor(-3.5143, device='cuda:0')","tensor(1.5206, device='cuda:0')"
"tensor(2.7402, device='cuda:0')","tensor(-1.6271, device='cuda:0')","tensor(-0.2084, device='cuda:0')"
"tensor(3.1049, device='cuda:0')","tensor(-3.0445, device='cuda:0')","tensor(0.9575, device='cuda:0')"
"tensor(4.5295, device='cuda:0')","tensor(-4.0611, device='cuda:0')","tensor(0.7618, device='cuda:0')"
"tensor(4.1447, device='cuda:0')","tensor(-3.3391, device='cuda:0')","tensor(0.3170, device='cuda:0')"
"tensor(4.5861, device='cuda:0')","tensor(-3.0457, device='cuda:0')","tensor(-0.3443, device='cuda:0')"
"tensor(4.4661, device='cuda:0')","tensor(-3.9461, device='cuda:0')","tensor(0.8578, device='cuda:0')"
"tensor(2.2422, device='cuda:0')","tensor(-2.4867, device='cuda:0')","tensor(0.9346, device='cuda:0')"
"tensor(4.1599, device='cuda:0')","tensor(-3.5029, device='cuda:0')","tensor(0.5558, device='cuda:0')"
"tensor(2.6830, device='cuda:0')","tensor(-2.9816, device='cuda:0')","tensor(1.1709, device='cuda:0')"
"tensor(2.8396, device='cuda:0')","tensor(-3.1137, device='cuda:0')","tensor(1.1656, device='cuda:0')"
"tensor(3.1552, device='cuda:0')","tensor(-3.7681, device='cuda:0')","tensor(1.5170, device='cuda:0')"
"tensor(4.3769, device='cuda:0')","tensor(-3.8302, device='cuda:0')","tensor(0.8387, device='cuda:0')"
"tensor(4.1566, device='cuda:0')","tensor(-4.0328, device='cuda:0')","tensor(1.1965, device='cuda:0')"
"tensor(4.4132, device='cuda:0')","tensor(-3.6037, device='cuda:0')","tensor(0.5620, device='cuda:0')"
"tensor(2.4176, device='cuda:0')","tensor(-3.5373, device='cuda:0')","tensor(1.8945, device='cuda:0')"
"tensor(1.7225, device='cuda:0')","tensor(-2.7938, device='cuda:0')","tensor(1.5088, device='cuda:0')"
"tensor(5.2605, device='cuda:0')","tensor(-3.9152, device='cuda:0')","tensor(0.4672, device='cuda:0')"
"tensor(3.4000, device='cuda:0')","tensor(-2.6698, device='cuda:0')","tensor(0.4803, device='cuda:0')"
"tensor(3.2070, device='cuda:0')","tensor(-3.1835, device='cuda:0')","tensor(0.8312, device='cuda:0')"
"tensor(2.3371, device='cuda:0')","tensor(-3.8729, device='cuda:0')","tensor(2.1241, device='cuda:0')"
"tensor(3.2403, device='cuda:0')","tensor(-3.4834, device='cuda:0')","tensor(1.1985, device='cuda:0')"
"tensor(3.6260, device='cuda:0')","tensor(-5.1017, device='cuda:0')","tensor(2.3085, device='cuda:0')"
"tensor(3.3010, device='cuda:0')","tensor(-2.6984, device='cuda:0')","tensor(0.6664, device='cuda:0')"
"tensor(2.9445, device='cuda:0')","tensor(-3.8238, device='cuda:0')","tensor(1.7259, device='cuda:0')"
"tensor(-1.0230, device='cuda:0')","tensor(0.3897, device='cuda:0')","tensor(-0.0048, device='cuda:0')"
"tensor(4.2791, device='cuda:0')","tensor(-3.5005, device='cuda:0')","tensor(0.4762, device='cuda:0')"
"tensor(2.5844, device='cuda:0')","tensor(-3.5362, device='cuda:0')","tensor(1.7534, device='cuda:0')"
"tensor(5.0287, device='cuda:0')","tensor(-4.4511, device='cuda:0')","tensor(0.7534, device='cuda:0')"
"tensor(3.9160, device='cuda:0')","tensor(-3.5850, device='cuda:0')","tensor(0.8170, device='cuda:0')"
"tensor(4.5809, device='cuda:0')","tensor(-4.2912, device='cuda:0')","tensor(0.8999, device='cuda:0')"
"tensor(2.8874, device='cuda:0')","tensor(-2.9114, device='cuda:0')","tensor(0.9042, device='cuda:0')"
"tensor(0.7643, device='cuda:0')","tensor(-2.0487, device='cuda:0')","tensor(1.2396, device='cuda:0')"
"tensor(3.9817, device='cuda:0')","tensor(-4.4645, device='cuda:0')","tensor(1.5584, device='cuda:0')"
"tensor(3.5148, device='cuda:0')","tensor(-3.0154, device='cuda:0')","tensor(0.5827, device='cuda:0')"
"tensor(2.5337, device='cuda:0')","tensor(-2.0472, device='cuda:0')","tensor(0.2982, device='cuda:0')"
"tensor(3.1736, device='cuda:0')","tensor(-3.7084, device='cuda:0')","tensor(1.5355, device='cuda:0')"
"tensor(1.6127, device='cuda:0')","tensor(-2.0134, device='cuda:0')","tensor(0.7889, device='cuda:0')"
"tensor(3.5043, device='cuda:0')","tensor(-2.4950, device='cuda:0')","tensor(0.2700, device='cuda:0')"
"tensor(4.4987, device='cuda:0')","tensor(-3.4736, device='cuda:0')","tensor(0.6097, device='cuda:0')"
"tensor(2.6380, device='cuda:0')","tensor(-3.0545, device='cuda:0')","tensor(1.2190, device='cuda:0')"
"tensor(4.1222, device='cuda:0')","tensor(-3.7164, device='cuda:0')","tensor(0.8537, device='cuda:0')"
"tensor(3.1281, device='cuda:0')","tensor(-2.9370, device='cuda:0')","tensor(0.6949, device='cuda:0')"
"tensor(4.1154, device='cuda:0')","tensor(-3.9344, device='cuda:0')","tensor(0.9967, device='cuda:0')"
"tensor(3.5709, device='cuda:0')","tensor(-3.2915, device='cuda:0')","tensor(0.7884, device='cuda:0')"
"tensor(3.3992, device='cuda:0')","tensor(-3.3510, device='cuda:0')","tensor(1.0082, device='cuda:0')"
"tensor(3.3946, device='cuda:0')","tensor(-3.1356, device='cuda:0')","tensor(0.9302, device='cuda:0')"
"tensor(2.4118, device='cuda:0')","tensor(-2.4908, device='cuda:0')","tensor(0.9303, device='cuda:0')"
"tensor(3.7899, device='cuda:0')","tensor(-3.7446, device='cuda:0')","tensor(1.1102, device='cuda:0')"
"tensor(3.4960, device='cuda:0')","tensor(-3.2249, device='cuda:0')","tensor(0.8833, device='cuda:0')"
"tensor(3.4901, device='cuda:0')","tensor(-3.9963, device='cuda:0')","tensor(1.2672, device='cuda:0')"
"tensor(4.8689, device='cuda:0')","tensor(-4.4033, device='cuda:0')","tensor(0.7249, device='cuda:0')"
"tensor(5.1524, device='cuda:0')","tensor(-4.4549, device='cuda:0')","tensor(0.6318, device='cuda:0')"
"tensor(3.0758, device='cuda:0')","tensor(-3.9714, device='cuda:0')","tensor(1.7806, device='cuda:0')"
"tensor(3.5037, device='cuda:0')","tensor(-3.1910, device='cuda:0')","tensor(0.8627, device='cuda:0')"
"tensor(3.3339, device='cuda:0')","tensor(-3.6235, device='cuda:0')","tensor(1.1176, device='cuda:0')"
"tensor(3.5696, device='cuda:0')","tensor(-2.9902, device='cuda:0')","tensor(0.4530, device='cuda:0')"
"tensor(4.5632, device='cuda:0')","tensor(-3.7458, device='cuda:0')","tensor(0.4844, device='cuda:0')"
