"tensor(3.7272, device='cuda:0')","tensor(-3.1033, device='cuda:0')","tensor(-0.4790, device='cuda:0')"
"tensor(0.6752, device='cuda:0')","tensor(-1.1014, device='cuda:0')","tensor(0.3718, device='cuda:0')"
"tensor(3.8697, device='cuda:0')","tensor(-4.3581, device='cuda:0')","tensor(0.5655, device='cuda:0')"
"tensor(4.2375, device='cuda:0')","tensor(-4.2561, device='cuda:0')","tensor(0.1539, device='cuda:0')"
"tensor(4.9679, device='cuda:0')","tensor(-3.9955, device='cuda:0')","tensor(-0.7803, device='cuda:0')"
"tensor(3.2729, device='cuda:0')","tensor(-3.8518, device='cuda:0')","tensor(0.7000, device='cuda:0')"
"tensor(4.5917, device='cuda:0')","tensor(-4.2071, device='cuda:0')","tensor(-0.2910, device='cuda:0')"
"tensor(4.4747, device='cuda:0')","tensor(-4.2281, device='cuda:0')","tensor(-0.0679, device='cuda:0')"
"tensor(2.4707, device='cuda:0')","tensor(-4.9864, device='cuda:0')","tensor(2.4015, device='cuda:0')"
"tensor(3.1440, device='cuda:0')","tensor(-5.0654, device='cuda:0')","tensor(2.0231, device='cuda:0')"
"tensor(5.2286, device='cuda:0')","tensor(-4.1361, device='cuda:0')","tensor(-0.7979, device='cuda:0')"
"tensor(4.0616, device='cuda:0')","tensor(-2.9308, device='cuda:0')","tensor(-0.9906, device='cuda:0')"
"tensor(1.9683, device='cuda:0')","tensor(-3.8475, device='cuda:0')","tensor(1.8369, device='cuda:0')"
"tensor(2.2474, device='cuda:0')","tensor(-3.9201, device='cuda:0')","tensor(1.5922, device='cuda:0')"
"tensor(4.1457, device='cuda:0')","tensor(-4.2849, device='cuda:0')","tensor(0.3379, device='cuda:0')"
"tensor(4.3227, device='cuda:0')","tensor(-4.2854, device='cuda:0')","tensor(0.0975, device='cuda:0')"
"tensor(2.9070, device='cuda:0')","tensor(-2.4383, device='cuda:0')","tensor(-0.4094, device='cuda:0')"
"tensor(5.6696, device='cuda:0')","tensor(-3.9808, device='cuda:0')","tensor(-1.2662, device='cuda:0')"
"tensor(4.9879, device='cuda:0')","tensor(-3.7957, device='cuda:0')","tensor(-1.1662, device='cuda:0')"
"tensor(5.2585, device='cuda:0')","tensor(-4.0828, device='cuda:0')","tensor(-0.8641, device='cuda:0')"
"tensor(4.6424, device='cuda:0')","tensor(-4.2473, device='cuda:0')","tensor(-0.1293, device='cuda:0')"
"tensor(3.0335, device='cuda:0')","tensor(-3.4746, device='cuda:0')","tensor(0.4801, device='cuda:0')"
"tensor(4.4205, device='cuda:0')","tensor(-4.1551, device='cuda:0')","tensor(-0.0764, device='cuda:0')"
"tensor(-0.6925, device='cuda:0')","tensor(-4.3774, device='cuda:0')","tensor(4.7955, device='cuda:0')"
"tensor(3.7051, device='cuda:0')","tensor(-4.3185, device='cuda:0')","tensor(0.6825, device='cuda:0')"
"tensor(4.1874, device='cuda:0')","tensor(-4.2046, device='cuda:0')","tensor(0.1771, device='cuda:0')"
"tensor(3.5821, device='cuda:0')","tensor(-4.2421, device='cuda:0')","tensor(0.7369, device='cuda:0')"
"tensor(3.2512, device='cuda:0')","tensor(-4.3755, device='cuda:0')","tensor(1.1618, device='cuda:0')"
"tensor(2.4168, device='cuda:0')","tensor(-3.7861, device='cuda:0')","tensor(1.3337, device='cuda:0')"
"tensor(4.7450, device='cuda:0')","tensor(-3.9182, device='cuda:0')","tensor(-0.5935, device='cuda:0')"
"tensor(1.3368, device='cuda:0')","tensor(-4.1505, device='cuda:0')","tensor(2.6279, device='cuda:0')"
"tensor(3.6586, device='cuda:0')","tensor(-4.3058, device='cuda:0')","tensor(0.6947, device='cuda:0')"
"tensor(4.2629, device='cuda:0')","tensor(-4.1807, device='cuda:0')","tensor(0.0462, device='cuda:0')"
"tensor(5.3232, device='cuda:0')","tensor(-4.2121, device='cuda:0')","tensor(-0.8261, device='cuda:0')"
"tensor(4.0883, device='cuda:0')","tensor(-4.3593, device='cuda:0')","tensor(0.3627, device='cuda:0')"
"tensor(4.0191, device='cuda:0')","tensor(-4.5288, device='cuda:0')","tensor(0.6422, device='cuda:0')"
"tensor(1.7664, device='cuda:0')","tensor(-4.2699, device='cuda:0')","tensor(2.3967, device='cuda:0')"
"tensor(1.1651, device='cuda:0')","tensor(-3.0136, device='cuda:0')","tensor(1.7492, device='cuda:0')"
"tensor(3.2570, device='cuda:0')","tensor(-3.9261, device='cuda:0')","tensor(0.7663, device='cuda:0')"
"tensor(4.8886, device='cuda:0')","tensor(-4.6897, device='cuda:0')","tensor(-0.0113, device='cuda:0')"
"tensor(2.6331, device='cuda:0')","tensor(-2.5845, device='cuda:0')","tensor(-0.0016, device='cuda:0')"
"tensor(-0.3476, device='cuda:0')","tensor(-3.0352, device='cuda:0')","tensor(3.1810, device='cuda:0')"
"tensor(4.3442, device='cuda:0')","tensor(-4.1255, device='cuda:0')","tensor(-0.0508, device='cuda:0')"
"tensor(1.4603, device='cuda:0')","tensor(-5.2033, device='cuda:0')","tensor(3.6752, device='cuda:0')"
"tensor(4.2002, device='cuda:0')","tensor(-4.2251, device='cuda:0')","tensor(0.2288, device='cuda:0')"
"tensor(3.2203, device='cuda:0')","tensor(-3.6205, device='cuda:0')","tensor(0.4439, device='cuda:0')"
"tensor(3.8661, device='cuda:0')","tensor(-4.3578, device='cuda:0')","tensor(0.5846, device='cuda:0')"
"tensor(4.8572, device='cuda:0')","tensor(-3.7645, device='cuda:0')","tensor(-0.8246, device='cuda:0')"
"tensor(2.4241, device='cuda:0')","tensor(-4.9641, device='cuda:0')","tensor(2.4269, device='cuda:0')"
"tensor(3.4383, device='cuda:0')","tensor(-3.7953, device='cuda:0')","tensor(0.4043, device='cuda:0')"
"tensor(4.8127, device='cuda:0')","tensor(-4.4748, device='cuda:0')","tensor(-0.0255, device='cuda:0')"
"tensor(3.9019, device='cuda:0')","tensor(-4.4950, device='cuda:0')","tensor(0.6121, device='cuda:0')"
"tensor(4.2067, device='cuda:0')","tensor(-4.3455, device='cuda:0')","tensor(0.2512, device='cuda:0')"
"tensor(5.1728, device='cuda:0')","tensor(-4.0787, device='cuda:0')","tensor(-0.7741, device='cuda:0')"
"tensor(4.4601, device='cuda:0')","tensor(-3.9420, device='cuda:0')","tensor(-0.3536, device='cuda:0')"
"tensor(4.3490, device='cuda:0')","tensor(-3.4709, device='cuda:0')","tensor(-0.7082, device='cuda:0')"
"tensor(5.7897, device='cuda:0')","tensor(-4.1915, device='cuda:0')","tensor(-1.1925, device='cuda:0')"
"tensor(2.5928, device='cuda:0')","tensor(-4.3451, device='cuda:0')","tensor(1.7434, device='cuda:0')"
"tensor(2.0181, device='cuda:0')","tensor(-4.4127, device='cuda:0')","tensor(2.3177, device='cuda:0')"
"tensor(4.9132, device='cuda:0')","tensor(-3.9688, device='cuda:0')","tensor(-0.7173, device='cuda:0')"
"tensor(3.7585, device='cuda:0')","tensor(-4.5126, device='cuda:0')","tensor(0.5165, device='cuda:0')"
"tensor(3.7529, device='cuda:0')","tensor(-4.0907, device='cuda:0')","tensor(0.4867, device='cuda:0')"
"tensor(2.4858, device='cuda:0')","tensor(-4.4214, device='cuda:0')","tensor(1.8810, device='cuda:0')"
"tensor(5.1586, device='cuda:0')","tensor(-4.2943, device='cuda:0')","tensor(-0.5831, device='cuda:0')"
"tensor(3.7147, device='cuda:0')","tensor(-4.0562, device='cuda:0')","tensor(0.3827, device='cuda:0')"
"tensor(1.8478, device='cuda:0')","tensor(-4.3640, device='cuda:0')","tensor(2.4580, device='cuda:0')"
"tensor(3.0990, device='cuda:0')","tensor(-4.6044, device='cuda:0')","tensor(1.3550, device='cuda:0')"
"tensor(3.4653, device='cuda:0')","tensor(-3.9737, device='cuda:0')","tensor(0.5857, device='cuda:0')"
"tensor(5.3248, device='cuda:0')","tensor(-4.2816, device='cuda:0')","tensor(-0.7787, device='cuda:0')"
"tensor(3.1405, device='cuda:0')","tensor(-4.1795, device='cuda:0')","tensor(1.1018, device='cuda:0')"
"tensor(4.1228, device='cuda:0')","tensor(-3.4825, device='cuda:0')","tensor(-0.5864, device='cuda:0')"
"tensor(4.1324, device='cuda:0')","tensor(-4.0415, device='cuda:0')","tensor(0.1065, device='cuda:0')"
"tensor(4.8205, device='cuda:0')","tensor(-4.2166, device='cuda:0')","tensor(-0.4931, device='cuda:0')"
"tensor(3.6878, device='cuda:0')","tensor(-4.4122, device='cuda:0')","tensor(0.8213, device='cuda:0')"
"tensor(4.2881, device='cuda:0')","tensor(-4.1005, device='cuda:0')","tensor(-0.0475, device='cuda:0')"
"tensor(3.2954, device='cuda:0')","tensor(-4.3442, device='cuda:0')","tensor(1.1157, device='cuda:0')"
"tensor(4.0397, device='cuda:0')","tensor(-4.3264, device='cuda:0')","tensor(0.4197, device='cuda:0')"
"tensor(3.6150, device='cuda:0')","tensor(-3.3957, device='cuda:0')","tensor(-0.1471, device='cuda:0')"
"tensor(3.0775, device='cuda:0')","tensor(-4.0348, device='cuda:0')","tensor(1.0935, device='cuda:0')"
"tensor(6.1535, device='cuda:0')","tensor(-3.4487, device='cuda:0')","tensor(-2.2515, device='cuda:0')"
"tensor(4.0552, device='cuda:0')","tensor(-3.6208, device='cuda:0')","tensor(-0.1942, device='cuda:0')"
"tensor(4.2471, device='cuda:0')","tensor(-4.2213, device='cuda:0')","tensor(0.1251, device='cuda:0')"
"tensor(0.3130, device='cuda:0')","tensor(-3.5009, device='cuda:0')","tensor(2.9987, device='cuda:0')"
"tensor(3.1856, device='cuda:0')","tensor(-3.7907, device='cuda:0')","tensor(0.7083, device='cuda:0')"
"tensor(3.1617, device='cuda:0')","tensor(-4.5275, device='cuda:0')","tensor(1.3505, device='cuda:0')"
"tensor(-0.8693, device='cuda:0')","tensor(-5.0004, device='cuda:0')","tensor(5.4546, device='cuda:0')"
"tensor(4.8518, device='cuda:0')","tensor(-4.1296, device='cuda:0')","tensor(-0.4508, device='cuda:0')"
"tensor(0.6995, device='cuda:0')","tensor(-2.9869, device='cuda:0')","tensor(1.8846, device='cuda:0')"
"tensor(4.7091, device='cuda:0')","tensor(-4.6564, device='cuda:0')","tensor(0.2836, device='cuda:0')"
"tensor(5.2479, device='cuda:0')","tensor(-4.2532, device='cuda:0')","tensor(-0.7162, device='cuda:0')"
"tensor(4.5106, device='cuda:0')","tensor(-3.6438, device='cuda:0')","tensor(-0.6072, device='cuda:0')"
"tensor(3.4130, device='cuda:0')","tensor(-2.8429, device='cuda:0')","tensor(-0.5721, device='cuda:0')"
"tensor(3.8197, device='cuda:0')","tensor(-4.0751, device='cuda:0')","tensor(0.2370, device='cuda:0')"
"tensor(4.4755, device='cuda:0')","tensor(-4.1921, device='cuda:0')","tensor(-0.0926, device='cuda:0')"
"tensor(1.0888, device='cuda:0')","tensor(-4.9792, device='cuda:0')","tensor(3.6903, device='cuda:0')"
"tensor(3.7444, device='cuda:0')","tensor(-4.0290, device='cuda:0')","tensor(0.2719, device='cuda:0')"
"tensor(2.8425, device='cuda:0')","tensor(-4.3301, device='cuda:0')","tensor(1.5004, device='cuda:0')"
"tensor(5.4775, device='cuda:0')","tensor(-4.2314, device='cuda:0')","tensor(-0.9119, device='cuda:0')"
"tensor(3.3795, device='cuda:0')","tensor(-3.9076, device='cuda:0')","tensor(0.8498, device='cuda:0')"
"tensor(3.7067, device='cuda:0')","tensor(-3.7992, device='cuda:0')","tensor(0.1389, device='cuda:0')"
"tensor(4.0445, device='cuda:0')","tensor(-3.5868, device='cuda:0')","tensor(-0.2614, device='cuda:0')"
"tensor(-0.3772, device='cuda:0')","tensor(-3.9026, device='cuda:0')","tensor(3.8894, device='cuda:0')"
"tensor(3.5096, device='cuda:0')","tensor(-4.3490, device='cuda:0')","tensor(0.8747, device='cuda:0')"
"tensor(4.3151, device='cuda:0')","tensor(-5.2670, device='cuda:0')","tensor(1.3361, device='cuda:0')"
"tensor(3.0160, device='cuda:0')","tensor(-3.1723, device='cuda:0')","tensor(0.1253, device='cuda:0')"
"tensor(3.2049, device='cuda:0')","tensor(-4.0643, device='cuda:0')","tensor(0.7816, device='cuda:0')"
"tensor(4.7357, device='cuda:0')","tensor(-3.2497, device='cuda:0')","tensor(-1.2516, device='cuda:0')"
"tensor(4.0172, device='cuda:0')","tensor(-3.4287, device='cuda:0')","tensor(-0.4405, device='cuda:0')"
"tensor(3.1772, device='cuda:0')","tensor(-4.1810, device='cuda:0')","tensor(1.0658, device='cuda:0')"
"tensor(4.6617, device='cuda:0')","tensor(-5.6820, device='cuda:0')","tensor(1.2948, device='cuda:0')"
"tensor(4.8441, device='cuda:0')","tensor(-3.2661, device='cuda:0')","tensor(-1.3480, device='cuda:0')"
"tensor(1.4165, device='cuda:0')","tensor(-4.5292, device='cuda:0')","tensor(3.0732, device='cuda:0')"
"tensor(3.7416, device='cuda:0')","tensor(-4.2619, device='cuda:0')","tensor(0.5962, device='cuda:0')"
"tensor(4.0148, device='cuda:0')","tensor(-4.2918, device='cuda:0')","tensor(0.3722, device='cuda:0')"
"tensor(3.6501, device='cuda:0')","tensor(-4.0985, device='cuda:0')","tensor(0.4742, device='cuda:0')"
"tensor(4.0103, device='cuda:0')","tensor(-4.0148, device='cuda:0')","tensor(0.0567, device='cuda:0')"
"tensor(4.4477, device='cuda:0')","tensor(-4.2392, device='cuda:0')","tensor(-0.0389, device='cuda:0')"
"tensor(6.0042, device='cuda:0')","tensor(-4.2277, device='cuda:0')","tensor(-1.5181, device='cuda:0')"
"tensor(3.3154, device='cuda:0')","tensor(-2.5544, device='cuda:0')","tensor(-0.7151, device='cuda:0')"
"tensor(6.7979, device='cuda:0')","tensor(-4.8197, device='cuda:0')","tensor(-1.5804, device='cuda:0')"
"tensor(5.1165, device='cuda:0')","tensor(-3.9374, device='cuda:0')","tensor(-0.9737, device='cuda:0')"
"tensor(3.7815, device='cuda:0')","tensor(-3.8695, device='cuda:0')","tensor(0.1837, device='cuda:0')"
"tensor(3.8733, device='cuda:0')","tensor(-3.8606, device='cuda:0')","tensor(0.1087, device='cuda:0')"
"tensor(3.3456, device='cuda:0')","tensor(-5.1018, device='cuda:0')","tensor(1.7348, device='cuda:0')"
"tensor(3.9943, device='cuda:0')","tensor(-4.2615, device='cuda:0')","tensor(0.4115, device='cuda:0')"
"tensor(3.6115, device='cuda:0')","tensor(-3.8757, device='cuda:0')","tensor(0.3179, device='cuda:0')"
"tensor(3.6066, device='cuda:0')","tensor(-3.8796, device='cuda:0')","tensor(0.3921, device='cuda:0')"
"tensor(5.3395, device='cuda:0')","tensor(-4.0294, device='cuda:0')","tensor(-1.0333, device='cuda:0')"
"tensor(4.1604, device='cuda:0')","tensor(-4.5584, device='cuda:0')","tensor(0.5367, device='cuda:0')"
"tensor(3.0310, device='cuda:0')","tensor(-4.4292, device='cuda:0')","tensor(1.4202, device='cuda:0')"
"tensor(4.1317, device='cuda:0')","tensor(-4.2603, device='cuda:0')","tensor(0.2656, device='cuda:0')"
"tensor(3.3838, device='cuda:0')","tensor(-4.0912, device='cuda:0')","tensor(0.7672, device='cuda:0')"
"tensor(4.5262, device='cuda:0')","tensor(-4.2100, device='cuda:0')","tensor(-0.1340, device='cuda:0')"
"tensor(6.4627, device='cuda:0')","tensor(-5.3725, device='cuda:0')","tensor(-0.7126, device='cuda:0')"
"tensor(1.4509, device='cuda:0')","tensor(-4.0293, device='cuda:0')","tensor(2.7072, device='cuda:0')"
"tensor(5.1839, device='cuda:0')","tensor(-3.5000, device='cuda:0')","tensor(-1.4499, device='cuda:0')"
"tensor(1.9145, device='cuda:0')","tensor(-3.8111, device='cuda:0')","tensor(1.8245, device='cuda:0')"
"tensor(4.2864, device='cuda:0')","tensor(-3.0131, device='cuda:0')","tensor(-1.1581, device='cuda:0')"
"tensor(5.4043, device='cuda:0')","tensor(-4.6670, device='cuda:0')","tensor(-0.5790, device='cuda:0')"
"tensor(2.7241, device='cuda:0')","tensor(-3.9029, device='cuda:0')","tensor(1.1693, device='cuda:0')"
"tensor(4.7673, device='cuda:0')","tensor(-4.0540, device='cuda:0')","tensor(-0.4680, device='cuda:0')"
"tensor(4.0139, device='cuda:0')","tensor(-4.1784, device='cuda:0')","tensor(0.3082, device='cuda:0')"
"tensor(4.1147, device='cuda:0')","tensor(-3.7389, device='cuda:0')","tensor(-0.2006, device='cuda:0')"
"tensor(3.9496, device='cuda:0')","tensor(-4.0891, device='cuda:0')","tensor(0.3340, device='cuda:0')"
"tensor(0.0258, device='cuda:0')","tensor(-3.7471, device='cuda:0')","tensor(3.5020, device='cuda:0')"
"tensor(2.6108, device='cuda:0')","tensor(-2.8881, device='cuda:0')","tensor(0.2636, device='cuda:0')"
"tensor(5.2935, device='cuda:0')","tensor(-4.2312, device='cuda:0')","tensor(-0.7265, device='cuda:0')"
"tensor(4.9480, device='cuda:0')","tensor(-3.3988, device='cuda:0')","tensor(-1.1657, device='cuda:0')"
"tensor(4.5839, device='cuda:0')","tensor(-4.1372, device='cuda:0')","tensor(-0.2750, device='cuda:0')"
"tensor(4.1170, device='cuda:0')","tensor(-4.2651, device='cuda:0')","tensor(0.0733, device='cuda:0')"
"tensor(3.4529, device='cuda:0')","tensor(-4.2039, device='cuda:0')","tensor(0.9674, device='cuda:0')"
"tensor(3.7226, device='cuda:0')","tensor(-3.0186, device='cuda:0')","tensor(-0.3922, device='cuda:0')"
"tensor(1.6608, device='cuda:0')","tensor(-2.6341, device='cuda:0')","tensor(0.9593, device='cuda:0')"
"tensor(4.9704, device='cuda:0')","tensor(-4.2200, device='cuda:0')","tensor(-0.4704, device='cuda:0')"
"tensor(4.2284, device='cuda:0')","tensor(-4.2465, device='cuda:0')","tensor(0.1602, device='cuda:0')"
"tensor(2.9595, device='cuda:0')","tensor(-4.3971, device='cuda:0')","tensor(1.4756, device='cuda:0')"
"tensor(3.6971, device='cuda:0')","tensor(-3.9688, device='cuda:0')","tensor(0.4281, device='cuda:0')"
"tensor(2.9304, device='cuda:0')","tensor(-2.8446, device='cuda:0')","tensor(-0.1368, device='cuda:0')"
"tensor(4.2991, device='cuda:0')","tensor(-4.2367, device='cuda:0')","tensor(0.0322, device='cuda:0')"
"tensor(5.2497, device='cuda:0')","tensor(-3.9106, device='cuda:0')","tensor(-0.9608, device='cuda:0')"
"tensor(4.0718, device='cuda:0')","tensor(-4.0130, device='cuda:0')","tensor(0.0588, device='cuda:0')"
"tensor(4.8652, device='cuda:0')","tensor(-3.9665, device='cuda:0')","tensor(-0.6379, device='cuda:0')"
"tensor(3.1260, device='cuda:0')","tensor(-4.1617, device='cuda:0')","tensor(0.9998, device='cuda:0')"
"tensor(4.1385, device='cuda:0')","tensor(-3.0969, device='cuda:0')","tensor(-0.6886, device='cuda:0')"
"tensor(2.0142, device='cuda:0')","tensor(-3.7966, device='cuda:0')","tensor(1.7418, device='cuda:0')"
"tensor(4.0976, device='cuda:0')","tensor(-4.3452, device='cuda:0')","tensor(0.3133, device='cuda:0')"
"tensor(4.4097, device='cuda:0')","tensor(-4.3957, device='cuda:0')","tensor(0.1373, device='cuda:0')"
"tensor(4.2673, device='cuda:0')","tensor(-4.3333, device='cuda:0')","tensor(0.2227, device='cuda:0')"
"tensor(6.1388, device='cuda:0')","tensor(-5.1590, device='cuda:0')","tensor(-0.6121, device='cuda:0')"
"tensor(4.3356, device='cuda:0')","tensor(-4.2981, device='cuda:0')","tensor(0.1013, device='cuda:0')"
"tensor(3.5795, device='cuda:0')","tensor(-4.0229, device='cuda:0')","tensor(0.5733, device='cuda:0')"
"tensor(1.1515, device='cuda:0')","tensor(-4.1456, device='cuda:0')","tensor(2.8547, device='cuda:0')"
"tensor(5.9528, device='cuda:0')","tensor(-4.4379, device='cuda:0')","tensor(-1.1984, device='cuda:0')"
"tensor(4.2510, device='cuda:0')","tensor(-4.3509, device='cuda:0')","tensor(0.2243, device='cuda:0')"
"tensor(3.9604, device='cuda:0')","tensor(-3.5307, device='cuda:0')","tensor(-0.2353, device='cuda:0')"
"tensor(2.7755, device='cuda:0')","tensor(-4.3396, device='cuda:0')","tensor(1.5857, device='cuda:0')"
"tensor(4.0690, device='cuda:0')","tensor(-4.4205, device='cuda:0')","tensor(0.4674, device='cuda:0')"
"tensor(3.6532, device='cuda:0')","tensor(-5.4221, device='cuda:0')","tensor(2.0823, device='cuda:0')"
"tensor(4.9243, device='cuda:0')","tensor(-4.7418, device='cuda:0')","tensor(0.1265, device='cuda:0')"
"tensor(4.4551, device='cuda:0')","tensor(-4.1833, device='cuda:0')","tensor(-0.0750, device='cuda:0')"
"tensor(-2.3565, device='cuda:0')","tensor(0.3600, device='cuda:0')","tensor(1.6242, device='cuda:0')"
"tensor(5.4324, device='cuda:0')","tensor(-3.2416, device='cuda:0')","tensor(-1.8968, device='cuda:0')"
"tensor(3.8938, device='cuda:0')","tensor(-3.9147, device='cuda:0')","tensor(0.1076, device='cuda:0')"
"tensor(5.3402, device='cuda:0')","tensor(-4.1077, device='cuda:0')","tensor(-0.9106, device='cuda:0')"
"tensor(4.0889, device='cuda:0')","tensor(-4.3571, device='cuda:0')","tensor(0.4189, device='cuda:0')"
"tensor(6.5795, device='cuda:0')","tensor(-4.3402, device='cuda:0')","tensor(-1.8163, device='cuda:0')"
"tensor(3.2195, device='cuda:0')","tensor(-3.6595, device='cuda:0')","tensor(0.4380, device='cuda:0')"
"tensor(2.4646, device='cuda:0')","tensor(-3.2949, device='cuda:0')","tensor(0.7259, device='cuda:0')"
"tensor(3.9042, device='cuda:0')","tensor(-3.7802, device='cuda:0')","tensor(0.0169, device='cuda:0')"
"tensor(3.8939, device='cuda:0')","tensor(-3.7181, device='cuda:0')","tensor(-0.0674, device='cuda:0')"
"tensor(3.1195, device='cuda:0')","tensor(-3.4844, device='cuda:0')","tensor(0.3393, device='cuda:0')"
"tensor(4.0697, device='cuda:0')","tensor(-4.4218, device='cuda:0')","tensor(0.4386, device='cuda:0')"
"tensor(1.0278, device='cuda:0')","tensor(-3.0128, device='cuda:0')","tensor(1.8675, device='cuda:0')"
"tensor(5.4895, device='cuda:0')","tensor(-3.2324, device='cuda:0')","tensor(-1.9752, device='cuda:0')"
"tensor(4.0072, device='cuda:0')","tensor(-4.4012, device='cuda:0')","tensor(0.4939, device='cuda:0')"
"tensor(2.6519, device='cuda:0')","tensor(-4.2952, device='cuda:0')","tensor(1.5012, device='cuda:0')"
"tensor(4.1158, device='cuda:0')","tensor(-4.3691, device='cuda:0')","tensor(0.3917, device='cuda:0')"
"tensor(3.4891, device='cuda:0')","tensor(-3.4861, device='cuda:0')","tensor(0.1863, device='cuda:0')"
"tensor(4.3844, device='cuda:0')","tensor(-4.2564, device='cuda:0')","tensor(-0.0492, device='cuda:0')"
"tensor(4.3136, device='cuda:0')","tensor(-4.1872, device='cuda:0')","tensor(0.0052, device='cuda:0')"
"tensor(5.0366, device='cuda:0')","tensor(-3.9052, device='cuda:0')","tensor(-0.8209, device='cuda:0')"
"tensor(4.5418, device='cuda:0')","tensor(-3.8378, device='cuda:0')","tensor(-0.5763, device='cuda:0')"
"tensor(2.7718, device='cuda:0')","tensor(-2.8447, device='cuda:0')","tensor(0.1318, device='cuda:0')"
"tensor(4.2500, device='cuda:0')","tensor(-4.3452, device='cuda:0')","tensor(0.2167, device='cuda:0')"
"tensor(3.7547, device='cuda:0')","tensor(-4.1668, device='cuda:0')","tensor(0.5137, device='cuda:0')"
"tensor(4.6229, device='cuda:0')","tensor(-4.0875, device='cuda:0')","tensor(-0.3354, device='cuda:0')"
"tensor(5.8911, device='cuda:0')","tensor(-4.1709, device='cuda:0')","tensor(-1.3949, device='cuda:0')"
"tensor(5.8114, device='cuda:0')","tensor(-4.5595, device='cuda:0')","tensor(-0.8716, device='cuda:0')"
"tensor(3.8589, device='cuda:0')","tensor(-4.4103, device='cuda:0')","tensor(0.6265, device='cuda:0')"
"tensor(3.6080, device='cuda:0')","tensor(-4.3419, device='cuda:0')","tensor(0.7982, device='cuda:0')"
"tensor(5.1421, device='cuda:0')","tensor(-4.5327, device='cuda:0')","tensor(-0.2634, device='cuda:0')"
"tensor(6.1126, device='cuda:0')","tensor(-4.1341, device='cuda:0')","tensor(-1.6246, device='cuda:0')"
"tensor(5.2020, device='cuda:0')","tensor(-3.9412, device='cuda:0')","tensor(-1.0491, device='cuda:0')"
"tensor(4.1165, device='cuda:0')","tensor(-4.4494, device='cuda:0')","tensor(0.4830, device='cuda:0')"
"tensor(1.0457, device='cuda:0')","tensor(-2.8468, device='cuda:0')","tensor(1.7512, device='cuda:0')"
"tensor(2.7156, device='cuda:0')","tensor(-2.9979, device='cuda:0')","tensor(0.2079, device='cuda:0')"
"tensor(3.9467, device='cuda:0')","tensor(-4.1410, device='cuda:0')","tensor(0.2983, device='cuda:0')"
"tensor(4.2057, device='cuda:0')","tensor(-4.3843, device='cuda:0')","tensor(0.3027, device='cuda:0')"
"tensor(4.1271, device='cuda:0')","tensor(-4.3155, device='cuda:0')","tensor(0.3656, device='cuda:0')"
"tensor(4.4119, device='cuda:0')","tensor(-3.5470, device='cuda:0')","tensor(-0.6131, device='cuda:0')"
"tensor(-0.4011, device='cuda:0')","tensor(-4.4069, device='cuda:0')","tensor(4.5402, device='cuda:0')"
"tensor(5.0039, device='cuda:0')","tensor(-3.8490, device='cuda:0')","tensor(-0.9250, device='cuda:0')"
"tensor(1.5616, device='cuda:0')","tensor(-4.1620, device='cuda:0')","tensor(2.5340, device='cuda:0')"
"tensor(3.6201, device='cuda:0')","tensor(-4.2325, device='cuda:0')","tensor(0.6713, device='cuda:0')"
"tensor(3.8175, device='cuda:0')","tensor(-4.3956, device='cuda:0')","tensor(0.6415, device='cuda:0')"
"tensor(5.3777, device='cuda:0')","tensor(-4.7286, device='cuda:0')","tensor(-0.2570, device='cuda:0')"
"tensor(2.7181, device='cuda:0')","tensor(-4.6249, device='cuda:0')","tensor(2.0384, device='cuda:0')"
"tensor(5.4865, device='cuda:0')","tensor(-4.0715, device='cuda:0')","tensor(-1.2034, device='cuda:0')"
"tensor(3.2298, device='cuda:0')","tensor(-4.2530, device='cuda:0')","tensor(1.1069, device='cuda:0')"
"tensor(3.0401, device='cuda:0')","tensor(-4.1118, device='cuda:0')","tensor(1.0873, device='cuda:0')"
"tensor(5.4986, device='cuda:0')","tensor(-3.6556, device='cuda:0')","tensor(-1.7742, device='cuda:0')"
"tensor(4.8523, device='cuda:0')","tensor(-4.4550, device='cuda:0')","tensor(-0.1208, device='cuda:0')"
"tensor(3.6529, device='cuda:0')","tensor(-3.9553, device='cuda:0')","tensor(0.4299, device='cuda:0')"
"tensor(2.8418, device='cuda:0')","tensor(-3.6492, device='cuda:0')","tensor(0.7661, device='cuda:0')"
"tensor(3.9185, device='cuda:0')","tensor(-4.1252, device='cuda:0')","tensor(0.3227, device='cuda:0')"
"tensor(3.1879, device='cuda:0')","tensor(-3.5574, device='cuda:0')","tensor(0.3855, device='cuda:0')"
"tensor(4.2929, device='cuda:0')","tensor(-4.0822, device='cuda:0')","tensor(-0.0654, device='cuda:0')"
"tensor(3.5114, device='cuda:0')","tensor(-3.5638, device='cuda:0')","tensor(0.1057, device='cuda:0')"
"tensor(3.3814, device='cuda:0')","tensor(-4.3510, device='cuda:0')","tensor(1.0038, device='cuda:0')"
"tensor(1.5695, device='cuda:0')","tensor(-1.4891, device='cuda:0')","tensor(-0.1273, device='cuda:0')"
"tensor(3.8530, device='cuda:0')","tensor(-4.3461, device='cuda:0')","tensor(0.5517, device='cuda:0')"
"tensor(5.1534, device='cuda:0')","tensor(-3.8682, device='cuda:0')","tensor(-1.0326, device='cuda:0')"
"tensor(3.0077, device='cuda:0')","tensor(-3.9561, device='cuda:0')","tensor(1.0081, device='cuda:0')"
