"tensor(3.1011, device='cuda:0')","tensor(-2.5336, device='cuda:0')","tensor(-0.9804, device='cuda:0')"
"tensor(3.4054, device='cuda:0')","tensor(-3.5337, device='cuda:0')","tensor(0.0652, device='cuda:0')"
"tensor(3.4852, device='cuda:0')","tensor(-3.4940, device='cuda:0')","tensor(-0.1124, device='cuda:0')"
"tensor(0.4383, device='cuda:0')","tensor(0.4960, device='cuda:0')","tensor(-1.4398, device='cuda:0')"
"tensor(3.4635, device='cuda:0')","tensor(-3.5745, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(4.8862, device='cuda:0')","tensor(-4.1854, device='cuda:0')","tensor(-1.3218, device='cuda:0')"
"tensor(3.7848, device='cuda:0')","tensor(-3.7325, device='cuda:0')","tensor(-0.2931, device='cuda:0')"
"tensor(2.1290, device='cuda:0')","tensor(-2.6254, device='cuda:0')","tensor(0.5241, device='cuda:0')"
"tensor(3.3284, device='cuda:0')","tensor(-3.4279, device='cuda:0')","tensor(-0.1784, device='cuda:0')"
"tensor(3.8411, device='cuda:0')","tensor(-3.4561, device='cuda:0')","tensor(-0.7849, device='cuda:0')"
"tensor(2.9223, device='cuda:0')","tensor(-2.5914, device='cuda:0')","tensor(-0.4747, device='cuda:0')"
"tensor(4.0670, device='cuda:0')","tensor(-3.1139, device='cuda:0')","tensor(-1.5103, device='cuda:0')"
"tensor(2.4373, device='cuda:0')","tensor(-1.9643, device='cuda:0')","tensor(-0.7101, device='cuda:0')"
"tensor(3.0095, device='cuda:0')","tensor(-3.5448, device='cuda:0')","tensor(0.5583, device='cuda:0')"
"tensor(4.3666, device='cuda:0')","tensor(-3.1875, device='cuda:0')","tensor(-1.9666, device='cuda:0')"
"tensor(2.4841, device='cuda:0')","tensor(-2.4417, device='cuda:0')","tensor(-0.2457, device='cuda:0')"
"tensor(4.9157, device='cuda:0')","tensor(-3.9790, device='cuda:0')","tensor(-1.7798, device='cuda:0')"
"tensor(4.5210, device='cuda:0')","tensor(-3.8795, device='cuda:0')","tensor(-1.1611, device='cuda:0')"
"tensor(3.7534, device='cuda:0')","tensor(-3.0239, device='cuda:0')","tensor(-1.1470, device='cuda:0')"
"tensor(3.9111, device='cuda:0')","tensor(-3.5629, device='cuda:0')","tensor(-0.7449, device='cuda:0')"
"tensor(3.6843, device='cuda:0')","tensor(-2.8980, device='cuda:0')","tensor(-1.2185, device='cuda:0')"
"tensor(3.7432, device='cuda:0')","tensor(-3.3942, device='cuda:0')","tensor(-0.6854, device='cuda:0')"
"tensor(2.6004, device='cuda:0')","tensor(-2.3488, device='cuda:0')","tensor(-0.4199, device='cuda:0')"
"tensor(3.3123, device='cuda:0')","tensor(-3.2947, device='cuda:0')","tensor(-0.1319, device='cuda:0')"
"tensor(3.7711, device='cuda:0')","tensor(-3.5394, device='cuda:0')","tensor(-0.5382, device='cuda:0')"
"tensor(3.4438, device='cuda:0')","tensor(-3.4393, device='cuda:0')","tensor(-0.2135, device='cuda:0')"
"tensor(1.8910, device='cuda:0')","tensor(-2.8316, device='cuda:0')","tensor(1.1719, device='cuda:0')"
"tensor(3.1898, device='cuda:0')","tensor(-4.0970, device='cuda:0')","tensor(0.8773, device='cuda:0')"
"tensor(2.7803, device='cuda:0')","tensor(-2.8705, device='cuda:0')","tensor(0.0170, device='cuda:0')"
"tensor(3.2485, device='cuda:0')","tensor(-3.3934, device='cuda:0')","tensor(0.0741, device='cuda:0')"
"tensor(1.2103, device='cuda:0')","tensor(-0.8695, device='cuda:0')","tensor(-0.6311, device='cuda:0')"
"tensor(2.7333, device='cuda:0')","tensor(-2.3845, device='cuda:0')","tensor(-0.5925, device='cuda:0')"
"tensor(2.0356, device='cuda:0')","tensor(-3.2464, device='cuda:0')","tensor(1.4284, device='cuda:0')"
"tensor(2.5034, device='cuda:0')","tensor(-2.0368, device='cuda:0')","tensor(-0.8371, device='cuda:0')"
"tensor(2.0264, device='cuda:0')","tensor(-1.5684, device='cuda:0')","tensor(-0.8366, device='cuda:0')"
"tensor(3.3780, device='cuda:0')","tensor(-3.4251, device='cuda:0')","tensor(-0.1470, device='cuda:0')"
"tensor(3.5524, device='cuda:0')","tensor(-3.3243, device='cuda:0')","tensor(-0.4600, device='cuda:0')"
"tensor(4.5918, device='cuda:0')","tensor(-4.0955, device='cuda:0')","tensor(-0.9333, device='cuda:0')"
"tensor(2.2443, device='cuda:0')","tensor(-2.4576, device='cuda:0')","tensor(0.1689, device='cuda:0')"
"tensor(1.6301, device='cuda:0')","tensor(-2.0946, device='cuda:0')","tensor(0.5185, device='cuda:0')"
"tensor(3.8851, device='cuda:0')","tensor(-3.2961, device='cuda:0')","tensor(-1.1471, device='cuda:0')"
"tensor(3.3405, device='cuda:0')","tensor(-3.1569, device='cuda:0')","tensor(-0.4174, device='cuda:0')"
"tensor(4.2673, device='cuda:0')","tensor(-3.5299, device='cuda:0')","tensor(-1.2432, device='cuda:0')"
"tensor(2.6889, device='cuda:0')","tensor(-3.1715, device='cuda:0')","tensor(0.5589, device='cuda:0')"
"tensor(4.5029, device='cuda:0')","tensor(-4.0801, device='cuda:0')","tensor(-0.8780, device='cuda:0')"
"tensor(3.5795, device='cuda:0')","tensor(-3.5305, device='cuda:0')","tensor(-0.3359, device='cuda:0')"
"tensor(3.3084, device='cuda:0')","tensor(-3.2367, device='cuda:0')","tensor(-0.2328, device='cuda:0')"
"tensor(2.2125, device='cuda:0')","tensor(-3.1768, device='cuda:0')","tensor(1.0389, device='cuda:0')"
"tensor(2.7245, device='cuda:0')","tensor(-2.1737, device='cuda:0')","tensor(-0.9106, device='cuda:0')"
"tensor(2.6951, device='cuda:0')","tensor(-2.4815, device='cuda:0')","tensor(-0.4790, device='cuda:0')"
"tensor(4.5542, device='cuda:0')","tensor(-3.9789, device='cuda:0')","tensor(-1.1146, device='cuda:0')"
"tensor(0.8616, device='cuda:0')","tensor(-1.3924, device='cuda:0')","tensor(0.6730, device='cuda:0')"
"tensor(3.2088, device='cuda:0')","tensor(-2.9309, device='cuda:0')","tensor(-0.6006, device='cuda:0')"
"tensor(3.2412, device='cuda:0')","tensor(-3.4285, device='cuda:0')","tensor(0.0804, device='cuda:0')"
"tensor(3.3537, device='cuda:0')","tensor(-2.9287, device='cuda:0')","tensor(-0.7526, device='cuda:0')"
"tensor(2.3526, device='cuda:0')","tensor(-3.3644, device='cuda:0')","tensor(1.1392, device='cuda:0')"
"tensor(1.7669, device='cuda:0')","tensor(-2.2145, device='cuda:0')","tensor(0.2944, device='cuda:0')"
"tensor(3.4121, device='cuda:0')","tensor(-3.5206, device='cuda:0')","tensor(-0.0146, device='cuda:0')"
"tensor(1.1058, device='cuda:0')","tensor(-2.2031, device='cuda:0')","tensor(1.2689, device='cuda:0')"
"tensor(2.9913, device='cuda:0')","tensor(-1.8926, device='cuda:0')","tensor(-1.8504, device='cuda:0')"
"tensor(1.9951, device='cuda:0')","tensor(-2.7896, device='cuda:0')","tensor(0.9160, device='cuda:0')"
"tensor(-0.2571, device='cuda:0')","tensor(-0.5034, device='cuda:0')","tensor(0.9658, device='cuda:0')"
"tensor(3.5664, device='cuda:0')","tensor(-3.6447, device='cuda:0')","tensor(-0.0477, device='cuda:0')"
"tensor(3.8003, device='cuda:0')","tensor(-3.4660, device='cuda:0')","tensor(-0.6323, device='cuda:0')"
"tensor(4.0102, device='cuda:0')","tensor(-4.1779, device='cuda:0')","tensor(0.0090, device='cuda:0')"
"tensor(3.2709, device='cuda:0')","tensor(-3.8339, device='cuda:0')","tensor(0.4691, device='cuda:0')"
"tensor(1.8627, device='cuda:0')","tensor(-0.9267, device='cuda:0')","tensor(-1.5647, device='cuda:0')"
"tensor(2.7197, device='cuda:0')","tensor(-1.8100, device='cuda:0')","tensor(-1.8047, device='cuda:0')"
"tensor(3.5013, device='cuda:0')","tensor(-3.5638, device='cuda:0')","tensor(-0.0867, device='cuda:0')"
"tensor(3.4279, device='cuda:0')","tensor(-3.4086, device='cuda:0')","tensor(-0.1687, device='cuda:0')"
"tensor(4.1489, device='cuda:0')","tensor(-3.7117, device='cuda:0')","tensor(-0.8612, device='cuda:0')"
"tensor(2.9014, device='cuda:0')","tensor(-2.6534, device='cuda:0')","tensor(-0.4718, device='cuda:0')"
"tensor(4.0996, device='cuda:0')","tensor(-3.6855, device='cuda:0')","tensor(-0.8771, device='cuda:0')"
"tensor(3.5893, device='cuda:0')","tensor(-3.3437, device='cuda:0')","tensor(-0.4760, device='cuda:0')"
"tensor(3.5713, device='cuda:0')","tensor(-4.1454, device='cuda:0')","tensor(0.5058, device='cuda:0')"
"tensor(2.9396, device='cuda:0')","tensor(-3.6716, device='cuda:0')","tensor(0.7823, device='cuda:0')"
"tensor(4.1806, device='cuda:0')","tensor(-3.5211, device='cuda:0')","tensor(-1.1329, device='cuda:0')"
"tensor(3.9425, device='cuda:0')","tensor(-3.1440, device='cuda:0')","tensor(-1.4051, device='cuda:0')"
"tensor(1.6003, device='cuda:0')","tensor(-2.3213, device='cuda:0')","tensor(0.8582, device='cuda:0')"
"tensor(1.9917, device='cuda:0')","tensor(-2.7916, device='cuda:0')","tensor(0.9226, device='cuda:0')"
"tensor(2.4149, device='cuda:0')","tensor(-2.5440, device='cuda:0')","tensor(0.0936, device='cuda:0')"
"tensor(4.0155, device='cuda:0')","tensor(-3.7699, device='cuda:0')","tensor(-0.5987, device='cuda:0')"
"tensor(2.6107, device='cuda:0')","tensor(-1.4940, device='cuda:0')","tensor(-1.8310, device='cuda:0')"
"tensor(4.2096, device='cuda:0')","tensor(-3.6300, device='cuda:0')","tensor(-0.9878, device='cuda:0')"
"tensor(3.7374, device='cuda:0')","tensor(-3.2507, device='cuda:0')","tensor(-0.8460, device='cuda:0')"
"tensor(3.2353, device='cuda:0')","tensor(-3.0526, device='cuda:0')","tensor(-0.3546, device='cuda:0')"
"tensor(3.8043, device='cuda:0')","tensor(-3.1943, device='cuda:0')","tensor(-0.9823, device='cuda:0')"
"tensor(2.4890, device='cuda:0')","tensor(-2.4115, device='cuda:0')","tensor(-0.1712, device='cuda:0')"
"tensor(3.3406, device='cuda:0')","tensor(-3.5091, device='cuda:0')","tensor(0.0361, device='cuda:0')"
"tensor(1.7144, device='cuda:0')","tensor(-2.9264, device='cuda:0')","tensor(1.4143, device='cuda:0')"
"tensor(3.3346, device='cuda:0')","tensor(-3.3627, device='cuda:0')","tensor(-0.1214, device='cuda:0')"
"tensor(3.7666, device='cuda:0')","tensor(-3.5810, device='cuda:0')","tensor(-0.3773, device='cuda:0')"
"tensor(3.4733, device='cuda:0')","tensor(-3.5784, device='cuda:0')","tensor(-0.0028, device='cuda:0')"
"tensor(2.3158, device='cuda:0')","tensor(-3.0595, device='cuda:0')","tensor(0.8964, device='cuda:0')"
"tensor(2.1671, device='cuda:0')","tensor(-2.6992, device='cuda:0')","tensor(0.4435, device='cuda:0')"
"tensor(4.0251, device='cuda:0')","tensor(-3.5297, device='cuda:0')","tensor(-0.9620, device='cuda:0')"
"tensor(2.7188, device='cuda:0')","tensor(-2.9812, device='cuda:0')","tensor(0.2179, device='cuda:0')"
"tensor(3.3635, device='cuda:0')","tensor(-3.5044, device='cuda:0')","tensor(0.0645, device='cuda:0')"
"tensor(4.3335, device='cuda:0')","tensor(-3.8263, device='cuda:0')","tensor(-0.9670, device='cuda:0')"
"tensor(4.2250, device='cuda:0')","tensor(-3.7807, device='cuda:0')","tensor(-0.6968, device='cuda:0')"
"tensor(3.6150, device='cuda:0')","tensor(-3.5610, device='cuda:0')","tensor(-0.2108, device='cuda:0')"
"tensor(3.6859, device='cuda:0')","tensor(-3.6922, device='cuda:0')","tensor(-0.1821, device='cuda:0')"
"tensor(1.5784, device='cuda:0')","tensor(-2.5048, device='cuda:0')","tensor(1.1361, device='cuda:0')"
"tensor(0.2779, device='cuda:0')","tensor(-0.8601, device='cuda:0')","tensor(0.8173, device='cuda:0')"
"tensor(3.4139, device='cuda:0')","tensor(-3.6895, device='cuda:0')","tensor(0.1744, device='cuda:0')"
"tensor(3.7908, device='cuda:0')","tensor(-3.5157, device='cuda:0')","tensor(-0.6153, device='cuda:0')"
"tensor(2.4770, device='cuda:0')","tensor(-2.4325, device='cuda:0')","tensor(-0.2476, device='cuda:0')"
"tensor(2.3801, device='cuda:0')","tensor(-2.5882, device='cuda:0')","tensor(0.1665, device='cuda:0')"
"tensor(3.5022, device='cuda:0')","tensor(-2.8142, device='cuda:0')","tensor(-1.2144, device='cuda:0')"
"tensor(0.5018, device='cuda:0')","tensor(-2.8383, device='cuda:0')","tensor(2.9483, device='cuda:0')"
"tensor(3.7028, device='cuda:0')","tensor(-3.4030, device='cuda:0')","tensor(-0.6345, device='cuda:0')"
"tensor(2.9620, device='cuda:0')","tensor(-2.9060, device='cuda:0')","tensor(-0.2183, device='cuda:0')"
"tensor(3.7163, device='cuda:0')","tensor(-3.5302, device='cuda:0')","tensor(-0.4105, device='cuda:0')"
"tensor(3.5136, device='cuda:0')","tensor(-3.2183, device='cuda:0')","tensor(-0.5986, device='cuda:0')"
"tensor(2.4798, device='cuda:0')","tensor(-3.8849, device='cuda:0')","tensor(1.6425, device='cuda:0')"
"tensor(3.0178, device='cuda:0')","tensor(-2.6867, device='cuda:0')","tensor(-0.6509, device='cuda:0')"
"tensor(4.1654, device='cuda:0')","tensor(-4.2719, device='cuda:0')","tensor(-0.0970, device='cuda:0')"
"tensor(2.8732, device='cuda:0')","tensor(-3.9914, device='cuda:0')","tensor(1.2760, device='cuda:0')"
"tensor(3.4702, device='cuda:0')","tensor(-3.3805, device='cuda:0')","tensor(-0.2712, device='cuda:0')"
"tensor(4.1320, device='cuda:0')","tensor(-3.6509, device='cuda:0')","tensor(-0.8805, device='cuda:0')"
"tensor(3.7259, device='cuda:0')","tensor(-3.2753, device='cuda:0')","tensor(-0.8695, device='cuda:0')"
"tensor(3.3122, device='cuda:0')","tensor(-2.6260, device='cuda:0')","tensor(-1.2537, device='cuda:0')"
"tensor(3.8923, device='cuda:0')","tensor(-3.4794, device='cuda:0')","tensor(-0.7446, device='cuda:0')"
"tensor(2.6827, device='cuda:0')","tensor(-3.1337, device='cuda:0')","tensor(0.4696, device='cuda:0')"
"tensor(1.6376, device='cuda:0')","tensor(-3.3709, device='cuda:0')","tensor(2.0666, device='cuda:0')"
"tensor(3.6626, device='cuda:0')","tensor(-3.2579, device='cuda:0')","tensor(-0.7687, device='cuda:0')"
"tensor(3.8527, device='cuda:0')","tensor(-3.8881, device='cuda:0')","tensor(-0.1879, device='cuda:0')"
"tensor(2.9252, device='cuda:0')","tensor(-3.2544, device='cuda:0')","tensor(0.2966, device='cuda:0')"
"tensor(2.3434, device='cuda:0')","tensor(-3.0986, device='cuda:0')","tensor(0.8335, device='cuda:0')"
"tensor(4.1655, device='cuda:0')","tensor(-3.7649, device='cuda:0')","tensor(-0.6470, device='cuda:0')"
"tensor(3.4406, device='cuda:0')","tensor(-3.4366, device='cuda:0')","tensor(-0.2233, device='cuda:0')"
"tensor(3.0973, device='cuda:0')","tensor(-3.4751, device='cuda:0')","tensor(0.2159, device='cuda:0')"
"tensor(2.1671, device='cuda:0')","tensor(-3.3483, device='cuda:0')","tensor(1.2407, device='cuda:0')"
"tensor(3.2863, device='cuda:0')","tensor(-3.0951, device='cuda:0')","tensor(-0.4561, device='cuda:0')"
"tensor(4.2817, device='cuda:0')","tensor(-3.7290, device='cuda:0')","tensor(-0.9664, device='cuda:0')"
"tensor(2.2464, device='cuda:0')","tensor(-3.1572, device='cuda:0')","tensor(1.1377, device='cuda:0')"
"tensor(2.9800, device='cuda:0')","tensor(-2.8707, device='cuda:0')","tensor(-0.3246, device='cuda:0')"
"tensor(3.2092, device='cuda:0')","tensor(-2.7022, device='cuda:0')","tensor(-0.8664, device='cuda:0')"
"tensor(3.6069, device='cuda:0')","tensor(-3.2941, device='cuda:0')","tensor(-0.6572, device='cuda:0')"
"tensor(3.4126, device='cuda:0')","tensor(-3.4564, device='cuda:0')","tensor(-0.1092, device='cuda:0')"
"tensor(4.1630, device='cuda:0')","tensor(-4.1299, device='cuda:0')","tensor(-0.3512, device='cuda:0')"
"tensor(3.4918, device='cuda:0')","tensor(-3.5211, device='cuda:0')","tensor(-0.1916, device='cuda:0')"
"tensor(3.8278, device='cuda:0')","tensor(-3.6773, device='cuda:0')","tensor(-0.3486, device='cuda:0')"
"tensor(3.5593, device='cuda:0')","tensor(-3.9113, device='cuda:0')","tensor(0.1960, device='cuda:0')"
"tensor(2.4028, device='cuda:0')","tensor(-2.2955, device='cuda:0')","tensor(-0.3317, device='cuda:0')"
"tensor(4.0731, device='cuda:0')","tensor(-3.4042, device='cuda:0')","tensor(-1.1551, device='cuda:0')"
"tensor(1.1364, device='cuda:0')","tensor(-1.5510, device='cuda:0')","tensor(0.5584, device='cuda:0')"
"tensor(3.9110, device='cuda:0')","tensor(-3.3979, device='cuda:0')","tensor(-0.9727, device='cuda:0')"
"tensor(-0.0477, device='cuda:0')","tensor(-1.6846, device='cuda:0')","tensor(2.2340, device='cuda:0')"
"tensor(2.9136, device='cuda:0')","tensor(-2.9127, device='cuda:0')","tensor(-0.1410, device='cuda:0')"
"tensor(2.5841, device='cuda:0')","tensor(-3.3069, device='cuda:0')","tensor(0.8271, device='cuda:0')"
"tensor(-0.0133, device='cuda:0')","tensor(-2.3096, device='cuda:0')","tensor(3.0569, device='cuda:0')"
"tensor(3.0705, device='cuda:0')","tensor(-2.5745, device='cuda:0')","tensor(-0.8411, device='cuda:0')"
"tensor(1.1220, device='cuda:0')","tensor(-1.9983, device='cuda:0')","tensor(1.0238, device='cuda:0')"
"tensor(4.0992, device='cuda:0')","tensor(-5.3360, device='cuda:0')","tensor(1.2485, device='cuda:0')"
"tensor(3.5643, device='cuda:0')","tensor(-3.4141, device='cuda:0')","tensor(-0.3312, device='cuda:0')"
"tensor(2.2070, device='cuda:0')","tensor(-2.1242, device='cuda:0')","tensor(-0.1671, device='cuda:0')"
"tensor(2.5330, device='cuda:0')","tensor(-2.3194, device='cuda:0')","tensor(-0.4134, device='cuda:0')"
"tensor(3.0596, device='cuda:0')","tensor(-2.7181, device='cuda:0')","tensor(-0.5249, device='cuda:0')"
"tensor(4.0558, device='cuda:0')","tensor(-3.6725, device='cuda:0')","tensor(-0.7949, device='cuda:0')"
"tensor(1.0657, device='cuda:0')","tensor(-3.3064, device='cuda:0')","tensor(2.8517, device='cuda:0')"
"tensor(3.0538, device='cuda:0')","tensor(-2.9766, device='cuda:0')","tensor(-0.2742, device='cuda:0')"
"tensor(2.8740, device='cuda:0')","tensor(-3.4599, device='cuda:0')","tensor(0.5440, device='cuda:0')"
"tensor(4.0853, device='cuda:0')","tensor(-3.7745, device='cuda:0')","tensor(-0.6276, device='cuda:0')"
"tensor(3.6709, device='cuda:0')","tensor(-3.6931, device='cuda:0')","tensor(-0.1763, device='cuda:0')"
"tensor(3.0478, device='cuda:0')","tensor(-2.7778, device='cuda:0')","tensor(-0.4463, device='cuda:0')"
"tensor(3.1443, device='cuda:0')","tensor(-2.6105, device='cuda:0')","tensor(-0.9204, device='cuda:0')"
"tensor(3.2625, device='cuda:0')","tensor(-3.5970, device='cuda:0')","tensor(0.2598, device='cuda:0')"
"tensor(1.9397, device='cuda:0')","tensor(-2.7362, device='cuda:0')","tensor(0.9700, device='cuda:0')"
"tensor(3.9743, device='cuda:0')","tensor(-4.5128, device='cuda:0')","tensor(0.4377, device='cuda:0')"
"tensor(3.4063, device='cuda:0')","tensor(-3.1058, device='cuda:0')","tensor(-0.7228, device='cuda:0')"
"tensor(2.8470, device='cuda:0')","tensor(-2.9289, device='cuda:0')","tensor(-0.0208, device='cuda:0')"
"tensor(4.0239, device='cuda:0')","tensor(-3.4851, device='cuda:0')","tensor(-1.0641, device='cuda:0')"
"tensor(3.1753, device='cuda:0')","tensor(-2.7419, device='cuda:0')","tensor(-0.7899, device='cuda:0')"
"tensor(2.5830, device='cuda:0')","tensor(-2.7142, device='cuda:0')","tensor(0.1377, device='cuda:0')"
"tensor(4.5226, device='cuda:0')","tensor(-5.3777, device='cuda:0')","tensor(0.6826, device='cuda:0')"
"tensor(4.1320, device='cuda:0')","tensor(-3.3265, device='cuda:0')","tensor(-1.5033, device='cuda:0')"
"tensor(0.7030, device='cuda:0')","tensor(-1.9066, device='cuda:0')","tensor(1.4637, device='cuda:0')"
"tensor(3.3642, device='cuda:0')","tensor(-3.4158, device='cuda:0')","tensor(-0.0809, device='cuda:0')"
"tensor(3.3513, device='cuda:0')","tensor(-3.1638, device='cuda:0')","tensor(-0.4002, device='cuda:0')"
"tensor(3.6665, device='cuda:0')","tensor(-3.4920, device='cuda:0')","tensor(-0.4767, device='cuda:0')"
"tensor(3.1129, device='cuda:0')","tensor(-3.0996, device='cuda:0')","tensor(-0.1590, device='cuda:0')"
"tensor(3.9175, device='cuda:0')","tensor(-3.5653, device='cuda:0')","tensor(-0.7322, device='cuda:0')"
"tensor(4.0517, device='cuda:0')","tensor(-3.4767, device='cuda:0')","tensor(-0.9652, device='cuda:0')"
"tensor(1.6621, device='cuda:0')","tensor(-1.6340, device='cuda:0')","tensor(-0.1932, device='cuda:0')"
"tensor(5.9828, device='cuda:0')","tensor(-5.0596, device='cuda:0')","tensor(-1.6856, device='cuda:0')"
"tensor(4.0771, device='cuda:0')","tensor(-3.5016, device='cuda:0')","tensor(-1.0464, device='cuda:0')"
"tensor(4.0593, device='cuda:0')","tensor(-3.6081, device='cuda:0')","tensor(-0.9303, device='cuda:0')"
"tensor(3.4573, device='cuda:0')","tensor(-3.1333, device='cuda:0')","tensor(-0.6432, device='cuda:0')"
"tensor(2.8062, device='cuda:0')","tensor(-3.7882, device='cuda:0')","tensor(1.1270, device='cuda:0')"
"tensor(3.2471, device='cuda:0')","tensor(-3.4792, device='cuda:0')","tensor(0.1706, device='cuda:0')"
"tensor(2.7876, device='cuda:0')","tensor(-3.2262, device='cuda:0')","tensor(0.3632, device='cuda:0')"
"tensor(2.6296, device='cuda:0')","tensor(-2.5589, device='cuda:0')","tensor(-0.1401, device='cuda:0')"
"tensor(4.2497, device='cuda:0')","tensor(-4.1482, device='cuda:0')","tensor(-0.3582, device='cuda:0')"
"tensor(3.7042, device='cuda:0')","tensor(-3.9290, device='cuda:0')","tensor(0.0571, device='cuda:0')"
"tensor(3.4203, device='cuda:0')","tensor(-3.7971, device='cuda:0')","tensor(0.2293, device='cuda:0')"
"tensor(3.8592, device='cuda:0')","tensor(-3.6994, device='cuda:0')","tensor(-0.3963, device='cuda:0')"
"tensor(3.6098, device='cuda:0')","tensor(-3.5853, device='cuda:0')","tensor(-0.2406, device='cuda:0')"
"tensor(3.9778, device='cuda:0')","tensor(-3.6170, device='cuda:0')","tensor(-0.7379, device='cuda:0')"
"tensor(4.9186, device='cuda:0')","tensor(-4.4364, device='cuda:0')","tensor(-0.9454, device='cuda:0')"
"tensor(1.3959, device='cuda:0')","tensor(-3.0656, device='cuda:0')","tensor(1.9378, device='cuda:0')"
"tensor(3.7006, device='cuda:0')","tensor(-2.8292, device='cuda:0')","tensor(-1.4236, device='cuda:0')"
"tensor(3.1874, device='cuda:0')","tensor(-3.0645, device='cuda:0')","tensor(-0.3506, device='cuda:0')"
"tensor(3.1950, device='cuda:0')","tensor(-2.8178, device='cuda:0')","tensor(-0.7452, device='cuda:0')"
"tensor(2.7682, device='cuda:0')","tensor(-3.7447, device='cuda:0')","tensor(1.0541, device='cuda:0')"
"tensor(2.3249, device='cuda:0')","tensor(-2.8756, device='cuda:0')","tensor(0.5451, device='cuda:0')"
"tensor(3.4706, device='cuda:0')","tensor(-2.9362, device='cuda:0')","tensor(-0.9038, device='cuda:0')"
"tensor(3.4373, device='cuda:0')","tensor(-3.3645, device='cuda:0')","tensor(-0.2499, device='cuda:0')"
"tensor(2.5970, device='cuda:0')","tensor(-2.5145, device='cuda:0')","tensor(-0.2031, device='cuda:0')"
"tensor(3.5491, device='cuda:0')","tensor(-3.2755, device='cuda:0')","tensor(-0.5997, device='cuda:0')"
"tensor(1.3136, device='cuda:0')","tensor(-1.9433, device='cuda:0')","tensor(0.6422, device='cuda:0')"
"tensor(2.5985, device='cuda:0')","tensor(-2.3086, device='cuda:0')","tensor(-0.5716, device='cuda:0')"
"tensor(4.3648, device='cuda:0')","tensor(-3.6779, device='cuda:0')","tensor(-1.2772, device='cuda:0')"
"tensor(2.9617, device='cuda:0')","tensor(-2.3548, device='cuda:0')","tensor(-0.9534, device='cuda:0')"
"tensor(3.6444, device='cuda:0')","tensor(-3.4687, device='cuda:0')","tensor(-0.4685, device='cuda:0')"
"tensor(3.7148, device='cuda:0')","tensor(-3.3885, device='cuda:0')","tensor(-0.5723, device='cuda:0')"
"tensor(2.7157, device='cuda:0')","tensor(-3.0657, device='cuda:0')","tensor(0.3228, device='cuda:0')"
"tensor(2.5567, device='cuda:0')","tensor(-2.0639, device='cuda:0')","tensor(-0.7773, device='cuda:0')"
"tensor(1.4798, device='cuda:0')","tensor(-1.8957, device='cuda:0')","tensor(0.4879, device='cuda:0')"
"tensor(4.0861, device='cuda:0')","tensor(-3.4193, device='cuda:0')","tensor(-1.1785, device='cuda:0')"
"tensor(3.9596, device='cuda:0')","tensor(-3.6308, device='cuda:0')","tensor(-0.6963, device='cuda:0')"
"tensor(3.3206, device='cuda:0')","tensor(-3.2867, device='cuda:0')","tensor(-0.2816, device='cuda:0')"
"tensor(2.5071, device='cuda:0')","tensor(-2.2774, device='cuda:0')","tensor(-0.3542, device='cuda:0')"
"tensor(2.9020, device='cuda:0')","tensor(-2.7770, device='cuda:0')","tensor(-0.2344, device='cuda:0')"
"tensor(3.8395, device='cuda:0')","tensor(-3.5226, device='cuda:0')","tensor(-0.6095, device='cuda:0')"
"tensor(3.6947, device='cuda:0')","tensor(-3.2808, device='cuda:0')","tensor(-0.8085, device='cuda:0')"
"tensor(2.9375, device='cuda:0')","tensor(-2.5536, device='cuda:0')","tensor(-0.6011, device='cuda:0')"
"tensor(3.8223, device='cuda:0')","tensor(-3.3975, device='cuda:0')","tensor(-0.8380, device='cuda:0')"
"tensor(2.7998, device='cuda:0')","tensor(-2.8537, device='cuda:0')","tensor(-0.0263, device='cuda:0')"
"tensor(3.9124, device='cuda:0')","tensor(-3.1722, device='cuda:0')","tensor(-1.2975, device='cuda:0')"
"tensor(2.2798, device='cuda:0')","tensor(-2.3045, device='cuda:0')","tensor(-0.0016, device='cuda:0')"
"tensor(4.1745, device='cuda:0')","tensor(-3.7432, device='cuda:0')","tensor(-0.9652, device='cuda:0')"
"tensor(3.6480, device='cuda:0')","tensor(-3.6607, device='cuda:0')","tensor(-0.1301, device='cuda:0')"
"tensor(3.5332, device='cuda:0')","tensor(-3.6453, device='cuda:0')","tensor(0.0068, device='cuda:0')"
"tensor(4.8109, device='cuda:0')","tensor(-4.2157, device='cuda:0')","tensor(-1.1750, device='cuda:0')"
"tensor(4.3513, device='cuda:0')","tensor(-3.8623, device='cuda:0')","tensor(-0.9418, device='cuda:0')"
"tensor(3.2154, device='cuda:0')","tensor(-3.3418, device='cuda:0')","tensor(-0.0945, device='cuda:0')"
"tensor(0.3099, device='cuda:0')","tensor(-2.7261, device='cuda:0')","tensor(3.0677, device='cuda:0')"
"tensor(4.6991, device='cuda:0')","tensor(-4.1045, device='cuda:0')","tensor(-1.0522, device='cuda:0')"
"tensor(3.4344, device='cuda:0')","tensor(-3.4692, device='cuda:0')","tensor(-0.1384, device='cuda:0')"
"tensor(2.7232, device='cuda:0')","tensor(-2.4504, device='cuda:0')","tensor(-0.5095, device='cuda:0')"
"tensor(2.2938, device='cuda:0')","tensor(-3.1930, device='cuda:0')","tensor(1.0921, device='cuda:0')"
