tensor(1.6471, device='cuda:0'),tensor(1.8323, device='cuda:0'),tensor(-1.2495, device='cuda:0'),tensor(-1.0122, device='cuda:0')
tensor(5.2025, device='cuda:0'),tensor(1.0985, device='cuda:0'),tensor(-2.3678, device='cuda:0'),tensor(-1.8387, device='cuda:0')
tensor(0.4583, device='cuda:0'),tensor(-0.5714, device='cuda:0'),tensor(-0.3571, device='cuda:0'),tensor(0.4339, device='cuda:0')
tensor(0.6016, device='cuda:0'),tensor(2.3963, device='cuda:0'),tensor(-0.8383, device='cuda:0'),tensor(-1.1573, device='cuda:0')
tensor(-2.0430, device='cuda:0'),tensor(-0.8086, device='cuda:0'),tensor(-0.5802, device='cuda:0'),tensor(3.3925, device='cuda:0')
tensor(-0.2852, device='cuda:0'),tensor(-0.4378, device='cuda:0'),tensor(0.1943, device='cuda:0'),tensor(0.5843, device='cuda:0')
tensor(-1.3430, device='cuda:0'),tensor(-0.3719, device='cuda:0'),tensor(-0.7492, device='cuda:0'),tensor(2.5993, device='cuda:0')
tensor(-1.0075, device='cuda:0'),tensor(-0.8996, device='cuda:0'),tensor(1.4003, device='cuda:0'),tensor(0.7031, device='cuda:0')
tensor(-0.5241, device='cuda:0'),tensor(-0.3845, device='cuda:0'),tensor(1.2748, device='cuda:0'),tensor(-0.3801, device='cuda:0')
tensor(-2.4261, device='cuda:0'),tensor(2.1474, device='cuda:0'),tensor(0.2493, device='cuda:0'),tensor(0.5336, device='cuda:0')
tensor(-0.3655, device='cuda:0'),tensor(0.1940, device='cuda:0'),tensor(1.1581, device='cuda:0'),tensor(-0.8608, device='cuda:0')
tensor(-0.0982, device='cuda:0'),tensor(-0.5122, device='cuda:0'),tensor(0.0435, device='cuda:0'),tensor(0.6080, device='cuda:0')
tensor(3.7238, device='cuda:0'),tensor(0.3815, device='cuda:0'),tensor(-1.9136, device='cuda:0'),tensor(-0.8475, device='cuda:0')
tensor(-1.5151, device='cuda:0'),tensor(-0.4211, device='cuda:0'),tensor(-0.2281, device='cuda:0'),tensor(2.1446, device='cuda:0')
tensor(-2.3844, device='cuda:0'),tensor(-1.7512, device='cuda:0'),tensor(-1.1108, device='cuda:0'),tensor(4.9219, device='cuda:0')
tensor(1.6338, device='cuda:0'),tensor(-0.8288, device='cuda:0'),tensor(-0.3804, device='cuda:0'),tensor(-0.1021, device='cuda:0')
tensor(2.7039, device='cuda:0'),tensor(2.4492, device='cuda:0'),tensor(-2.0302, device='cuda:0'),tensor(-1.5697, device='cuda:0')
tensor(-2.6836, device='cuda:0'),tensor(1.4697, device='cuda:0'),tensor(-0.2563, device='cuda:0'),tensor(1.8580, device='cuda:0')
tensor(-1.0726, device='cuda:0'),tensor(-0.3944, device='cuda:0'),tensor(1.4868, device='cuda:0'),tensor(-0.0320, device='cuda:0')
tensor(1.8702, device='cuda:0'),tensor(-0.9537, device='cuda:0'),tensor(-0.5279, device='cuda:0'),tensor(0.1391, device='cuda:0')
tensor(1.1686, device='cuda:0'),tensor(-0.0857, device='cuda:0'),tensor(-1.5038, device='cuda:0'),tensor(1.4055, device='cuda:0')
tensor(1.5909, device='cuda:0'),tensor(-1.0531, device='cuda:0'),tensor(-0.7510, device='cuda:0'),tensor(0.5095, device='cuda:0')
tensor(0.7765, device='cuda:0'),tensor(-0.4224, device='cuda:0'),tensor(1.0120, device='cuda:0'),tensor(-0.9169, device='cuda:0')
tensor(0.1089, device='cuda:0'),tensor(1.7014, device='cuda:0'),tensor(-0.3858, device='cuda:0'),tensor(-0.8625, device='cuda:0')
tensor(-2.1286, device='cuda:0'),tensor(3.1034, device='cuda:0'),tensor(0.9505, device='cuda:0'),tensor(-1.2221, device='cuda:0')
tensor(-1.4786, device='cuda:0'),tensor(-0.2464, device='cuda:0'),tensor(1.3712, device='cuda:0'),tensor(0.2091, device='cuda:0')
tensor(3.7181, device='cuda:0'),tensor(-0.5086, device='cuda:0'),tensor(-1.3742, device='cuda:0'),tensor(-0.7055, device='cuda:0')
tensor(0.0430, device='cuda:0'),tensor(0.2566, device='cuda:0'),tensor(-0.6087, device='cuda:0'),tensor(0.5999, device='cuda:0')
tensor(-2.8321, device='cuda:0'),tensor(0.0217, device='cuda:0'),tensor(5.5201, device='cuda:0'),tensor(-2.6413, device='cuda:0')
tensor(-0.3520, device='cuda:0'),tensor(-0.1293, device='cuda:0'),tensor(0.5269, device='cuda:0'),tensor(0.0163, device='cuda:0')
tensor(0.8437, device='cuda:0'),tensor(3.8623, device='cuda:0'),tensor(-1.8028, device='cuda:0'),tensor(-1.4776, device='cuda:0')
tensor(-1.1914, device='cuda:0'),tensor(-1.2005, device='cuda:0'),tensor(-0.1730, device='cuda:0'),tensor(2.3769, device='cuda:0')
tensor(-0.4287, device='cuda:0'),tensor(0.2137, device='cuda:0'),tensor(-0.1119, device='cuda:0'),tensor(0.7918, device='cuda:0')
tensor(4.1988, device='cuda:0'),tensor(-1.3906, device='cuda:0'),tensor(-0.7223, device='cuda:0'),tensor(-1.2632, device='cuda:0')
tensor(-0.2378, device='cuda:0'),tensor(-0.8940, device='cuda:0'),tensor(0.4101, device='cuda:0'),tensor(0.7084, device='cuda:0')
tensor(0.2124, device='cuda:0'),tensor(0.2580, device='cuda:0'),tensor(-0.1966, device='cuda:0'),tensor(0.3192, device='cuda:0')
tensor(-1.2338, device='cuda:0'),tensor(-0.5640, device='cuda:0'),tensor(2.8044, device='cuda:0'),tensor(-1.3632, device='cuda:0')
tensor(-0.4324, device='cuda:0'),tensor(-0.1975, device='cuda:0'),tensor(2.8176, device='cuda:0'),tensor(-2.0069, device='cuda:0')
tensor(-2.2565, device='cuda:0'),tensor(1.5017, device='cuda:0'),tensor(-0.4528, device='cuda:0'),tensor(1.7039, device='cuda:0')
tensor(0.9883, device='cuda:0'),tensor(1.8763, device='cuda:0'),tensor(0.4607, device='cuda:0'),tensor(-2.2564, device='cuda:0')
tensor(0.0863, device='cuda:0'),tensor(0.8788, device='cuda:0'),tensor(-1.0483, device='cuda:0'),tensor(1.0028, device='cuda:0')
tensor(-0.9704, device='cuda:0'),tensor(0.2021, device='cuda:0'),tensor(3.3200, device='cuda:0'),tensor(-2.3681, device='cuda:0')
tensor(-1.7908, device='cuda:0'),tensor(-1.2148, device='cuda:0'),tensor(-0.3661, device='cuda:0'),tensor(3.1612, device='cuda:0')
tensor(-2.6190, device='cuda:0'),tensor(-0.3052, device='cuda:0'),tensor(-0.2012, device='cuda:0'),tensor(3.1391, device='cuda:0')
tensor(0.7937, device='cuda:0'),tensor(2.2902, device='cuda:0'),tensor(-0.2191, device='cuda:0'),tensor(-2.1567, device='cuda:0')
tensor(-1.4385, device='cuda:0'),tensor(0.2629, device='cuda:0'),tensor(3.8636, device='cuda:0'),tensor(-2.2858, device='cuda:0')
tensor(-1.3209, device='cuda:0'),tensor(-1.2010, device='cuda:0'),tensor(2.3586, device='cuda:0'),tensor(0.0793, device='cuda:0')
tensor(-0.2535, device='cuda:0'),tensor(0.1983, device='cuda:0'),tensor(0.3210, device='cuda:0'),tensor(-0.0011, device='cuda:0')
tensor(1.8236, device='cuda:0'),tensor(0.0333, device='cuda:0'),tensor(-0.4524, device='cuda:0'),tensor(-1.1231, device='cuda:0')
tensor(-1.1693, device='cuda:0'),tensor(-1.0904, device='cuda:0'),tensor(-1.2752, device='cuda:0'),tensor(3.4889, device='cuda:0')
tensor(-0.5831, device='cuda:0'),tensor(-0.0677, device='cuda:0'),tensor(1.8255, device='cuda:0'),tensor(-1.5236, device='cuda:0')
tensor(-1.9745, device='cuda:0'),tensor(2.1925, device='cuda:0'),tensor(0.5888, device='cuda:0'),tensor(0.0358, device='cuda:0')
tensor(4.2025, device='cuda:0'),tensor(-0.4300, device='cuda:0'),tensor(-1.3776, device='cuda:0'),tensor(-1.1544, device='cuda:0')
tensor(2.3269, device='cuda:0'),tensor(0.7519, device='cuda:0'),tensor(-0.7430, device='cuda:0'),tensor(-1.2199, device='cuda:0')
tensor(0.1673, device='cuda:0'),tensor(-1.2636, device='cuda:0'),tensor(0.2509, device='cuda:0'),tensor(1.1683, device='cuda:0')
tensor(0.9242, device='cuda:0'),tensor(-0.6993, device='cuda:0'),tensor(0.2286, device='cuda:0'),tensor(-0.0781, device='cuda:0')
tensor(0.1007, device='cuda:0'),tensor(1.3339, device='cuda:0'),tensor(0.0670, device='cuda:0'),tensor(-0.9848, device='cuda:0')
tensor(-2.1397, device='cuda:0'),tensor(0.4119, device='cuda:0'),tensor(0.3173, device='cuda:0'),tensor(1.5136, device='cuda:0')
tensor(4.3268, device='cuda:0'),tensor(1.9446, device='cuda:0'),tensor(-2.4800, device='cuda:0'),tensor(-1.7693, device='cuda:0')
tensor(2.0923, device='cuda:0'),tensor(1.3828, device='cuda:0'),tensor(-1.3706, device='cuda:0'),tensor(-0.9754, device='cuda:0')
tensor(-0.4149, device='cuda:0'),tensor(-0.3538, device='cuda:0'),tensor(-0.3227, device='cuda:0'),tensor(1.2227, device='cuda:0')
tensor(-2.0105, device='cuda:0'),tensor(1.4250, device='cuda:0'),tensor(0.6876, device='cuda:0'),tensor(0.3353, device='cuda:0')
tensor(-2.7272, device='cuda:0'),tensor(2.7925, device='cuda:0'),tensor(0.4400, device='cuda:0'),tensor(0.1982, device='cuda:0')
tensor(-0.3523, device='cuda:0'),tensor(-0.7990, device='cuda:0'),tensor(1.2929, device='cuda:0'),tensor(-0.0564, device='cuda:0')
tensor(-1.5069, device='cuda:0'),tensor(-0.7026, device='cuda:0'),tensor(-0.2019, device='cuda:0'),tensor(2.4755, device='cuda:0')
tensor(3.7936, device='cuda:0'),tensor(0.4084, device='cuda:0'),tensor(-1.9742, device='cuda:0'),tensor(-0.8670, device='cuda:0')
tensor(3.9294, device='cuda:0'),tensor(0.3376, device='cuda:0'),tensor(-1.7301, device='cuda:0'),tensor(-1.1357, device='cuda:0')
tensor(-2.3112, device='cuda:0'),tensor(0.9442, device='cuda:0'),tensor(3.7276, device='cuda:0'),tensor(-2.1173, device='cuda:0')
tensor(-0.2268, device='cuda:0'),tensor(2.2224, device='cuda:0'),tensor(-0.0258, device='cuda:0'),tensor(-1.0038, device='cuda:0')
tensor(-0.4544, device='cuda:0'),tensor(-0.0202, device='cuda:0'),tensor(0.3537, device='cuda:0'),tensor(0.0486, device='cuda:0')
tensor(0.8805, device='cuda:0'),tensor(-1.0796, device='cuda:0'),tensor(1.6582, device='cuda:0'),tensor(-1.2865, device='cuda:0')
tensor(-1.0851, device='cuda:0'),tensor(0.1702, device='cuda:0'),tensor(0.4900, device='cuda:0'),tensor(0.3386, device='cuda:0')
tensor(0.4996, device='cuda:0'),tensor(-0.8504, device='cuda:0'),tensor(-0.1167, device='cuda:0'),tensor(0.7518, device='cuda:0')
tensor(-3.0604, device='cuda:0'),tensor(-0.3311, device='cuda:0'),tensor(-1.0708, device='cuda:0'),tensor(4.4484, device='cuda:0')
tensor(0.2266, device='cuda:0'),tensor(-0.0835, device='cuda:0'),tensor(0.2506, device='cuda:0'),tensor(0.0735, device='cuda:0')
tensor(-0.9392, device='cuda:0'),tensor(-0.5588, device='cuda:0'),tensor(1.8667, device='cuda:0'),tensor(-0.3617, device='cuda:0')
tensor(-1.1004, device='cuda:0'),tensor(-0.1724, device='cuda:0'),tensor(2.7888, device='cuda:0'),tensor(-1.9733, device='cuda:0')
tensor(4.0821, device='cuda:0'),tensor(-0.1736, device='cuda:0'),tensor(-2.0928, device='cuda:0'),tensor(-0.5217, device='cuda:0')
tensor(-0.3436, device='cuda:0'),tensor(1.9628, device='cuda:0'),tensor(0.5918, device='cuda:0'),tensor(-1.7286, device='cuda:0')
tensor(-0.3319, device='cuda:0'),tensor(-0.3690, device='cuda:0'),tensor(0.1004, device='cuda:0'),tensor(0.6541, device='cuda:0')
tensor(1.2039, device='cuda:0'),tensor(-0.9584, device='cuda:0'),tensor(-0.7881, device='cuda:0'),tensor(0.8106, device='cuda:0')
tensor(-2.0439, device='cuda:0'),tensor(0.0612, device='cuda:0'),tensor(3.1129, device='cuda:0'),tensor(-0.7349, device='cuda:0')
tensor(-1.0147, device='cuda:0'),tensor(-0.2244, device='cuda:0'),tensor(2.6684, device='cuda:0'),tensor(-1.3939, device='cuda:0')
tensor(-2.6913, device='cuda:0'),tensor(2.0120, device='cuda:0'),tensor(1.4273, device='cuda:0'),tensor(-0.2552, device='cuda:0')
tensor(2.8599, device='cuda:0'),tensor(1.8134, device='cuda:0'),tensor(-1.9724, device='cuda:0'),tensor(-1.2838, device='cuda:0')
tensor(3.6368, device='cuda:0'),tensor(-0.0543, device='cuda:0'),tensor(-1.5638, device='cuda:0'),tensor(-0.8901, device='cuda:0')
tensor(0.5109, device='cuda:0'),tensor(-0.0205, device='cuda:0'),tensor(0.0359, device='cuda:0'),tensor(-0.2465, device='cuda:0')
tensor(1.4852, device='cuda:0'),tensor(2.4668, device='cuda:0'),tensor(-1.3307, device='cuda:0'),tensor(-1.3861, device='cuda:0')
tensor(-3.1834, device='cuda:0'),tensor(0.5161, device='cuda:0'),tensor(-0.0882, device='cuda:0'),tensor(3.0825, device='cuda:0')
tensor(-0.4097, device='cuda:0'),tensor(-0.0210, device='cuda:0'),tensor(0.1429, device='cuda:0'),tensor(0.1496, device='cuda:0')
tensor(0.1463, device='cuda:0'),tensor(-0.0232, device='cuda:0'),tensor(0.0729, device='cuda:0'),tensor(-0.0294, device='cuda:0')
tensor(0.9282, device='cuda:0'),tensor(4.1605, device='cuda:0'),tensor(-0.4801, device='cuda:0'),tensor(-2.9906, device='cuda:0')
tensor(-2.0765, device='cuda:0'),tensor(0.1660, device='cuda:0'),tensor(1.0533, device='cuda:0'),tensor(0.9792, device='cuda:0')
tensor(-1.0053, device='cuda:0'),tensor(-0.5495, device='cuda:0'),tensor(1.1336, device='cuda:0'),tensor(0.4840, device='cuda:0')
tensor(-2.3895, device='cuda:0'),tensor(1.6926, device='cuda:0'),tensor(1.0533, device='cuda:0'),tensor(-0.4254, device='cuda:0')
tensor(-0.7155, device='cuda:0'),tensor(-0.1782, device='cuda:0'),tensor(1.8073, device='cuda:0'),tensor(-0.9062, device='cuda:0')
tensor(-1.3460, device='cuda:0'),tensor(-0.6808, device='cuda:0'),tensor(-0.8967, device='cuda:0'),tensor(3.0728, device='cuda:0')
tensor(-0.2079, device='cuda:0'),tensor(-0.5361, device='cuda:0'),tensor(-0.4309, device='cuda:0'),tensor(1.2771, device='cuda:0')
tensor(-1.3443, device='cuda:0'),tensor(0.2701, device='cuda:0'),tensor(3.3683, device='cuda:0'),tensor(-2.2597, device='cuda:0')
tensor(-4.0310, device='cuda:0'),tensor(1.2061, device='cuda:0'),tensor(-0.0244, device='cuda:0'),tensor(3.1027, device='cuda:0')
tensor(0.4173, device='cuda:0'),tensor(0.7782, device='cuda:0'),tensor(-0.0880, device='cuda:0'),tensor(-0.5971, device='cuda:0')
tensor(2.9585, device='cuda:0'),tensor(0.6456, device='cuda:0'),tensor(-0.1269, device='cuda:0'),tensor(-2.3198, device='cuda:0')
tensor(-0.0613, device='cuda:0'),tensor(1.2206, device='cuda:0'),tensor(0.0981, device='cuda:0'),tensor(-0.9602, device='cuda:0')
tensor(-0.8715, device='cuda:0'),tensor(2.6196, device='cuda:0'),tensor(0.7907, device='cuda:0'),tensor(-2.1421, device='cuda:0')
tensor(0.4130, device='cuda:0'),tensor(-0.9271, device='cuda:0'),tensor(-1.6053, device='cuda:0'),tensor(2.3758, device='cuda:0')
tensor(-1.0089, device='cuda:0'),tensor(0.8133, device='cuda:0'),tensor(1.4576, device='cuda:0'),tensor(-1.2094, device='cuda:0')
tensor(-3.0353, device='cuda:0'),tensor(0.0958, device='cuda:0'),tensor(-2.0691, device='cuda:0'),tensor(5.1512, device='cuda:0')
tensor(-1.2324, device='cuda:0'),tensor(2.9088, device='cuda:0'),tensor(0.5308, device='cuda:0'),tensor(-1.6265, device='cuda:0')
tensor(-2.5693, device='cuda:0'),tensor(0.3667, device='cuda:0'),tensor(2.7631, device='cuda:0'),tensor(-0.7556, device='cuda:0')
tensor(3.4642, device='cuda:0'),tensor(-0.5128, device='cuda:0'),tensor(-0.9778, device='cuda:0'),tensor(-0.9709, device='cuda:0')
tensor(-1.0724, device='cuda:0'),tensor(-0.0257, device='cuda:0'),tensor(0.7351, device='cuda:0'),tensor(0.4446, device='cuda:0')
tensor(0.4805, device='cuda:0'),tensor(0.2557, device='cuda:0'),tensor(-0.2584, device='cuda:0'),tensor(-0.5951, device='cuda:0')
tensor(-2.8460, device='cuda:0'),tensor(3.3759, device='cuda:0'),tensor(2.1818, device='cuda:0'),tensor(-2.4779, device='cuda:0')
tensor(-1.2914, device='cuda:0'),tensor(0.1745, device='cuda:0'),tensor(1.5401, device='cuda:0'),tensor(-0.4917, device='cuda:0')
tensor(-1.4724, device='cuda:0'),tensor(0.1478, device='cuda:0'),tensor(0.1447, device='cuda:0'),tensor(1.1693, device='cuda:0')
tensor(-3.8646, device='cuda:0'),tensor(2.1777, device='cuda:0'),tensor(2.9434, device='cuda:0'),tensor(-1.0852, device='cuda:0')
tensor(2.6925, device='cuda:0'),tensor(2.5089, device='cuda:0'),tensor(-2.0178, device='cuda:0'),tensor(-1.6025, device='cuda:0')
tensor(-1.3716, device='cuda:0'),tensor(-0.8163, device='cuda:0'),tensor(3.7441, device='cuda:0'),tensor(-1.5194, device='cuda:0')
tensor(-0.7954, device='cuda:0'),tensor(-0.5484, device='cuda:0'),tensor(1.3800, device='cuda:0'),tensor(0.0193, device='cuda:0')
tensor(2.4346, device='cuda:0'),tensor(2.6433, device='cuda:0'),tensor(-1.8818, device='cuda:0'),tensor(-1.5930, device='cuda:0')
tensor(2.1244, device='cuda:0'),tensor(0.1136, device='cuda:0'),tensor(-1.7111, device='cuda:0'),tensor(0.4842, device='cuda:0')
tensor(-0.9517, device='cuda:0'),tensor(0.2537, device='cuda:0'),tensor(0.7610, device='cuda:0'),tensor(0.3377, device='cuda:0')
tensor(-0.9104, device='cuda:0'),tensor(-1.1841, device='cuda:0'),tensor(-0.9363, device='cuda:0'),tensor(3.0309, device='cuda:0')
tensor(0.2604, device='cuda:0'),tensor(3.0345, device='cuda:0'),tensor(-0.5189, device='cuda:0'),tensor(-1.7125, device='cuda:0')
tensor(0.4130, device='cuda:0'),tensor(-0.9271, device='cuda:0'),tensor(-1.6053, device='cuda:0'),tensor(2.3758, device='cuda:0')
tensor(-1.4059, device='cuda:0'),tensor(-0.9262, device='cuda:0'),tensor(2.6429, device='cuda:0'),tensor(-0.2783, device='cuda:0')
tensor(1.8083, device='cuda:0'),tensor(-0.6147, device='cuda:0'),tensor(0.0279, device='cuda:0'),tensor(-0.8265, device='cuda:0')
tensor(-0.1322, device='cuda:0'),tensor(1.3346, device='cuda:0'),tensor(-0.3686, device='cuda:0'),tensor(-0.7524, device='cuda:0')
tensor(2.8246, device='cuda:0'),tensor(-1.3946, device='cuda:0'),tensor(-0.8708, device='cuda:0'),tensor(-0.4902, device='cuda:0')
tensor(2.4758, device='cuda:0'),tensor(-0.9688, device='cuda:0'),tensor(-0.8777, device='cuda:0'),tensor(0.1484, device='cuda:0')
tensor(-3.3467, device='cuda:0'),tensor(0.2256, device='cuda:0'),tensor(3.2920, device='cuda:0'),tensor(-0.4242, device='cuda:0')
tensor(-0.4522, device='cuda:0'),tensor(0.1638, device='cuda:0'),tensor(1.7560, device='cuda:0'),tensor(-1.4187, device='cuda:0')
tensor(0.1500, device='cuda:0'),tensor(-0.4957, device='cuda:0'),tensor(0.1496, device='cuda:0'),tensor(0.0241, device='cuda:0')
tensor(-1.6875, device='cuda:0'),tensor(-0.7838, device='cuda:0'),tensor(-0.7215, device='cuda:0'),tensor(3.1966, device='cuda:0')
tensor(-3.4082, device='cuda:0'),tensor(3.5935, device='cuda:0'),tensor(1.3150, device='cuda:0'),tensor(-1.1497, device='cuda:0')
tensor(-0.5341, device='cuda:0'),tensor(1.7995, device='cuda:0'),tensor(0.1918, device='cuda:0'),tensor(-1.2130, device='cuda:0')
tensor(-0.8085, device='cuda:0'),tensor(-0.9294, device='cuda:0'),tensor(-0.4794, device='cuda:0'),tensor(2.1411, device='cuda:0')
tensor(-0.9894, device='cuda:0'),tensor(1.8216, device='cuda:0'),tensor(0.8106, device='cuda:0'),tensor(-0.7997, device='cuda:0')
tensor(-1.0546, device='cuda:0'),tensor(-0.8096, device='cuda:0'),tensor(-0.4214, device='cuda:0'),tensor(2.2406, device='cuda:0')
tensor(-0.6953, device='cuda:0'),tensor(-0.1536, device='cuda:0'),tensor(2.1946, device='cuda:0'),tensor(-1.6979, device='cuda:0')
tensor(0.3758, device='cuda:0'),tensor(-0.1006, device='cuda:0'),tensor(0.4140, device='cuda:0'),tensor(-0.4987, device='cuda:0')
tensor(-1.2178, device='cuda:0'),tensor(-0.0813, device='cuda:0'),tensor(-0.0948, device='cuda:0'),tensor(1.6201, device='cuda:0')
tensor(-1.8577, device='cuda:0'),tensor(-0.1213, device='cuda:0'),tensor(2.9929, device='cuda:0'),tensor(-1.0597, device='cuda:0')
tensor(-0.7871, device='cuda:0'),tensor(-0.9775, device='cuda:0'),tensor(-2.0481, device='cuda:0'),tensor(3.8644, device='cuda:0')
tensor(-1.4526, device='cuda:0'),tensor(2.6948, device='cuda:0'),tensor(0.4630, device='cuda:0'),tensor(-1.3695, device='cuda:0')
tensor(-1.2229, device='cuda:0'),tensor(1.8987, device='cuda:0'),tensor(0.2309, device='cuda:0'),tensor(-0.6508, device='cuda:0')
tensor(-3.3012, device='cuda:0'),tensor(0.0792, device='cuda:0'),tensor(0.4643, device='cuda:0'),tensor(2.3339, device='cuda:0')
tensor(0.9582, device='cuda:0'),tensor(2.4822, device='cuda:0'),tensor(-1.1552, device='cuda:0'),tensor(-1.6598, device='cuda:0')
tensor(0.2706, device='cuda:0'),tensor(1.5085, device='cuda:0'),tensor(-0.0567, device='cuda:0'),tensor(-1.4090, device='cuda:0')
tensor(-2.4416, device='cuda:0'),tensor(-0.3226, device='cuda:0'),tensor(0.3107, device='cuda:0'),tensor(2.2926, device='cuda:0')
tensor(-0.1193, device='cuda:0'),tensor(-0.4316, device='cuda:0'),tensor(-0.3722, device='cuda:0'),tensor(0.8248, device='cuda:0')
tensor(0.8421, device='cuda:0'),tensor(-0.1950, device='cuda:0'),tensor(0.8826, device='cuda:0'),tensor(-1.1999, device='cuda:0')
tensor(-0.1502, device='cuda:0'),tensor(-0.0527, device='cuda:0'),tensor(1.2522, device='cuda:0'),tensor(-1.1942, device='cuda:0')
tensor(-1.5299, device='cuda:0'),tensor(0.3024, device='cuda:0'),tensor(-0.3398, device='cuda:0'),tensor(1.9234, device='cuda:0')
tensor(1.4481, device='cuda:0'),tensor(-0.8989, device='cuda:0'),tensor(0.0513, device='cuda:0'),tensor(-0.4235, device='cuda:0')
tensor(-0.1817, device='cuda:0'),tensor(-0.5581, device='cuda:0'),tensor(-0.0288, device='cuda:0'),tensor(0.8020, device='cuda:0')
tensor(3.3017, device='cuda:0'),tensor(1.0164, device='cuda:0'),tensor(-1.9778, device='cuda:0'),tensor(-1.0203, device='cuda:0')
tensor(-0.0525, device='cuda:0'),tensor(-0.9666, device='cuda:0'),tensor(0.1023, device='cuda:0'),tensor(1.0069, device='cuda:0')
tensor(1.9572, device='cuda:0'),tensor(0.5631, device='cuda:0'),tensor(-0.7828, device='cuda:0'),tensor(-0.9660, device='cuda:0')
tensor(2.9409, device='cuda:0'),tensor(-0.6256, device='cuda:0'),tensor(0.0293, device='cuda:0'),tensor(-1.4090, device='cuda:0')
tensor(-0.5607, device='cuda:0'),tensor(-0.9827, device='cuda:0'),tensor(-0.2855, device='cuda:0'),tensor(1.6064, device='cuda:0')
tensor(-0.4775, device='cuda:0'),tensor(0.0937, device='cuda:0'),tensor(1.7530, device='cuda:0'),tensor(-1.1989, device='cuda:0')
tensor(0.8775, device='cuda:0'),tensor(-0.4646, device='cuda:0'),tensor(-0.2433, device='cuda:0'),tensor(-0.0840, device='cuda:0')
tensor(1.5374, device='cuda:0'),tensor(2.1577, device='cuda:0'),tensor(-1.2493, device='cuda:0'),tensor(-1.1939, device='cuda:0')
tensor(-1.8823, device='cuda:0'),tensor(3.3215, device='cuda:0'),tensor(-0.0708, device='cuda:0'),tensor(-0.6829, device='cuda:0')
tensor(-0.6171, device='cuda:0'),tensor(4.9788, device='cuda:0'),tensor(-0.4079, device='cuda:0'),tensor(-2.4448, device='cuda:0')
tensor(-0.2612, device='cuda:0'),tensor(-0.5208, device='cuda:0'),tensor(-1.3954, device='cuda:0'),tensor(2.7904, device='cuda:0')
tensor(-1.0276, device='cuda:0'),tensor(0.6714, device='cuda:0'),tensor(1.7513, device='cuda:0'),tensor(-1.1065, device='cuda:0')
tensor(-0.1692, device='cuda:0'),tensor(2.8580, device='cuda:0'),tensor(-0.5252, device='cuda:0'),tensor(-1.4694, device='cuda:0')
tensor(2.8984, device='cuda:0'),tensor(-0.3343, device='cuda:0'),tensor(-0.8042, device='cuda:0'),tensor(-1.0756, device='cuda:0')
tensor(5.3875, device='cuda:0'),tensor(-0.2675, device='cuda:0'),tensor(-2.0404, device='cuda:0'),tensor(-1.6814, device='cuda:0')
tensor(-0.5593, device='cuda:0'),tensor(-0.9567, device='cuda:0'),tensor(-0.4290, device='cuda:0'),tensor(2.2384, device='cuda:0')
tensor(-1.1328, device='cuda:0'),tensor(0.0311, device='cuda:0'),tensor(0.3690, device='cuda:0'),tensor(0.6858, device='cuda:0')
tensor(4.2930, device='cuda:0'),tensor(-0.2768, device='cuda:0'),tensor(-1.8348, device='cuda:0'),tensor(-0.8802, device='cuda:0')
tensor(-1.3275, device='cuda:0'),tensor(-0.1025, device='cuda:0'),tensor(2.2617, device='cuda:0'),tensor(-0.7609, device='cuda:0')
tensor(0.3279, device='cuda:0'),tensor(-0.2596, device='cuda:0'),tensor(0.4317, device='cuda:0'),tensor(-0.4565, device='cuda:0')
tensor(-1.9313, device='cuda:0'),tensor(-0.1734, device='cuda:0'),tensor(3.2835, device='cuda:0'),tensor(-1.1236, device='cuda:0')
tensor(-0.6400, device='cuda:0'),tensor(0.1157, device='cuda:0'),tensor(2.0277, device='cuda:0'),tensor(-1.4299, device='cuda:0')
tensor(-3.1327, device='cuda:0'),tensor(2.4971, device='cuda:0'),tensor(1.4553, device='cuda:0'),tensor(-1.0104, device='cuda:0')
tensor(1.7028, device='cuda:0'),tensor(1.9660, device='cuda:0'),tensor(-1.1916, device='cuda:0'),tensor(-1.1832, device='cuda:0')
tensor(-1.1771, device='cuda:0'),tensor(1.7156, device='cuda:0'),tensor(1.5671, device='cuda:0'),tensor(-1.4440, device='cuda:0')
tensor(-0.0482, device='cuda:0'),tensor(0.3031, device='cuda:0'),tensor(0.1794, device='cuda:0'),tensor(-0.1472, device='cuda:0')
tensor(-1.1277, device='cuda:0'),tensor(-0.2184, device='cuda:0'),tensor(-1.8521, device='cuda:0'),tensor(2.8732, device='cuda:0')
tensor(1.0047, device='cuda:0'),tensor(1.7450, device='cuda:0'),tensor(-0.0596, device='cuda:0'),tensor(-1.5318, device='cuda:0')
tensor(-0.8273, device='cuda:0'),tensor(-0.9093, device='cuda:0'),tensor(-0.8349, device='cuda:0'),tensor(2.3197, device='cuda:0')
tensor(0.2133, device='cuda:0'),tensor(-0.2587, device='cuda:0'),tensor(0.5666, device='cuda:0'),tensor(-0.3600, device='cuda:0')
tensor(3.1838, device='cuda:0'),tensor(-0.7300, device='cuda:0'),tensor(-1.2231, device='cuda:0'),tensor(-0.3740, device='cuda:0')
tensor(-1.0634, device='cuda:0'),tensor(-0.2324, device='cuda:0'),tensor(0.7777, device='cuda:0'),tensor(0.4155, device='cuda:0')
