tensor(4.7280, device='cuda:0'),tensor(0.4028, device='cuda:0'),tensor(-3.5686, device='cuda:0'),tensor(-2.2360, device='cuda:0')
tensor(-1.3724, device='cuda:0'),tensor(-2.0611, device='cuda:0'),tensor(4.3277, device='cuda:0'),tensor(-1.4525, device='cuda:0')
tensor(5.4431, device='cuda:0'),tensor(-1.2236, device='cuda:0'),tensor(-3.0273, device='cuda:0'),tensor(-1.8273, device='cuda:0')
tensor(-1.4610, device='cuda:0'),tensor(-1.9333, device='cuda:0'),tensor(4.1563, device='cuda:0'),tensor(-1.3193, device='cuda:0')
tensor(-0.8545, device='cuda:0'),tensor(-2.5125, device='cuda:0'),tensor(-1.9826, device='cuda:0'),tensor(4.6481, device='cuda:0')
tensor(2.4211, device='cuda:0'),tensor(0.7769, device='cuda:0'),tensor(-1.4749, device='cuda:0'),tensor(-2.4310, device='cuda:0')
tensor(1.9982, device='cuda:0'),tensor(-0.3367, device='cuda:0'),tensor(-2.1535, device='cuda:0'),tensor(-0.1434, device='cuda:0')
tensor(1.8260, device='cuda:0'),tensor(0.4018, device='cuda:0'),tensor(-3.2695, device='cuda:0'),tensor(0.5032, device='cuda:0')
tensor(-3.1036, device='cuda:0'),tensor(1.8443, device='cuda:0'),tensor(3.3295, device='cuda:0'),tensor(-2.6279, device='cuda:0')
tensor(3.4729, device='cuda:0'),tensor(0.0412, device='cuda:0'),tensor(-2.7411, device='cuda:0'),tensor(-1.4378, device='cuda:0')
tensor(-0.5087, device='cuda:0'),tensor(-1.7626, device='cuda:0'),tensor(-1.7136, device='cuda:0'),tensor(3.4905, device='cuda:0')
tensor(-1.3841, device='cuda:0'),tensor(-1.7644, device='cuda:0'),tensor(3.6546, device='cuda:0'),tensor(-1.0782, device='cuda:0')
tensor(-0.4335, device='cuda:0'),tensor(-1.2232, device='cuda:0'),tensor(-1.2172, device='cuda:0'),tensor(2.3864, device='cuda:0')
tensor(-0.9187, device='cuda:0'),tensor(-1.6028, device='cuda:0'),tensor(-0.8316, device='cuda:0'),tensor(2.8877, device='cuda:0')
tensor(-1.6084, device='cuda:0'),tensor(1.8126, device='cuda:0'),tensor(-1.4305, device='cuda:0'),tensor(0.7770, device='cuda:0')
tensor(-2.1739, device='cuda:0'),tensor(-1.8815, device='cuda:0'),tensor(4.1219, device='cuda:0'),tensor(-0.6986, device='cuda:0')
tensor(-2.5065, device='cuda:0'),tensor(-2.0475, device='cuda:0'),tensor(4.7210, device='cuda:0'),tensor(-0.7833, device='cuda:0')
tensor(2.2076, device='cuda:0'),tensor(-0.4292, device='cuda:0'),tensor(-2.1873, device='cuda:0'),tensor(-0.1804, device='cuda:0')
tensor(1.0342, device='cuda:0'),tensor(1.4720, device='cuda:0'),tensor(-2.2588, device='cuda:0'),tensor(-0.8660, device='cuda:0')
tensor(5.3296, device='cuda:0'),tensor(-1.5385, device='cuda:0'),tensor(-4.4307, device='cuda:0'),tensor(-0.2988, device='cuda:0')
tensor(5.4297, device='cuda:0'),tensor(-0.9613, device='cuda:0'),tensor(-2.8262, device='cuda:0'),tensor(-2.2357, device='cuda:0')
tensor(-0.7298, device='cuda:0'),tensor(2.9804, device='cuda:0'),tensor(0.0500, device='cuda:0'),tensor(-2.5610, device='cuda:0')
tensor(-0.8258, device='cuda:0'),tensor(-1.6699, device='cuda:0'),tensor(-1.1771, device='cuda:0'),tensor(3.1549, device='cuda:0')
tensor(-2.5327, device='cuda:0'),tensor(-1.7960, device='cuda:0'),tensor(5.0959, device='cuda:0'),tensor(-1.4726, device='cuda:0')
tensor(5.6712, device='cuda:0'),tensor(-0.9226, device='cuda:0'),tensor(-3.5121, device='cuda:0'),tensor(-1.9146, device='cuda:0')
tensor(-1.5449, device='cuda:0'),tensor(-1.9844, device='cuda:0'),tensor(4.2665, device='cuda:0'),tensor(-1.2802, device='cuda:0')
tensor(-0.4712, device='cuda:0'),tensor(0.1020, device='cuda:0'),tensor(-0.2827, device='cuda:0'),tensor(0.0561, device='cuda:0')
tensor(-0.5157, device='cuda:0'),tensor(-1.7993, device='cuda:0'),tensor(-1.1245, device='cuda:0'),tensor(2.9454, device='cuda:0')
tensor(-0.5379, device='cuda:0'),tensor(-2.2585, device='cuda:0'),tensor(-1.4324, device='cuda:0'),tensor(3.6508, device='cuda:0')
tensor(2.3029, device='cuda:0'),tensor(0.9246, device='cuda:0'),tensor(-1.6299, device='cuda:0'),tensor(-2.1045, device='cuda:0')
tensor(4.8498, device='cuda:0'),tensor(0.0939, device='cuda:0'),tensor(-3.4480, device='cuda:0'),tensor(-2.1224, device='cuda:0')
tensor(-2.0056, device='cuda:0'),tensor(-1.3645, device='cuda:0'),tensor(4.2725, device='cuda:0'),tensor(-1.4092, device='cuda:0')
tensor(-0.0946, device='cuda:0'),tensor(1.2534, device='cuda:0'),tensor(-2.3498, device='cuda:0'),tensor(0.5306, device='cuda:0')
tensor(1.8567, device='cuda:0'),tensor(-1.7345, device='cuda:0'),tensor(-2.5946, device='cuda:0'),tensor(1.9267, device='cuda:0')
tensor(-0.5603, device='cuda:0'),tensor(-1.6442, device='cuda:0'),tensor(-1.0999, device='cuda:0'),tensor(2.8256, device='cuda:0')
tensor(-1.7570, device='cuda:0'),tensor(-2.3305, device='cuda:0'),tensor(4.7951, device='cuda:0'),tensor(-1.3280, device='cuda:0')
tensor(-1.8448, device='cuda:0'),tensor(-1.5760, device='cuda:0'),tensor(4.1766, device='cuda:0'),tensor(-1.2830, device='cuda:0')
tensor(-1.7611, device='cuda:0'),tensor(-0.4678, device='cuda:0'),tensor(1.6190, device='cuda:0'),tensor(0.0014, device='cuda:0')
tensor(5.8000, device='cuda:0'),tensor(-0.8034, device='cuda:0'),tensor(-3.3052, device='cuda:0'),tensor(-2.3071, device='cuda:0')
tensor(-1.4619, device='cuda:0'),tensor(-2.0584, device='cuda:0'),tensor(3.9282, device='cuda:0'),tensor(-0.9547, device='cuda:0')
tensor(2.9622, device='cuda:0'),tensor(0.7495, device='cuda:0'),tensor(-2.9920, device='cuda:0'),tensor(-1.3893, device='cuda:0')
tensor(5.2326, device='cuda:0'),tensor(-0.5374, device='cuda:0'),tensor(-3.0414, device='cuda:0'),tensor(-2.2921, device='cuda:0')
tensor(-1.6424, device='cuda:0'),tensor(-0.0873, device='cuda:0'),tensor(0.9077, device='cuda:0'),tensor(0.3381, device='cuda:0')
tensor(-2.8141, device='cuda:0'),tensor(-2.1454, device='cuda:0'),tensor(5.0195, device='cuda:0'),tensor(-0.6887, device='cuda:0')
tensor(5.5404, device='cuda:0'),tensor(-0.3491, device='cuda:0'),tensor(-3.6703, device='cuda:0'),tensor(-2.2187, device='cuda:0')
tensor(-1.1245, device='cuda:0'),tensor(2.7634, device='cuda:0'),tensor(0.1005, device='cuda:0'),tensor(-2.0791, device='cuda:0')
tensor(-2.7071, device='cuda:0'),tensor(-2.1172, device='cuda:0'),tensor(5.3156, device='cuda:0'),tensor(-1.2037, device='cuda:0')
tensor(-0.6991, device='cuda:0'),tensor(3.8764, device='cuda:0'),tensor(-0.6455, device='cuda:0'),tensor(-2.8501, device='cuda:0')
tensor(4.9820, device='cuda:0'),tensor(-0.8117, device='cuda:0'),tensor(-2.9481, device='cuda:0'),tensor(-1.7904, device='cuda:0')
tensor(1.4323, device='cuda:0'),tensor(0.7625, device='cuda:0'),tensor(-1.6552, device='cuda:0'),tensor(-1.1863, device='cuda:0')
tensor(-2.0385, device='cuda:0'),tensor(-1.9397, device='cuda:0'),tensor(-0.7049, device='cuda:0'),tensor(3.9813, device='cuda:0')
tensor(-0.5694, device='cuda:0'),tensor(-1.8378, device='cuda:0'),tensor(-1.3130, device='cuda:0'),tensor(3.2058, device='cuda:0')
tensor(-0.7156, device='cuda:0'),tensor(-1.6927, device='cuda:0'),tensor(-1.1375, device='cuda:0'),tensor(2.8988, device='cuda:0')
tensor(-1.8286, device='cuda:0'),tensor(-1.8062, device='cuda:0'),tensor(3.6635, device='cuda:0'),tensor(-0.5817, device='cuda:0')
tensor(-1.4520, device='cuda:0'),tensor(-2.2224, device='cuda:0'),tensor(4.2485, device='cuda:0'),tensor(-1.1498, device='cuda:0')
tensor(-1.5181, device='cuda:0'),tensor(1.3046, device='cuda:0'),tensor(-1.1981, device='cuda:0'),tensor(0.9165, device='cuda:0')
tensor(-1.8938, device='cuda:0'),tensor(-2.2542, device='cuda:0'),tensor(4.7838, device='cuda:0'),tensor(-1.2002, device='cuda:0')
tensor(-1.7739, device='cuda:0'),tensor(-2.0243, device='cuda:0'),tensor(3.9992, device='cuda:0'),tensor(-0.7452, device='cuda:0')
tensor(4.9725, device='cuda:0'),tensor(-0.6255, device='cuda:0'),tensor(-4.1162, device='cuda:0'),tensor(-0.9748, device='cuda:0')
tensor(-0.9034, device='cuda:0'),tensor(-2.0739, device='cuda:0'),tensor(-1.2345, device='cuda:0'),tensor(3.6447, device='cuda:0')
tensor(-0.6919, device='cuda:0'),tensor(-2.0688, device='cuda:0'),tensor(-1.6211, device='cuda:0'),tensor(3.8324, device='cuda:0')
tensor(6.1176, device='cuda:0'),tensor(-0.9304, device='cuda:0'),tensor(-3.2110, device='cuda:0'),tensor(-2.6489, device='cuda:0')
tensor(3.7206, device='cuda:0'),tensor(0.1436, device='cuda:0'),tensor(-2.4029, device='cuda:0'),tensor(-2.0107, device='cuda:0')
tensor(-2.5909, device='cuda:0'),tensor(-0.8601, device='cuda:0'),tensor(-0.3487, device='cuda:0'),tensor(3.0508, device='cuda:0')
tensor(-1.0786, device='cuda:0'),tensor(-1.7587, device='cuda:0'),tensor(-0.9276, device='cuda:0'),tensor(3.2306, device='cuda:0')
tensor(5.5321, device='cuda:0'),tensor(-0.5133, device='cuda:0'),tensor(-3.1593, device='cuda:0'),tensor(-2.5273, device='cuda:0')
tensor(-0.1104, device='cuda:0'),tensor(-1.1803, device='cuda:0'),tensor(-2.0677, device='cuda:0'),tensor(2.8452, device='cuda:0')
tensor(5.9980, device='cuda:0'),tensor(-1.0661, device='cuda:0'),tensor(-3.4959, device='cuda:0'),tensor(-2.0725, device='cuda:0')
tensor(-1.6514, device='cuda:0'),tensor(-1.9828, device='cuda:0'),tensor(4.4294, device='cuda:0'),tensor(-1.3433, device='cuda:0')
tensor(-0.5140, device='cuda:0'),tensor(3.4044, device='cuda:0'),tensor(-0.5748, device='cuda:0'),tensor(-2.5913, device='cuda:0')
tensor(-2.3340, device='cuda:0'),tensor(1.0839, device='cuda:0'),tensor(2.9269, device='cuda:0'),tensor(-2.1641, device='cuda:0')
tensor(-1.6022, device='cuda:0'),tensor(-1.8627, device='cuda:0'),tensor(3.3514, device='cuda:0'),tensor(-0.5095, device='cuda:0')
tensor(6.0264, device='cuda:0'),tensor(-0.4305, device='cuda:0'),tensor(-3.4860, device='cuda:0'),tensor(-2.8064, device='cuda:0')
tensor(2.3559, device='cuda:0'),tensor(-1.0810, device='cuda:0'),tensor(-2.5402, device='cuda:0'),tensor(0.7085, device='cuda:0')
tensor(-2.6881, device='cuda:0'),tensor(-1.9836, device='cuda:0'),tensor(5.4549, device='cuda:0'),tensor(-1.4224, device='cuda:0')
tensor(-1.6278, device='cuda:0'),tensor(-2.1396, device='cuda:0'),tensor(4.1820, device='cuda:0'),tensor(-0.9712, device='cuda:0')
tensor(0.0346, device='cuda:0'),tensor(2.6555, device='cuda:0'),tensor(-2.1668, device='cuda:0'),tensor(-1.1277, device='cuda:0')
tensor(-0.7034, device='cuda:0'),tensor(-1.7262, device='cuda:0'),tensor(-1.7156, device='cuda:0'),tensor(3.6413, device='cuda:0')
tensor(-0.4680, device='cuda:0'),tensor(-1.4189, device='cuda:0'),tensor(-1.5335, device='cuda:0'),tensor(2.9430, device='cuda:0')
tensor(5.2506, device='cuda:0'),tensor(-1.4574, device='cuda:0'),tensor(-2.6173, device='cuda:0'),tensor(-1.8240, device='cuda:0')
tensor(-0.1512, device='cuda:0'),tensor(-1.7867, device='cuda:0'),tensor(-1.2618, device='cuda:0'),tensor(2.7193, device='cuda:0')
tensor(-0.1673, device='cuda:0'),tensor(-1.6165, device='cuda:0'),tensor(-1.3524, device='cuda:0'),tensor(2.6062, device='cuda:0')
tensor(-1.6635, device='cuda:0'),tensor(-1.8776, device='cuda:0'),tensor(4.3910, device='cuda:0'),tensor(-1.4185, device='cuda:0')
tensor(-2.3208, device='cuda:0'),tensor(-1.8056, device='cuda:0'),tensor(4.9940, device='cuda:0'),tensor(-1.4348, device='cuda:0')
tensor(-2.7921, device='cuda:0'),tensor(-0.1118, device='cuda:0'),tensor(2.2867, device='cuda:0'),tensor(-0.1239, device='cuda:0')
tensor(1.4070, device='cuda:0'),tensor(-0.7695, device='cuda:0'),tensor(0.5245, device='cuda:0'),tensor(-1.9265, device='cuda:0')
tensor(3.6512, device='cuda:0'),tensor(-0.7559, device='cuda:0'),tensor(-2.9389, device='cuda:0'),tensor(-0.6950, device='cuda:0')
tensor(-1.4565, device='cuda:0'),tensor(-1.7453, device='cuda:0'),tensor(4.0582, device='cuda:0'),tensor(-1.4792, device='cuda:0')
tensor(-0.0564, device='cuda:0'),tensor(-1.7540, device='cuda:0'),tensor(-1.8958, device='cuda:0'),tensor(3.1171, device='cuda:0')
tensor(-1.7313, device='cuda:0'),tensor(-1.7986, device='cuda:0'),tensor(-1.1512, device='cuda:0'),tensor(4.1065, device='cuda:0')
tensor(-1.3857, device='cuda:0'),tensor(3.3493, device='cuda:0'),tensor(0.4232, device='cuda:0'),tensor(-2.6775, device='cuda:0')
tensor(0.3394, device='cuda:0'),tensor(-1.8336, device='cuda:0'),tensor(2.1632, device='cuda:0'),tensor(-1.3184, device='cuda:0')
tensor(-1.5216, device='cuda:0'),tensor(-2.1245, device='cuda:0'),tensor(4.1996, device='cuda:0'),tensor(-1.0729, device='cuda:0')
tensor(-1.2354, device='cuda:0'),tensor(-1.9651, device='cuda:0'),tensor(4.0101, device='cuda:0'),tensor(-1.3923, device='cuda:0')
tensor(5.4946, device='cuda:0'),tensor(-0.4274, device='cuda:0'),tensor(-3.4360, device='cuda:0'),tensor(-2.2795, device='cuda:0')
tensor(-0.2579, device='cuda:0'),tensor(-2.3856, device='cuda:0'),tensor(-2.0254, device='cuda:0'),tensor(4.0708, device='cuda:0')
tensor(-1.7032, device='cuda:0'),tensor(-1.9390, device='cuda:0'),tensor(4.3785, device='cuda:0'),tensor(-1.3179, device='cuda:0')
tensor(-0.9083, device='cuda:0'),tensor(2.5139, device='cuda:0'),tensor(-2.0445, device='cuda:0'),tensor(-0.0619, device='cuda:0')
tensor(6.3295, device='cuda:0'),tensor(-0.8629, device='cuda:0'),tensor(-3.4677, device='cuda:0'),tensor(-2.7741, device='cuda:0')
tensor(2.7244, device='cuda:0'),tensor(-0.3789, device='cuda:0'),tensor(-2.1001, device='cuda:0'),tensor(-0.7715, device='cuda:0')
tensor(3.6131, device='cuda:0'),tensor(-0.9168, device='cuda:0'),tensor(-1.7035, device='cuda:0'),tensor(-1.5963, device='cuda:0')
tensor(-0.5493, device='cuda:0'),tensor(-2.0264, device='cuda:0'),tensor(2.3843, device='cuda:0'),tensor(-0.4026, device='cuda:0')
tensor(4.9957, device='cuda:0'),tensor(0.1297, device='cuda:0'),tensor(-3.7563, device='cuda:0'),tensor(-1.9989, device='cuda:0')
tensor(-1.7060, device='cuda:0'),tensor(-1.7171, device='cuda:0'),tensor(-3.1745, device='cuda:0'),tensor(5.8636, device='cuda:0')
tensor(5.6279, device='cuda:0'),tensor(-1.2503, device='cuda:0'),tensor(-3.2986, device='cuda:0'),tensor(-1.8067, device='cuda:0')
tensor(4.5461, device='cuda:0'),tensor(-0.5098, device='cuda:0'),tensor(-3.6519, device='cuda:0'),tensor(-1.1389, device='cuda:0')
tensor(-0.4625, device='cuda:0'),tensor(-1.6997, device='cuda:0'),tensor(-1.5142, device='cuda:0'),tensor(3.1962, device='cuda:0')
tensor(-1.2603, device='cuda:0'),tensor(2.2021, device='cuda:0'),tensor(-0.5121, device='cuda:0'),tensor(-0.8643, device='cuda:0')
tensor(-1.8582, device='cuda:0'),tensor(-0.1644, device='cuda:0'),tensor(-0.9726, device='cuda:0'),tensor(2.3510, device='cuda:0')
tensor(-1.4991, device='cuda:0'),tensor(-2.2467, device='cuda:0'),tensor(3.7661, device='cuda:0'),tensor(-0.5566, device='cuda:0')
tensor(0.6898, device='cuda:0'),tensor(-1.3585, device='cuda:0'),tensor(-1.9076, device='cuda:0'),tensor(1.9874, device='cuda:0')
tensor(4.6510, device='cuda:0'),tensor(-0.3585, device='cuda:0'),tensor(-3.7878, device='cuda:0'),tensor(-1.2467, device='cuda:0')
tensor(2.9835, device='cuda:0'),tensor(-0.6362, device='cuda:0'),tensor(-1.5129, device='cuda:0'),tensor(-1.5349, device='cuda:0')
tensor(-2.5779, device='cuda:0'),tensor(-1.4876, device='cuda:0'),tensor(4.8278, device='cuda:0'),tensor(-1.3619, device='cuda:0')
tensor(-0.2061, device='cuda:0'),tensor(4.6784, device='cuda:0'),tensor(-1.7064, device='cuda:0'),tensor(-3.1024, device='cuda:0')
tensor(-1.2071, device='cuda:0'),tensor(3.4298, device='cuda:0'),tensor(-0.2044, device='cuda:0'),tensor(-2.3210, device='cuda:0')
tensor(-2.1151, device='cuda:0'),tensor(-1.8307, device='cuda:0'),tensor(4.3340, device='cuda:0'),tensor(-0.9462, device='cuda:0')
tensor(-1.9180, device='cuda:0'),tensor(-1.8653, device='cuda:0'),tensor(4.0740, device='cuda:0'),tensor(-0.8719, device='cuda:0')
tensor(1.7506, device='cuda:0'),tensor(-1.2065, device='cuda:0'),tensor(-2.5012, device='cuda:0'),tensor(1.4390, device='cuda:0')
tensor(-0.4593, device='cuda:0'),tensor(-1.3890, device='cuda:0'),tensor(-1.7794, device='cuda:0'),tensor(2.9644, device='cuda:0')
tensor(-1.5393, device='cuda:0'),tensor(-2.1661, device='cuda:0'),tensor(4.1527, device='cuda:0'),tensor(-1.0247, device='cuda:0')
tensor(-1.6546, device='cuda:0'),tensor(-1.9899, device='cuda:0'),tensor(4.0932, device='cuda:0'),tensor(-1.0034, device='cuda:0')
tensor(-2.1508, device='cuda:0'),tensor(-2.0920, device='cuda:0'),tensor(4.9878, device='cuda:0'),tensor(-1.3001, device='cuda:0')
tensor(4.8591, device='cuda:0'),tensor(-1.0307, device='cuda:0'),tensor(-2.5888, device='cuda:0'),tensor(-1.8974, device='cuda:0')
tensor(-0.7084, device='cuda:0'),tensor(3.2140, device='cuda:0'),tensor(-0.3476, device='cuda:0'),tensor(-2.4487, device='cuda:0')
tensor(-1.5593, device='cuda:0'),tensor(-2.1014, device='cuda:0'),tensor(4.1969, device='cuda:0'),tensor(-1.0819, device='cuda:0')
tensor(4.6756, device='cuda:0'),tensor(-0.7669, device='cuda:0'),tensor(-2.8610, device='cuda:0'),tensor(-1.6468, device='cuda:0')
tensor(-1.8860, device='cuda:0'),tensor(-2.4055, device='cuda:0'),tensor(4.7658, device='cuda:0'),tensor(-1.0793, device='cuda:0')
tensor(-1.6813, device='cuda:0'),tensor(-1.6425, device='cuda:0'),tensor(3.7958, device='cuda:0'),tensor(-1.0560, device='cuda:0')
tensor(-1.7139, device='cuda:0'),tensor(-0.6031, device='cuda:0'),tensor(2.0031, device='cuda:0'),tensor(-0.2658, device='cuda:0')
tensor(4.5047, device='cuda:0'),tensor(0.6752, device='cuda:0'),tensor(-4.8592, device='cuda:0'),tensor(-1.1972, device='cuda:0')
tensor(5.6604, device='cuda:0'),tensor(-0.9795, device='cuda:0'),tensor(-3.3694, device='cuda:0'),tensor(-2.0258, device='cuda:0')
tensor(5.0708, device='cuda:0'),tensor(-0.0908, device='cuda:0'),tensor(-3.2115, device='cuda:0'),tensor(-2.3402, device='cuda:0')
tensor(2.7694, device='cuda:0'),tensor(1.3365, device='cuda:0'),tensor(-2.4884, device='cuda:0'),tensor(-2.1532, device='cuda:0')
tensor(-0.7932, device='cuda:0'),tensor(-1.2571, device='cuda:0'),tensor(-1.8452, device='cuda:0'),tensor(3.2823, device='cuda:0')
tensor(4.8272, device='cuda:0'),tensor(-0.9763, device='cuda:0'),tensor(-2.7709, device='cuda:0'),tensor(-1.6465, device='cuda:0')
tensor(-1.3363, device='cuda:0'),tensor(-2.1359, device='cuda:0'),tensor(3.9923, device='cuda:0'),tensor(-1.0911, device='cuda:0')
tensor(-1.4221, device='cuda:0'),tensor(5.0740, device='cuda:0'),tensor(-0.5257, device='cuda:0'),tensor(-3.4857, device='cuda:0')
tensor(-2.7892, device='cuda:0'),tensor(2.6214, device='cuda:0'),tensor(1.7377, device='cuda:0'),tensor(-2.0023, device='cuda:0')
tensor(-1.7360, device='cuda:0'),tensor(-2.2180, device='cuda:0'),tensor(4.5313, device='cuda:0'),tensor(-1.1224, device='cuda:0')
tensor(-2.7670, device='cuda:0'),tensor(4.0281, device='cuda:0'),tensor(0.7785, device='cuda:0'),tensor(-2.3195, device='cuda:0')
tensor(-2.0483, device='cuda:0'),tensor(-1.9393, device='cuda:0'),tensor(4.9631, device='cuda:0'),tensor(-1.5205, device='cuda:0')
tensor(-0.1113, device='cuda:0'),tensor(-2.2273, device='cuda:0'),tensor(-1.7221, device='cuda:0'),tensor(3.4729, device='cuda:0')
tensor(-0.3679, device='cuda:0'),tensor(-1.9196, device='cuda:0'),tensor(-1.6999, device='cuda:0'),tensor(3.4587, device='cuda:0')
tensor(-1.9432, device='cuda:0'),tensor(-1.2449, device='cuda:0'),tensor(4.3020, device='cuda:0'),tensor(-1.7677, device='cuda:0')
tensor(-1.1105, device='cuda:0'),tensor(-1.1598, device='cuda:0'),tensor(-1.9667, device='cuda:0'),tensor(3.6254, device='cuda:0')
tensor(-0.3430, device='cuda:0'),tensor(2.6990, device='cuda:0'),tensor(0.1083, device='cuda:0'),tensor(-2.7229, device='cuda:0')
tensor(4.3767, device='cuda:0'),tensor(-0.0914, device='cuda:0'),tensor(-2.5860, device='cuda:0'),tensor(-2.2980, device='cuda:0')
tensor(-0.8212, device='cuda:0'),tensor(3.3570, device='cuda:0'),tensor(-0.1601, device='cuda:0'),tensor(-2.6405, device='cuda:0')
tensor(-1.8263, device='cuda:0'),tensor(0.4803, device='cuda:0'),tensor(2.6892, device='cuda:0'),tensor(-1.8046, device='cuda:0')
tensor(0.1112, device='cuda:0'),tensor(-1.9336, device='cuda:0'),tensor(-1.6986, device='cuda:0'),tensor(2.9847, device='cuda:0')
tensor(-1.6968, device='cuda:0'),tensor(-1.7889, device='cuda:0'),tensor(4.0899, device='cuda:0'),tensor(-1.1643, device='cuda:0')
tensor(-1.1532, device='cuda:0'),tensor(-2.6870, device='cuda:0'),tensor(-1.5847, device='cuda:0'),tensor(4.7415, device='cuda:0')
tensor(-0.9656, device='cuda:0'),tensor(4.9086, device='cuda:0'),tensor(-1.2879, device='cuda:0'),tensor(-2.9309, device='cuda:0')
tensor(-3.0004, device='cuda:0'),tensor(-1.0699, device='cuda:0'),tensor(4.8540, device='cuda:0'),tensor(-1.3750, device='cuda:0')
tensor(6.7775, device='cuda:0'),tensor(-1.1447, device='cuda:0'),tensor(-4.1180, device='cuda:0'),tensor(-2.2175, device='cuda:0')
tensor(-1.5673, device='cuda:0'),tensor(-1.9265, device='cuda:0'),tensor(3.6988, device='cuda:0'),tensor(-0.7669, device='cuda:0')
tensor(5.2656, device='cuda:0'),tensor(-0.5673, device='cuda:0'),tensor(-2.9908, device='cuda:0'),tensor(-2.2804, device='cuda:0')
tensor(-1.4962, device='cuda:0'),tensor(4.0584, device='cuda:0'),tensor(-0.2796, device='cuda:0'),tensor(-2.6291, device='cuda:0')
tensor(-2.1600, device='cuda:0'),tensor(-1.1871, device='cuda:0'),tensor(3.6720, device='cuda:0'),tensor(-0.8499, device='cuda:0')
tensor(-0.9078, device='cuda:0'),tensor(-1.5359, device='cuda:0'),tensor(-1.5054, device='cuda:0'),tensor(3.4605, device='cuda:0')
tensor(-3.5138, device='cuda:0'),tensor(0.0241, device='cuda:0'),tensor(4.7039, device='cuda:0'),tensor(-1.9368, device='cuda:0')
tensor(5.8099, device='cuda:0'),tensor(-0.3875, device='cuda:0'),tensor(-3.7954, device='cuda:0'),tensor(-2.3778, device='cuda:0')
tensor(-2.5092, device='cuda:0'),tensor(-1.4375, device='cuda:0'),tensor(4.9215, device='cuda:0'),tensor(-1.6121, device='cuda:0')
tensor(-1.5208, device='cuda:0'),tensor(-1.8022, device='cuda:0'),tensor(3.5250, device='cuda:0'),tensor(-0.7325, device='cuda:0')
tensor(1.9331, device='cuda:0'),tensor(1.4008, device='cuda:0'),tensor(-1.5111, device='cuda:0'),tensor(-2.3208, device='cuda:0')
tensor(1.7491, device='cuda:0'),tensor(-1.5547, device='cuda:0'),tensor(-2.8928, device='cuda:0'),tensor(1.9933, device='cuda:0')
tensor(-1.2954, device='cuda:0'),tensor(-0.1548, device='cuda:0'),tensor(-0.9208, device='cuda:0'),tensor(1.9063, device='cuda:0')
tensor(-0.3646, device='cuda:0'),tensor(-1.2634, device='cuda:0'),tensor(-1.3218, device='cuda:0'),tensor(2.4494, device='cuda:0')
tensor(1.3170, device='cuda:0'),tensor(-0.4173, device='cuda:0'),tensor(0.3484, device='cuda:0'),tensor(-1.9293, device='cuda:0')
tensor(0.1112, device='cuda:0'),tensor(-1.9336, device='cuda:0'),tensor(-1.6986, device='cuda:0'),tensor(2.9847, device='cuda:0')
tensor(-1.5134, device='cuda:0'),tensor(-1.6631, device='cuda:0'),tensor(4.0938, device='cuda:0'),tensor(-1.4573, device='cuda:0')
tensor(5.0574, device='cuda:0'),tensor(-0.9793, device='cuda:0'),tensor(-2.6047, device='cuda:0'),tensor(-2.0372, device='cuda:0')
tensor(-0.7311, device='cuda:0'),tensor(4.4000, device='cuda:0'),tensor(-1.4436, device='cuda:0'),tensor(-2.4865, device='cuda:0')
tensor(6.3040, device='cuda:0'),tensor(-0.8610, device='cuda:0'),tensor(-3.6488, device='cuda:0'),tensor(-2.4698, device='cuda:0')
tensor(4.5169, device='cuda:0'),tensor(-0.7848, device='cuda:0'),tensor(-2.5556, device='cuda:0'),tensor(-1.8070, device='cuda:0')
tensor(-2.8988, device='cuda:0'),tensor(-1.7689, device='cuda:0'),tensor(5.3018, device='cuda:0'),tensor(-1.2437, device='cuda:0')
tensor(-1.7583, device='cuda:0'),tensor(-1.6264, device='cuda:0'),tensor(4.1512, device='cuda:0'),tensor(-1.2633, device='cuda:0')
tensor(4.8483, device='cuda:0'),tensor(0.0266, device='cuda:0'),tensor(-3.1470, device='cuda:0'),tensor(-2.3040, device='cuda:0')
tensor(-0.9108, device='cuda:0'),tensor(-2.1427, device='cuda:0'),tensor(0.4276, device='cuda:0'),tensor(1.9837, device='cuda:0')
tensor(-3.0701, device='cuda:0'),tensor(4.2377, device='cuda:0'),tensor(0.8611, device='cuda:0'),tensor(-2.3835, device='cuda:0')
tensor(-0.7180, device='cuda:0'),tensor(4.4767, device='cuda:0'),tensor(-0.1616, device='cuda:0'),tensor(-3.9164, device='cuda:0')
tensor(-0.2573, device='cuda:0'),tensor(-2.0258, device='cuda:0'),tensor(-1.6852, device='cuda:0'),tensor(3.4357, device='cuda:0')
tensor(-0.9332, device='cuda:0'),tensor(2.9253, device='cuda:0'),tensor(-0.1979, device='cuda:0'),tensor(-2.1472, device='cuda:0')
tensor(1.6345, device='cuda:0'),tensor(-2.0068, device='cuda:0'),tensor(-2.5396, device='cuda:0'),tensor(2.2971, device='cuda:0')
tensor(-2.4525, device='cuda:0'),tensor(-1.3881, device='cuda:0'),tensor(4.6266, device='cuda:0'),tensor(-1.3442, device='cuda:0')
tensor(-1.3181, device='cuda:0'),tensor(-1.8418, device='cuda:0'),tensor(3.7290, device='cuda:0'),tensor(-1.0766, device='cuda:0')
