"tensor(4.8923, device='cuda:0')","tensor(-3.0591, device='cuda:0')","tensor(-1.2468, device='cuda:0')"
"tensor(5.1460, device='cuda:0')","tensor(-3.9112, device='cuda:0')","tensor(-0.6737, device='cuda:0')"
"tensor(3.7655, device='cuda:0')","tensor(-0.8825, device='cuda:0')","tensor(-2.4942, device='cuda:0')"
"tensor(5.0296, device='cuda:0')","tensor(-3.2120, device='cuda:0')","tensor(-1.3060, device='cuda:0')"
"tensor(4.9312, device='cuda:0')","tensor(-3.4411, device='cuda:0')","tensor(-0.9610, device='cuda:0')"
"tensor(4.4423, device='cuda:0')","tensor(-3.1203, device='cuda:0')","tensor(-0.6898, device='cuda:0')"
"tensor(5.2464, device='cuda:0')","tensor(-3.0037, device='cuda:0')","tensor(-1.6382, device='cuda:0')"
"tensor(4.2761, device='cuda:0')","tensor(-3.3699, device='cuda:0')","tensor(-0.3838, device='cuda:0')"
"tensor(4.7040, device='cuda:0')","tensor(-3.8653, device='cuda:0')","tensor(-0.1932, device='cuda:0')"
"tensor(2.0390, device='cuda:0')","tensor(-4.0857, device='cuda:0')","tensor(2.3113, device='cuda:0')"
"tensor(3.6747, device='cuda:0')","tensor(-3.4760, device='cuda:0')","tensor(0.2943, device='cuda:0')"
"tensor(3.6224, device='cuda:0')","tensor(-3.6788, device='cuda:0')","tensor(0.6034, device='cuda:0')"
"tensor(3.5512, device='cuda:0')","tensor(-3.5970, device='cuda:0')","tensor(0.5826, device='cuda:0')"
"tensor(1.7330, device='cuda:0')","tensor(-3.2681, device='cuda:0')","tensor(1.9110, device='cuda:0')"
"tensor(3.0810, device='cuda:0')","tensor(-3.8441, device='cuda:0')","tensor(1.2083, device='cuda:0')"
"tensor(5.1311, device='cuda:0')","tensor(-3.5422, device='cuda:0')","tensor(-1.0664, device='cuda:0')"
"tensor(3.5238, device='cuda:0')","tensor(-3.0689, device='cuda:0')","tensor(0.0764, device='cuda:0')"
"tensor(2.7114, device='cuda:0')","tensor(-3.3674, device='cuda:0')","tensor(1.1339, device='cuda:0')"
"tensor(6.1274, device='cuda:0')","tensor(-3.9622, device='cuda:0')","tensor(-1.3660, device='cuda:0')"
"tensor(4.3601, device='cuda:0')","tensor(-3.6177, device='cuda:0')","tensor(-0.1086, device='cuda:0')"
"tensor(3.8970, device='cuda:0')","tensor(-3.5599, device='cuda:0')","tensor(0.2355, device='cuda:0')"
"tensor(4.5436, device='cuda:0')","tensor(-4.0659, device='cuda:0')","tensor(0.0710, device='cuda:0')"
"tensor(2.2363, device='cuda:0')","tensor(-2.9686, device='cuda:0')","tensor(1.1154, device='cuda:0')"
"tensor(1.2798, device='cuda:0')","tensor(-1.5076, device='cuda:0')","tensor(0.5922, device='cuda:0')"
"tensor(3.9421, device='cuda:0')","tensor(-4.6605, device='cuda:0')","tensor(1.3201, device='cuda:0')"
"tensor(5.3669, device='cuda:0')","tensor(-4.2447, device='cuda:0')","tensor(-0.5081, device='cuda:0')"
"tensor(3.1057, device='cuda:0')","tensor(-2.6969, device='cuda:0')","tensor(-0.0385, device='cuda:0')"
"tensor(0.6116, device='cuda:0')","tensor(-2.1060, device='cuda:0')","tensor(1.7425, device='cuda:0')"
"tensor(4.4914, device='cuda:0')","tensor(-2.7945, device='cuda:0')","tensor(-1.2199, device='cuda:0')"
"tensor(0.4394, device='cuda:0')","tensor(-4.0289, device='cuda:0')","tensor(3.9291, device='cuda:0')"
"tensor(4.1462, device='cuda:0')","tensor(-3.1684, device='cuda:0')","tensor(-0.3991, device='cuda:0')"
"tensor(2.4818, device='cuda:0')","tensor(-2.8569, device='cuda:0')","tensor(0.8062, device='cuda:0')"
"tensor(4.5656, device='cuda:0')","tensor(-3.7446, device='cuda:0')","tensor(-0.2365, device='cuda:0')"
"tensor(5.0278, device='cuda:0')","tensor(-3.5629, device='cuda:0')","tensor(-0.8458, device='cuda:0')"
"tensor(2.2467, device='cuda:0')","tensor(-4.3958, device='cuda:0')","tensor(2.4418, device='cuda:0')"
"tensor(4.0647, device='cuda:0')","tensor(-3.2986, device='cuda:0')","tensor(-0.2536, device='cuda:0')"
"tensor(4.7830, device='cuda:0')","tensor(-4.2443, device='cuda:0')","tensor(0.0828, device='cuda:0')"
"tensor(2.8755, device='cuda:0')","tensor(-3.5945, device='cuda:0')","tensor(1.3028, device='cuda:0')"
"tensor(3.9347, device='cuda:0')","tensor(-3.6676, device='cuda:0')","tensor(0.2342, device='cuda:0')"
"tensor(4.5499, device='cuda:0')","tensor(-3.1393, device='cuda:0')","tensor(-0.8474, device='cuda:0')"
"tensor(4.2686, device='cuda:0')","tensor(-3.3067, device='cuda:0')","tensor(-0.5415, device='cuda:0')"
"tensor(4.9238, device='cuda:0')","tensor(-2.7540, device='cuda:0')","tensor(-1.5867, device='cuda:0')"
"tensor(4.1213, device='cuda:0')","tensor(-3.5075, device='cuda:0')","tensor(0.0287, device='cuda:0')"
"tensor(2.2405, device='cuda:0')","tensor(-2.9882, device='cuda:0')","tensor(1.1625, device='cuda:0')"
"tensor(3.0869, device='cuda:0')","tensor(-4.4118, device='cuda:0')","tensor(1.8097, device='cuda:0')"
"tensor(4.7691, device='cuda:0')","tensor(-3.7646, device='cuda:0')","tensor(-0.4447, device='cuda:0')"
"tensor(5.0967, device='cuda:0')","tensor(-5.0198, device='cuda:0')","tensor(0.5278, device='cuda:0')"
"tensor(3.3046, device='cuda:0')","tensor(-3.3924, device='cuda:0')","tensor(0.5310, device='cuda:0')"
"tensor(2.3828, device='cuda:0')","tensor(-3.3916, device='cuda:0')","tensor(1.3714, device='cuda:0')"
"tensor(5.5015, device='cuda:0')","tensor(-3.6111, device='cuda:0')","tensor(-1.1944, device='cuda:0')"
"tensor(4.0628, device='cuda:0')","tensor(-3.5903, device='cuda:0')","tensor(0.0454, device='cuda:0')"
"tensor(4.7945, device='cuda:0')","tensor(-4.0600, device='cuda:0')","tensor(-0.1935, device='cuda:0')"
"tensor(3.2448, device='cuda:0')","tensor(-4.3551, device='cuda:0')","tensor(1.6010, device='cuda:0')"
"tensor(3.7628, device='cuda:0')","tensor(-3.0332, device='cuda:0')","tensor(-0.2622, device='cuda:0')"
"tensor(5.9762, device='cuda:0')","tensor(-3.8372, device='cuda:0')","tensor(-1.3409, device='cuda:0')"
"tensor(2.1658, device='cuda:0')","tensor(-3.3279, device='cuda:0')","tensor(1.6363, device='cuda:0')"
"tensor(4.0322, device='cuda:0')","tensor(-3.2568, device='cuda:0')","tensor(-0.1622, device='cuda:0')"
"tensor(4.3308, device='cuda:0')","tensor(-2.7894, device='cuda:0')","tensor(-0.9529, device='cuda:0')"
"tensor(4.2467, device='cuda:0')","tensor(-3.4865, device='cuda:0')","tensor(-0.2182, device='cuda:0')"
"tensor(3.8395, device='cuda:0')","tensor(-3.5489, device='cuda:0')","tensor(0.2219, device='cuda:0')"
"tensor(4.7383, device='cuda:0')","tensor(-4.1409, device='cuda:0')","tensor(0.1559, device='cuda:0')"
"tensor(4.4503, device='cuda:0')","tensor(-4.0294, device='cuda:0')","tensor(0.1189, device='cuda:0')"
"tensor(4.4240, device='cuda:0')","tensor(-3.5646, device='cuda:0')","tensor(-0.2713, device='cuda:0')"
"tensor(3.8585, device='cuda:0')","tensor(-4.2058, device='cuda:0')","tensor(0.8669, device='cuda:0')"
"tensor(3.2916, device='cuda:0')","tensor(-2.9366, device='cuda:0')","tensor(0.0450, device='cuda:0')"
"tensor(5.6802, device='cuda:0')","tensor(-3.1499, device='cuda:0')","tensor(-1.8879, device='cuda:0')"
"tensor(2.3770, device='cuda:0')","tensor(-2.4071, device='cuda:0')","tensor(0.4364, device='cuda:0')"
"tensor(4.6505, device='cuda:0')","tensor(-3.5443, device='cuda:0')","tensor(-0.5778, device='cuda:0')"
"tensor(-1.1620, device='cuda:0')","tensor(-1.8070, device='cuda:0')","tensor(3.0693, device='cuda:0')"
"tensor(2.9054, device='cuda:0')","tensor(-2.8188, device='cuda:0')","tensor(0.4491, device='cuda:0')"
"tensor(3.3352, device='cuda:0')","tensor(-4.4119, device='cuda:0')","tensor(1.5879, device='cuda:0')"
"tensor(-1.4878, device='cuda:0')","tensor(-3.2254, device='cuda:0')","tensor(4.8052, device='cuda:0')"
"tensor(4.8614, device='cuda:0')","tensor(-2.8957, device='cuda:0')","tensor(-1.4362, device='cuda:0')"
"tensor(0.1668, device='cuda:0')","tensor(-2.3295, device='cuda:0')","tensor(2.2074, device='cuda:0')"
"tensor(4.1306, device='cuda:0')","tensor(-5.6283, device='cuda:0')","tensor(2.0908, device='cuda:0')"
"tensor(5.1627, device='cuda:0')","tensor(-3.8748, device='cuda:0')","tensor(-0.6058, device='cuda:0')"
"tensor(2.8256, device='cuda:0')","tensor(-2.2158, device='cuda:0')","tensor(-0.1802, device='cuda:0')"
"tensor(3.2198, device='cuda:0')","tensor(-2.0473, device='cuda:0')","tensor(-0.6819, device='cuda:0')"
"tensor(4.3070, device='cuda:0')","tensor(-3.2067, device='cuda:0')","tensor(-0.5547, device='cuda:0')"
"tensor(5.2622, device='cuda:0')","tensor(-3.9462, device='cuda:0')","tensor(-0.7647, device='cuda:0')"
"tensor(1.1692, device='cuda:0')","tensor(-4.7420, device='cuda:0')","tensor(4.0483, device='cuda:0')"
"tensor(4.1360, device='cuda:0')","tensor(-3.4990, device='cuda:0')","tensor(-0.1352, device='cuda:0')"
"tensor(3.7098, device='cuda:0')","tensor(-4.0863, device='cuda:0')","tensor(0.9061, device='cuda:0')"
"tensor(5.6763, device='cuda:0')","tensor(-3.7194, device='cuda:0')","tensor(-1.1786, device='cuda:0')"
"tensor(3.1811, device='cuda:0')","tensor(-2.9675, device='cuda:0')","tensor(0.3339, device='cuda:0')"
"tensor(3.6213, device='cuda:0')","tensor(-2.9120, device='cuda:0')","tensor(-0.2343, device='cuda:0')"
"tensor(4.5649, device='cuda:0')","tensor(-3.4294, device='cuda:0')","tensor(-0.5834, device='cuda:0')"
"tensor(1.2202, device='cuda:0')","tensor(-3.0548, device='cuda:0')","tensor(2.1254, device='cuda:0')"
"tensor(1.7226, device='cuda:0')","tensor(-3.1639, device='cuda:0')","tensor(1.8040, device='cuda:0')"
"tensor(4.6026, device='cuda:0')","tensor(-4.8775, device='cuda:0')","tensor(0.9427, device='cuda:0')"
"tensor(3.7202, device='cuda:0')","tensor(-2.7785, device='cuda:0')","tensor(-0.3648, device='cuda:0')"
"tensor(3.2785, device='cuda:0')","tensor(-2.7362, device='cuda:0')","tensor(-0.1082, device='cuda:0')"
"tensor(5.0339, device='cuda:0')","tensor(-3.0377, device='cuda:0')","tensor(-1.4603, device='cuda:0')"
"tensor(4.2085, device='cuda:0')","tensor(-3.2721, device='cuda:0')","tensor(-0.4719, device='cuda:0')"
"tensor(2.8163, device='cuda:0')","tensor(-2.7850, device='cuda:0')","tensor(0.4278, device='cuda:0')"
"tensor(5.5517, device='cuda:0')","tensor(-6.9098, device='cuda:0')","tensor(2.0895, device='cuda:0')"
"tensor(5.2460, device='cuda:0')","tensor(-2.7805, device='cuda:0')","tensor(-1.8431, device='cuda:0')"
"tensor(1.3066, device='cuda:0')","tensor(-2.8883, device='cuda:0')","tensor(2.1567, device='cuda:0')"
"tensor(3.3908, device='cuda:0')","tensor(-3.2446, device='cuda:0')","tensor(0.4080, device='cuda:0')"
"tensor(3.7296, device='cuda:0')","tensor(-3.1525, device='cuda:0')","tensor(-0.0624, device='cuda:0')"
"tensor(4.4968, device='cuda:0')","tensor(-3.7124, device='cuda:0')","tensor(-0.2379, device='cuda:0')"
"tensor(3.3467, device='cuda:0')","tensor(-3.4722, device='cuda:0')","tensor(0.6569, device='cuda:0')"
"tensor(5.1645, device='cuda:0')","tensor(-3.9379, device='cuda:0')","tensor(-0.6664, device='cuda:0')"
"tensor(5.4644, device='cuda:0')","tensor(-3.6066, device='cuda:0')","tensor(-1.1961, device='cuda:0')"
"tensor(3.0689, device='cuda:0')","tensor(-1.9676, device='cuda:0')","tensor(-0.7666, device='cuda:0')"
"tensor(7.0951, device='cuda:0')","tensor(-4.4907, device='cuda:0')","tensor(-1.7835, device='cuda:0')"
"tensor(5.0818, device='cuda:0')","tensor(-3.6291, device='cuda:0')","tensor(-0.8969, device='cuda:0')"
"tensor(3.8770, device='cuda:0')","tensor(-3.4386, device='cuda:0')","tensor(0.0091, device='cuda:0')"
"tensor(4.3683, device='cuda:0')","tensor(-3.0021, device='cuda:0')","tensor(-0.8439, device='cuda:0')"
"tensor(2.6034, device='cuda:0')","tensor(-4.4499, device='cuda:0')","tensor(2.1752, device='cuda:0')"
"tensor(2.8622, device='cuda:0')","tensor(-3.4879, device='cuda:0')","tensor(1.1080, device='cuda:0')"
"tensor(3.5783, device='cuda:0')","tensor(-3.6767, device='cuda:0')","tensor(0.5735, device='cuda:0')"
"tensor(3.4707, device='cuda:0')","tensor(-3.6443, device='cuda:0')","tensor(0.7337, device='cuda:0')"
"tensor(5.0194, device='cuda:0')","tensor(-3.9938, device='cuda:0')","tensor(-0.2972, device='cuda:0')"
"tensor(4.8522, device='cuda:0')","tensor(-4.7547, device='cuda:0')","tensor(0.5744, device='cuda:0')"
"tensor(3.2396, device='cuda:0')","tensor(-4.4658, device='cuda:0')","tensor(1.7497, device='cuda:0')"
"tensor(4.6652, device='cuda:0')","tensor(-3.7478, device='cuda:0')","tensor(-0.2809, device='cuda:0')"
"tensor(4.6057, device='cuda:0')","tensor(-3.7482, device='cuda:0')","tensor(-0.2319, device='cuda:0')"
"tensor(5.4068, device='cuda:0')","tensor(-4.0542, device='cuda:0')","tensor(-0.7751, device='cuda:0')"
"tensor(5.4395, device='cuda:0')","tensor(-3.7957, device='cuda:0')","tensor(-0.9573, device='cuda:0')"
"tensor(1.0846, device='cuda:0')","tensor(-2.5627, device='cuda:0')","tensor(1.7121, device='cuda:0')"
"tensor(4.2970, device='cuda:0')","tensor(-2.7330, device='cuda:0')","tensor(-0.8973, device='cuda:0')"
"tensor(2.6047, device='cuda:0')","tensor(-2.3351, device='cuda:0')","tensor(0.0676, device='cuda:0')"
"tensor(4.3850, device='cuda:0')","tensor(-3.6180, device='cuda:0')","tensor(-0.1156, device='cuda:0')"
"tensor(4.7067, device='cuda:0')","tensor(-5.0585, device='cuda:0')","tensor(0.9069, device='cuda:0')"
"tensor(3.3980, device='cuda:0')","tensor(-3.9911, device='cuda:0')","tensor(1.0627, device='cuda:0')"
"tensor(4.8378, device='cuda:0')","tensor(-2.4950, device='cuda:0')","tensor(-1.7024, device='cuda:0')"
"tensor(4.1111, device='cuda:0')","tensor(-3.6840, device='cuda:0')","tensor(0.1343, device='cuda:0')"
"tensor(3.8767, device='cuda:0')","tensor(-2.8140, device='cuda:0')","tensor(-0.5447, device='cuda:0')"
"tensor(3.4874, device='cuda:0')","tensor(-2.5477, device='cuda:0')","tensor(-0.4655, device='cuda:0')"
"tensor(2.9396, device='cuda:0')","tensor(-2.7392, device='cuda:0')","tensor(0.0727, device='cuda:0')"
"tensor(2.9784, device='cuda:0')","tensor(-2.5606, device='cuda:0')","tensor(-0.1168, device='cuda:0')"
"tensor(5.2528, device='cuda:0')","tensor(-3.5955, device='cuda:0')","tensor(-1.0209, device='cuda:0')"
"tensor(4.1689, device='cuda:0')","tensor(-2.9616, device='cuda:0')","tensor(-0.6181, device='cuda:0')"
"tensor(4.5344, device='cuda:0')","tensor(-3.0651, device='cuda:0')","tensor(-0.8354, device='cuda:0')"
"tensor(5.6980, device='cuda:0')","tensor(-4.3825, device='cuda:0')","tensor(-0.7909, device='cuda:0')"
"tensor(2.6354, device='cuda:0')","tensor(-2.6040, device='cuda:0')","tensor(0.2073, device='cuda:0')"
"tensor(2.9032, device='cuda:0')","tensor(-2.5645, device='cuda:0')","tensor(0.0996, device='cuda:0')"
"tensor(0.9515, device='cuda:0')","tensor(-1.5804, device='cuda:0')","tensor(0.8686, device='cuda:0')"
"tensor(5.1746, device='cuda:0')","tensor(-3.3360, device='cuda:0')","tensor(-1.2253, device='cuda:0')"
"tensor(5.0365, device='cuda:0')","tensor(-3.8504, device='cuda:0')","tensor(-0.6293, device='cuda:0')"
"tensor(4.0994, device='cuda:0')","tensor(-3.4067, device='cuda:0')","tensor(-0.2170, device='cuda:0')"
"tensor(3.4006, device='cuda:0')","tensor(-2.6246, device='cuda:0')","tensor(-0.2340, device='cuda:0')"
"tensor(1.0033, device='cuda:0')","tensor(-1.4646, device='cuda:0')","tensor(0.6738, device='cuda:0')"
"tensor(4.9615, device='cuda:0')","tensor(-3.5332, device='cuda:0')","tensor(-0.8310, device='cuda:0')"
"tensor(5.6619, device='cuda:0')","tensor(-3.4316, device='cuda:0')","tensor(-1.5961, device='cuda:0')"
"tensor(3.8709, device='cuda:0')","tensor(-2.7133, device='cuda:0')","tensor(-0.6012, device='cuda:0')"
"tensor(4.4055, device='cuda:0')","tensor(-3.0404, device='cuda:0')","tensor(-0.8828, device='cuda:0')"
"tensor(3.4526, device='cuda:0')","tensor(-3.4704, device='cuda:0')","tensor(0.5082, device='cuda:0')"
"tensor(4.2859, device='cuda:0')","tensor(-2.8450, device='cuda:0')","tensor(-0.8126, device='cuda:0')"
"tensor(2.6195, device='cuda:0')","tensor(-2.5633, device='cuda:0')","tensor(0.3641, device='cuda:0')"
"tensor(5.9602, device='cuda:0')","tensor(-3.8843, device='cuda:0')","tensor(-1.3870, device='cuda:0')"
"tensor(3.1753, device='cuda:0')","tensor(-3.5711, device='cuda:0')","tensor(0.9124, device='cuda:0')"
"tensor(3.0170, device='cuda:0')","tensor(-3.5520, device='cuda:0')","tensor(1.0595, device='cuda:0')"
"tensor(6.5710, device='cuda:0')","tensor(-4.7944, device='cuda:0')","tensor(-1.1266, device='cuda:0')"
"tensor(5.6337, device='cuda:0')","tensor(-4.0385, device='cuda:0')","tensor(-0.8403, device='cuda:0')"
"tensor(4.1781, device='cuda:0')","tensor(-3.9826, device='cuda:0')","tensor(0.3213, device='cuda:0')"
"tensor(-0.4810, device='cuda:0')","tensor(-3.6507, device='cuda:0')","tensor(4.3633, device='cuda:0')"
"tensor(5.7343, device='cuda:0')","tensor(-4.0566, device='cuda:0')","tensor(-1.0279, device='cuda:0')"
"tensor(3.9298, device='cuda:0')","tensor(-3.6638, device='cuda:0')","tensor(0.2351, device='cuda:0')"
"tensor(3.8392, device='cuda:0')","tensor(-2.4818, device='cuda:0')","tensor(-0.9055, device='cuda:0')"
"tensor(1.4864, device='cuda:0')","tensor(-3.0152, device='cuda:0')","tensor(1.8620, device='cuda:0')"
"tensor(2.4732, device='cuda:0')","tensor(-3.2665, device='cuda:0')","tensor(1.2211, device='cuda:0')"
"tensor(3.7884, device='cuda:0')","tensor(-5.7602, device='cuda:0')","tensor(2.5730, device='cuda:0')"
"tensor(4.2606, device='cuda:0')","tensor(-3.7104, device='cuda:0')","tensor(-0.0047, device='cuda:0')"
"tensor(4.7321, device='cuda:0')","tensor(-4.3700, device='cuda:0')","tensor(0.2632, device='cuda:0')"
"tensor(1.2355, device='cuda:0')","tensor(-0.1077, device='cuda:0')","tensor(-0.9703, device='cuda:0')"
"tensor(5.4702, device='cuda:0')","tensor(-2.9501, device='cuda:0')","tensor(-1.8675, device='cuda:0')"
"tensor(3.6354, device='cuda:0')","tensor(-3.3661, device='cuda:0')","tensor(0.2175, device='cuda:0')"
"tensor(5.5243, device='cuda:0')","tensor(-3.6663, device='cuda:0')","tensor(-1.2706, device='cuda:0')"
"tensor(4.2963, device='cuda:0')","tensor(-3.5195, device='cuda:0')","tensor(-0.2042, device='cuda:0')"
"tensor(6.4243, device='cuda:0')","tensor(-4.3397, device='cuda:0')","tensor(-1.2494, device='cuda:0')"
"tensor(3.8187, device='cuda:0')","tensor(-3.2630, device='cuda:0')","tensor(-0.0592, device='cuda:0')"
"tensor(1.8140, device='cuda:0')","tensor(-1.2848, device='cuda:0')","tensor(-0.2152, device='cuda:0')"
"tensor(5.3449, device='cuda:0')","tensor(-3.6017, device='cuda:0')","tensor(-1.1292, device='cuda:0')"
"tensor(4.3242, device='cuda:0')","tensor(-3.4660, device='cuda:0')","tensor(-0.3054, device='cuda:0')"
"tensor(3.4697, device='cuda:0')","tensor(-2.5311, device='cuda:0')","tensor(-0.4467, device='cuda:0')"
"tensor(2.9487, device='cuda:0')","tensor(-3.2708, device='cuda:0')","tensor(0.7848, device='cuda:0')"
"tensor(1.0794, device='cuda:0')","tensor(-1.4793, device='cuda:0')","tensor(0.7434, device='cuda:0')"
"tensor(5.6992, device='cuda:0')","tensor(-3.1931, device='cuda:0')","tensor(-1.8473, device='cuda:0')"
"tensor(4.5036, device='cuda:0')","tensor(-3.5686, device='cuda:0')","tensor(-0.3322, device='cuda:0')"
"tensor(3.8482, device='cuda:0')","tensor(-3.5774, device='cuda:0')","tensor(0.2070, device='cuda:0')"
"tensor(4.4670, device='cuda:0')","tensor(-3.5707, device='cuda:0')","tensor(-0.3030, device='cuda:0')"
"tensor(1.8092, device='cuda:0')","tensor(-0.9105, device='cuda:0')","tensor(-0.3824, device='cuda:0')"
"tensor(4.5524, device='cuda:0')","tensor(-3.9507, device='cuda:0')","tensor(0.0423, device='cuda:0')"
"tensor(4.3763, device='cuda:0')","tensor(-3.5704, device='cuda:0')","tensor(-0.2648, device='cuda:0')"
"tensor(4.8598, device='cuda:0')","tensor(-3.9605, device='cuda:0')","tensor(-0.4825, device='cuda:0')"
"tensor(3.8495, device='cuda:0')","tensor(-3.0280, device='cuda:0')","tensor(-0.2974, device='cuda:0')"
"tensor(2.7940, device='cuda:0')","tensor(-2.1887, device='cuda:0')","tensor(-0.1855, device='cuda:0')"
"tensor(5.6467, device='cuda:0')","tensor(-4.0424, device='cuda:0')","tensor(-0.8478, device='cuda:0')"
"tensor(3.5345, device='cuda:0')","tensor(-3.5770, device='cuda:0')","tensor(0.5804, device='cuda:0')"
"tensor(5.6214, device='cuda:0')","tensor(-3.8371, device='cuda:0')","tensor(-1.1396, device='cuda:0')"
"tensor(5.7222, device='cuda:0')","tensor(-4.0101, device='cuda:0')","tensor(-1.0717, device='cuda:0')"
"tensor(5.6815, device='cuda:0')","tensor(-3.4900, device='cuda:0')","tensor(-1.4552, device='cuda:0')"
"tensor(2.6884, device='cuda:0')","tensor(-3.4345, device='cuda:0')","tensor(1.2267, device='cuda:0')"
"tensor(2.5279, device='cuda:0')","tensor(-3.4450, device='cuda:0')","tensor(1.3534, device='cuda:0')"
"tensor(5.1132, device='cuda:0')","tensor(-3.5116, device='cuda:0')","tensor(-0.9694, device='cuda:0')"
"tensor(5.8327, device='cuda:0')","tensor(-3.8141, device='cuda:0')","tensor(-1.3090, device='cuda:0')"
"tensor(5.0072, device='cuda:0')","tensor(-3.5778, device='cuda:0')","tensor(-0.8818, device='cuda:0')"
"tensor(4.5447, device='cuda:0')","tensor(-3.6523, device='cuda:0')","tensor(-0.3328, device='cuda:0')"
"tensor(1.5918, device='cuda:0')","tensor(-2.6682, device='cuda:0')","tensor(1.4666, device='cuda:0')"
"tensor(3.3597, device='cuda:0')","tensor(-2.8151, device='cuda:0')","tensor(-0.0431, device='cuda:0')"
"tensor(4.3330, device='cuda:0')","tensor(-3.5650, device='cuda:0')","tensor(-0.1744, device='cuda:0')"
"tensor(4.3244, device='cuda:0')","tensor(-3.5933, device='cuda:0')","tensor(-0.1882, device='cuda:0')"
"tensor(4.7581, device='cuda:0')","tensor(-2.8583, device='cuda:0')","tensor(-1.2767, device='cuda:0')"
"tensor(4.4574, device='cuda:0')","tensor(-2.7440, device='cuda:0')","tensor(-1.1834, device='cuda:0')"
"tensor(1.5420, device='cuda:0')","tensor(-3.9026, device='cuda:0')","tensor(2.5797, device='cuda:0')"
"tensor(4.5697, device='cuda:0')","tensor(-3.6939, device='cuda:0')","tensor(-0.2934, device='cuda:0')"
"tensor(1.0812, device='cuda:0')","tensor(-3.9606, device='cuda:0')","tensor(3.2541, device='cuda:0')"
"tensor(3.2384, device='cuda:0')","tensor(-3.5569, device='cuda:0')","tensor(0.8476, device='cuda:0')"
"tensor(4.2731, device='cuda:0')","tensor(-3.5559, device='cuda:0')","tensor(-0.1785, device='cuda:0')"
"tensor(4.9658, device='cuda:0')","tensor(-3.7650, device='cuda:0')","tensor(-0.5360, device='cuda:0')"
"tensor(2.9674, device='cuda:0')","tensor(-4.8136, device='cuda:0')","tensor(2.3591, device='cuda:0')"
"tensor(4.9446, device='cuda:0')","tensor(-3.0704, device='cuda:0')","tensor(-1.2708, device='cuda:0')"
"tensor(4.3986, device='cuda:0')","tensor(-4.1667, device='cuda:0')","tensor(0.3344, device='cuda:0')"
"tensor(2.7648, device='cuda:0')","tensor(-2.7101, device='cuda:0')","tensor(0.3985, device='cuda:0')"
"tensor(5.9792, device='cuda:0')","tensor(-2.3197, device='cuda:0')","tensor(-3.1564, device='cuda:0')"
"tensor(4.6720, device='cuda:0')","tensor(-3.8692, device='cuda:0')","tensor(-0.1867, device='cuda:0')"
"tensor(4.1406, device='cuda:0')","tensor(-2.6832, device='cuda:0')","tensor(-1.0238, device='cuda:0')"
"tensor(2.3497, device='cuda:0')","tensor(-2.9312, device='cuda:0')","tensor(0.8700, device='cuda:0')"
"tensor(5.4678, device='cuda:0')","tensor(-4.0809, device='cuda:0')","tensor(-0.8057, device='cuda:0')"
"tensor(3.1928, device='cuda:0')","tensor(-2.9990, device='cuda:0')","tensor(0.2533, device='cuda:0')"
"tensor(4.3940, device='cuda:0')","tensor(-3.2653, device='cuda:0')","tensor(-0.6431, device='cuda:0')"
"tensor(4.0528, device='cuda:0')","tensor(-3.2663, device='cuda:0')","tensor(-0.3854, device='cuda:0')"
"tensor(3.1491, device='cuda:0')","tensor(-3.0510, device='cuda:0')","tensor(0.3629, device='cuda:0')"
"tensor(3.1903, device='cuda:0')","tensor(-2.8201, device='cuda:0')","tensor(0.0042, device='cuda:0')"
"tensor(2.2860, device='cuda:0')","tensor(-3.2797, device='cuda:0')","tensor(1.4463, device='cuda:0')"
"tensor(5.1334, device='cuda:0')","tensor(-3.6716, device='cuda:0')","tensor(-0.8035, device='cuda:0')"
"tensor(2.7467, device='cuda:0')","tensor(-3.1639, device='cuda:0')","tensor(0.8107, device='cuda:0')"
"tensor(4.6748, device='cuda:0')","tensor(-3.5411, device='cuda:0')","tensor(-0.6003, device='cuda:0')"
"tensor(6.0470, device='cuda:0')","tensor(-4.1636, device='cuda:0')","tensor(-1.1792, device='cuda:0')"
"tensor(4.6516, device='cuda:0')","tensor(-4.2433, device='cuda:0')","tensor(0.1533, device='cuda:0')"
"tensor(3.0237, device='cuda:0')","tensor(-2.6371, device='cuda:0')","tensor(0.0238, device='cuda:0')"
"tensor(1.4864, device='cuda:0')","tensor(-2.5609, device='cuda:0')","tensor(1.3787, device='cuda:0')"
"tensor(4.9619, device='cuda:0')","tensor(-3.3936, device='cuda:0')","tensor(-0.9517, device='cuda:0')"
"tensor(2.8253, device='cuda:0')","tensor(-5.4882, device='cuda:0')","tensor(3.0814, device='cuda:0')"
"tensor(3.7960, device='cuda:0')","tensor(-1.9198, device='cuda:0')","tensor(-1.3299, device='cuda:0')"
"tensor(6.1089, device='cuda:0')","tensor(-3.4053, device='cuda:0')","tensor(-1.9756, device='cuda:0')"
"tensor(5.8594, device='cuda:0')","tensor(-3.8295, device='cuda:0')","tensor(-1.3179, device='cuda:0')"
"tensor(2.3003, device='cuda:0')","tensor(-2.7177, device='cuda:0')","tensor(0.7902, device='cuda:0')"
"tensor(4.5018, device='cuda:0')","tensor(-2.8559, device='cuda:0')","tensor(-1.0431, device='cuda:0')"
"tensor(4.2948, device='cuda:0')","tensor(-1.7163, device='cuda:0')","tensor(-2.0413, device='cuda:0')"
"tensor(3.0100, device='cuda:0')","tensor(-5.5590, device='cuda:0')","tensor(3.0241, device='cuda:0')"
