tensor(1.6056, device='cuda:0'),tensor(1.3695, device='cuda:0'),tensor(-2.0579, device='cuda:0'),tensor(-0.9957, device='cuda:0')
tensor(3.9453, device='cuda:0'),tensor(-1.0593, device='cuda:0'),tensor(-2.5365, device='cuda:0'),tensor(-0.1665, device='cuda:0')
tensor(5.6216, device='cuda:0'),tensor(-0.9555, device='cuda:0'),tensor(-3.6677, device='cuda:0'),tensor(-0.6713, device='cuda:0')
tensor(-2.1714, device='cuda:0'),tensor(-1.8481, device='cuda:0'),tensor(2.2001, device='cuda:0'),tensor(1.4566, device='cuda:0')
tensor(-1.6568, device='cuda:0'),tensor(-1.7012, device='cuda:0'),tensor(-0.5193, device='cuda:0'),tensor(3.5878, device='cuda:0')
tensor(-2.5753, device='cuda:0'),tensor(-1.2387, device='cuda:0'),tensor(4.5840, device='cuda:0'),tensor(-1.2935, device='cuda:0')
tensor(2.2899, device='cuda:0'),tensor(-0.1347, device='cuda:0'),tensor(-1.4208, device='cuda:0'),tensor(-0.8738, device='cuda:0')
tensor(-0.4626, device='cuda:0'),tensor(-0.0603, device='cuda:0'),tensor(0.2658, device='cuda:0'),tensor(0.0695, device='cuda:0')
tensor(0.4092, device='cuda:0'),tensor(1.6935, device='cuda:0'),tensor(-2.3728, device='cuda:0'),tensor(0.0128, device='cuda:0')
tensor(-3.5864, device='cuda:0'),tensor(0.5755, device='cuda:0'),tensor(4.3571, device='cuda:0'),tensor(-2.0273, device='cuda:0')
tensor(-1.4492, device='cuda:0'),tensor(1.5442, device='cuda:0'),tensor(-1.3214, device='cuda:0'),tensor(0.9696, device='cuda:0')
tensor(-0.2837, device='cuda:0'),tensor(-0.2471, device='cuda:0'),tensor(-0.5055, device='cuda:0'),tensor(0.8544, device='cuda:0')
tensor(-2.3932, device='cuda:0'),tensor(1.2356, device='cuda:0'),tensor(-0.2225, device='cuda:0'),tensor(0.9460, device='cuda:0')
tensor(0.2958, device='cuda:0'),tensor(1.5133, device='cuda:0'),tensor(-3.2791, device='cuda:0'),tensor(1.3647, device='cuda:0')
tensor(2.3176, device='cuda:0'),tensor(-0.1182, device='cuda:0'),tensor(-1.0617, device='cuda:0'),tensor(-1.1668, device='cuda:0')
tensor(-1.2707, device='cuda:0'),tensor(-1.4877, device='cuda:0'),tensor(-2.2670, device='cuda:0'),tensor(4.8040, device='cuda:0')
tensor(2.7776, device='cuda:0'),tensor(-0.9806, device='cuda:0'),tensor(-0.6588, device='cuda:0'),tensor(-1.1709, device='cuda:0')
tensor(-1.7216, device='cuda:0'),tensor(0.9533, device='cuda:0'),tensor(0.3821, device='cuda:0'),tensor(0.0937, device='cuda:0')
tensor(-1.4664, device='cuda:0'),tensor(-0.6413, device='cuda:0'),tensor(3.3655, device='cuda:0'),tensor(-1.6063, device='cuda:0')
tensor(-3.4982, device='cuda:0'),tensor(1.6306, device='cuda:0'),tensor(4.2424, device='cuda:0'),tensor(-3.1062, device='cuda:0')
tensor(-1.0504, device='cuda:0'),tensor(-2.0458, device='cuda:0'),tensor(-1.1635, device='cuda:0'),tensor(4.0131, device='cuda:0')
tensor(-2.8089, device='cuda:0'),tensor(-1.6544, device='cuda:0'),tensor(5.6434, device='cuda:0'),tensor(-1.7666, device='cuda:0')
tensor(-0.7271, device='cuda:0'),tensor(1.5104, device='cuda:0'),tensor(2.6213, device='cuda:0'),tensor(-3.8421, device='cuda:0')
tensor(0.9266, device='cuda:0'),tensor(-2.0990, device='cuda:0'),tensor(-0.6341, device='cuda:0'),tensor(1.7561, device='cuda:0')
tensor(1.8139, device='cuda:0'),tensor(0.1734, device='cuda:0'),tensor(-2.9082, device='cuda:0'),tensor(0.9531, device='cuda:0')
tensor(-0.0859, device='cuda:0'),tensor(-0.3310, device='cuda:0'),tensor(0.8864, device='cuda:0'),tensor(-0.5429, device='cuda:0')
tensor(-5.3756, device='cuda:0'),tensor(1.2118, device='cuda:0'),tensor(7.4665, device='cuda:0'),tensor(-4.1719, device='cuda:0')
tensor(0.0357, device='cuda:0'),tensor(-1.7166, device='cuda:0'),tensor(-1.3132, device='cuda:0'),tensor(2.8905, device='cuda:0')
tensor(-0.0599, device='cuda:0'),tensor(-0.1738, device='cuda:0'),tensor(0.1360, device='cuda:0'),tensor(-0.0936, device='cuda:0')
tensor(-1.1453, device='cuda:0'),tensor(-0.8726, device='cuda:0'),tensor(1.5530, device='cuda:0'),tensor(0.2057, device='cuda:0')
tensor(-0.7103, device='cuda:0'),tensor(-0.8040, device='cuda:0'),tensor(1.1921, device='cuda:0'),tensor(0.1220, device='cuda:0')
tensor(-0.7023, device='cuda:0'),tensor(0.1295, device='cuda:0'),tensor(-0.9532, device='cuda:0'),tensor(1.2569, device='cuda:0')
tensor(2.9807, device='cuda:0'),tensor(-0.4909, device='cuda:0'),tensor(-1.5728, device='cuda:0'),tensor(-0.9546, device='cuda:0')
tensor(8.1700, device='cuda:0'),tensor(0.3993, device='cuda:0'),tensor(-5.8304, device='cuda:0'),tensor(-2.4761, device='cuda:0')
tensor(-2.9292, device='cuda:0'),tensor(-0.2712, device='cuda:0'),tensor(-2.9571, device='cuda:0'),tensor(5.8326, device='cuda:0')
tensor(-3.2585, device='cuda:0'),tensor(0.7962, device='cuda:0'),tensor(0.1382, device='cuda:0'),tensor(1.8809, device='cuda:0')
tensor(1.1529, device='cuda:0'),tensor(-0.8651, device='cuda:0'),tensor(0.3545, device='cuda:0'),tensor(-0.7801, device='cuda:0')
tensor(4.1370, device='cuda:0'),tensor(-1.4592, device='cuda:0'),tensor(-1.5142, device='cuda:0'),tensor(-1.0595, device='cuda:0')
tensor(5.5969, device='cuda:0'),tensor(-1.3002, device='cuda:0'),tensor(-2.8717, device='cuda:0'),tensor(-1.0852, device='cuda:0')
tensor(-2.1329, device='cuda:0'),tensor(-0.5179, device='cuda:0'),tensor(3.9746, device='cuda:0'),tensor(-1.7416, device='cuda:0')
tensor(-2.4142, device='cuda:0'),tensor(0.1176, device='cuda:0'),tensor(4.7628, device='cuda:0'),tensor(-2.9331, device='cuda:0')
tensor(2.7986, device='cuda:0'),tensor(-0.8506, device='cuda:0'),tensor(-0.9854, device='cuda:0'),tensor(-0.9799, device='cuda:0')
tensor(-1.8061, device='cuda:0'),tensor(1.0480, device='cuda:0'),tensor(-0.8740, device='cuda:0'),tensor(1.2962, device='cuda:0')
tensor(-1.3506, device='cuda:0'),tensor(0.2031, device='cuda:0'),tensor(1.3761, device='cuda:0'),tensor(-0.5777, device='cuda:0')
tensor(2.1392, device='cuda:0'),tensor(-0.3765, device='cuda:0'),tensor(-2.3778, device='cuda:0'),tensor(0.6891, device='cuda:0')
tensor(-2.5238, device='cuda:0'),tensor(0.6679, device='cuda:0'),tensor(5.6762, device='cuda:0'),tensor(-4.4551, device='cuda:0')
tensor(-0.6608, device='cuda:0'),tensor(0.0913, device='cuda:0'),tensor(2.3192, device='cuda:0'),tensor(-1.9108, device='cuda:0')
tensor(0.9520, device='cuda:0'),tensor(-0.9756, device='cuda:0'),tensor(0.5581, device='cuda:0'),tensor(-0.5311, device='cuda:0')
tensor(-2.3998, device='cuda:0'),tensor(-1.2052, device='cuda:0'),tensor(4.6578, device='cuda:0'),tensor(-1.5085, device='cuda:0')
tensor(6.4451, device='cuda:0'),tensor(-0.2386, device='cuda:0'),tensor(-4.1269, device='cuda:0'),tensor(-1.7928, device='cuda:0')
tensor(-1.5919, device='cuda:0'),tensor(-0.4425, device='cuda:0'),tensor(2.4114, device='cuda:0'),tensor(-0.7416, device='cuda:0')
tensor(1.8421, device='cuda:0'),tensor(-0.9789, device='cuda:0'),tensor(-0.8422, device='cuda:0'),tensor(0.0279, device='cuda:0')
tensor(3.7588, device='cuda:0'),tensor(-0.5271, device='cuda:0'),tensor(-0.8231, device='cuda:0'),tensor(-2.3637, device='cuda:0')
tensor(-6.9835, device='cuda:0'),tensor(0.8794, device='cuda:0'),tensor(7.1451, device='cuda:0'),tensor(-2.1361, device='cuda:0')
tensor(5.4541, device='cuda:0'),tensor(-0.7570, device='cuda:0'),tensor(-2.8303, device='cuda:0'),tensor(-1.6979, device='cuda:0')
tensor(-3.1705, device='cuda:0'),tensor(1.8696, device='cuda:0'),tensor(0.0475, device='cuda:0'),tensor(0.8082, device='cuda:0')
tensor(-0.3186, device='cuda:0'),tensor(0.1986, device='cuda:0'),tensor(1.9961, device='cuda:0'),tensor(-2.1545, device='cuda:0')
tensor(-1.3857, device='cuda:0'),tensor(0.8571, device='cuda:0'),tensor(2.3609, device='cuda:0'),tensor(-2.2698, device='cuda:0')
tensor(3.8009, device='cuda:0'),tensor(-0.9338, device='cuda:0'),tensor(-3.3258, device='cuda:0'),tensor(0.4785, device='cuda:0')
tensor(2.2220, device='cuda:0'),tensor(-1.3343, device='cuda:0'),tensor(-0.5504, device='cuda:0'),tensor(-0.3528, device='cuda:0')
tensor(1.7566, device='cuda:0'),tensor(1.7036, device='cuda:0'),tensor(-2.2609, device='cuda:0'),tensor(-1.3019, device='cuda:0')
tensor(0.2529, device='cuda:0'),tensor(-0.9282, device='cuda:0'),tensor(-3.0267, device='cuda:0'),tensor(3.6636, device='cuda:0')
tensor(-2.4425, device='cuda:0'),tensor(0.2488, device='cuda:0'),tensor(3.6088, device='cuda:0'),tensor(-1.8296, device='cuda:0')
tensor(-3.4351, device='cuda:0'),tensor(1.7211, device='cuda:0'),tensor(3.0504, device='cuda:0'),tensor(-2.0994, device='cuda:0')
tensor(1.9177, device='cuda:0'),tensor(0.3721, device='cuda:0'),tensor(-2.3454, device='cuda:0'),tensor(0.0429, device='cuda:0')
tensor(0.4047, device='cuda:0'),tensor(1.1643, device='cuda:0'),tensor(-0.0668, device='cuda:0'),tensor(-1.6769, device='cuda:0')
tensor(-0.5318, device='cuda:0'),tensor(0.8432, device='cuda:0'),tensor(-0.1871, device='cuda:0'),tensor(-0.4822, device='cuda:0')
tensor(3.1447, device='cuda:0'),tensor(2.8224, device='cuda:0'),tensor(-4.9401, device='cuda:0'),tensor(-1.4012, device='cuda:0')
tensor(-0.5422, device='cuda:0'),tensor(-1.0979, device='cuda:0'),tensor(-2.2864, device='cuda:0'),tensor(3.7456, device='cuda:0')
tensor(1.2048, device='cuda:0'),tensor(1.5175, device='cuda:0'),tensor(-1.7324, device='cuda:0'),tensor(-1.1180, device='cuda:0')
tensor(0.3068, device='cuda:0'),tensor(1.5583, device='cuda:0'),tensor(-3.2809, device='cuda:0'),tensor(1.3090, device='cuda:0')
tensor(-2.8651, device='cuda:0'),tensor(-0.6029, device='cuda:0'),tensor(-1.3273, device='cuda:0'),tensor(4.3481, device='cuda:0')
tensor(-2.5938, device='cuda:0'),tensor(-0.0580, device='cuda:0'),tensor(3.7070, device='cuda:0'),tensor(-1.5799, device='cuda:0')
tensor(2.5196, device='cuda:0'),tensor(-0.6124, device='cuda:0'),tensor(-1.6270, device='cuda:0'),tensor(-0.2572, device='cuda:0')
tensor(-0.8391, device='cuda:0'),tensor(-2.0236, device='cuda:0'),tensor(4.9186, device='cuda:0'),tensor(-2.4699, device='cuda:0')
tensor(-0.9602, device='cuda:0'),tensor(0.0625, device='cuda:0'),tensor(-1.3981, device='cuda:0'),tensor(1.9886, device='cuda:0')
tensor(-3.2944, device='cuda:0'),tensor(1.0466, device='cuda:0'),tensor(-0.5385, device='cuda:0'),tensor(2.3546, device='cuda:0')
tensor(-0.2988, device='cuda:0'),tensor(-0.8635, device='cuda:0'),tensor(1.8389, device='cuda:0'),tensor(-0.8831, device='cuda:0')
tensor(0.0012, device='cuda:0'),tensor(-2.3876, device='cuda:0'),tensor(-0.5607, device='cuda:0'),tensor(2.8144, device='cuda:0')
tensor(0.3972, device='cuda:0'),tensor(0.9023, device='cuda:0'),tensor(1.4332, device='cuda:0'),tensor(-3.1016, device='cuda:0')
tensor(-0.6816, device='cuda:0'),tensor(-1.4607, device='cuda:0'),tensor(-0.6611, device='cuda:0'),tensor(2.6629, device='cuda:0')
tensor(-2.1370, device='cuda:0'),tensor(-1.4647, device='cuda:0'),tensor(1.7749, device='cuda:0'),tensor(1.5900, device='cuda:0')
tensor(5.2762, device='cuda:0'),tensor(-0.5266, device='cuda:0'),tensor(-3.5605, device='cuda:0'),tensor(-0.9031, device='cuda:0')
tensor(-1.9379, device='cuda:0'),tensor(-0.4716, device='cuda:0'),tensor(2.0416, device='cuda:0'),tensor(0.0337, device='cuda:0')
tensor(-1.6354, device='cuda:0'),tensor(-1.6935, device='cuda:0'),tensor(-0.5084, device='cuda:0'),tensor(3.5594, device='cuda:0')
tensor(4.2532, device='cuda:0'),tensor(0.0645, device='cuda:0'),tensor(-3.7089, device='cuda:0'),tensor(-0.5027, device='cuda:0')
tensor(1.5828, device='cuda:0'),tensor(1.4787, device='cuda:0'),tensor(-2.9573, device='cuda:0'),tensor(-0.2709, device='cuda:0')
tensor(4.2326, device='cuda:0'),tensor(-0.5395, device='cuda:0'),tensor(-2.5310, device='cuda:0'),tensor(-1.0066, device='cuda:0')
tensor(4.5528, device='cuda:0'),tensor(-1.4047, device='cuda:0'),tensor(-2.5303, device='cuda:0'),tensor(-0.4635, device='cuda:0')
tensor(-3.1970, device='cuda:0'),tensor(0.5984, device='cuda:0'),tensor(2.8139, device='cuda:0'),tensor(-0.7202, device='cuda:0')
tensor(1.7980, device='cuda:0'),tensor(-3.0351, device='cuda:0'),tensor(-2.8622, device='cuda:0'),tensor(4.0882, device='cuda:0')
tensor(-4.3675, device='cuda:0'),tensor(1.0887, device='cuda:0'),tensor(0.2379, device='cuda:0'),tensor(2.5133, device='cuda:0')
tensor(-0.8054, device='cuda:0'),tensor(-1.2226, device='cuda:0'),tensor(-0.2834, device='cuda:0'),tensor(2.1531, device='cuda:0')
tensor(-3.6862, device='cuda:0'),tensor(-0.5699, device='cuda:0'),tensor(2.0466, device='cuda:0'),tensor(1.5839, device='cuda:0')
tensor(0.4392, device='cuda:0'),tensor(-1.4051, device='cuda:0'),tensor(2.5710, device='cuda:0'),tensor(-1.7803, device='cuda:0')
tensor(-0.1155, device='cuda:0'),tensor(0.2999, device='cuda:0'),tensor(0.1935, device='cuda:0'),tensor(-0.6084, device='cuda:0')
tensor(-1.4919, device='cuda:0'),tensor(-0.3572, device='cuda:0'),tensor(3.2010, device='cuda:0'),tensor(-1.6671, device='cuda:0')
tensor(-0.9742, device='cuda:0'),tensor(-0.0955, device='cuda:0'),tensor(-0.2300, device='cuda:0'),tensor(1.1036, device='cuda:0')
tensor(-0.7857, device='cuda:0'),tensor(1.2707, device='cuda:0'),tensor(-0.3553, device='cuda:0'),tensor(-0.4595, device='cuda:0')
tensor(0.1998, device='cuda:0'),tensor(-1.0848, device='cuda:0'),tensor(0.6519, device='cuda:0'),tensor(0.0491, device='cuda:0')
tensor(0.1089, device='cuda:0'),tensor(-0.5342, device='cuda:0'),tensor(0.3528, device='cuda:0'),tensor(-0.0682, device='cuda:0')
tensor(-1.4128, device='cuda:0'),tensor(-0.6024, device='cuda:0'),tensor(-0.2046, device='cuda:0'),tensor(1.8764, device='cuda:0')
tensor(4.8697, device='cuda:0'),tensor(-0.5955, device='cuda:0'),tensor(-3.0085, device='cuda:0'),tensor(-1.0901, device='cuda:0')
tensor(1.7598, device='cuda:0'),tensor(-3.0477, device='cuda:0'),tensor(-2.8602, device='cuda:0'),tensor(4.1417, device='cuda:0')
tensor(-3.2795, device='cuda:0'),tensor(2.0576, device='cuda:0'),tensor(0.2792, device='cuda:0'),tensor(0.3817, device='cuda:0')
tensor(-2.5473, device='cuda:0'),tensor(-1.3462, device='cuda:0'),tensor(4.5202, device='cuda:0'),tensor(-1.0591, device='cuda:0')
tensor(3.6248, device='cuda:0'),tensor(-1.5687, device='cuda:0'),tensor(-1.5263, device='cuda:0'),tensor(-0.3188, device='cuda:0')
tensor(2.3115, device='cuda:0'),tensor(1.6114, device='cuda:0'),tensor(-1.9274, device='cuda:0'),tensor(-2.1231, device='cuda:0')
tensor(2.1663, device='cuda:0'),tensor(-0.6999, device='cuda:0'),tensor(-1.5128, device='cuda:0'),tensor(-0.0495, device='cuda:0')
tensor(2.9976, device='cuda:0'),tensor(-0.8096, device='cuda:0'),tensor(-2.1861, device='cuda:0'),tensor(0.0913, device='cuda:0')
tensor(2.8118, device='cuda:0'),tensor(-0.8513, device='cuda:0'),tensor(-2.0366, device='cuda:0'),tensor(0.1272, device='cuda:0')
tensor(-3.1031, device='cuda:0'),tensor(0.4614, device='cuda:0'),tensor(3.0613, device='cuda:0'),tensor(-0.9179, device='cuda:0')
tensor(-2.3534, device='cuda:0'),tensor(0.3958, device='cuda:0'),tensor(-0.0437, device='cuda:0'),tensor(1.6772, device='cuda:0')
tensor(0.4163, device='cuda:0'),tensor(-1.8476, device='cuda:0'),tensor(-0.1762, device='cuda:0'),tensor(1.5278, device='cuda:0')
tensor(3.0593, device='cuda:0'),tensor(1.3682, device='cuda:0'),tensor(-2.7612, device='cuda:0'),tensor(-1.7731, device='cuda:0')
tensor(-2.8369, device='cuda:0'),tensor(-2.4769, device='cuda:0'),tensor(-1.3207, device='cuda:0'),tensor(6.3471, device='cuda:0')
tensor(1.3753, device='cuda:0'),tensor(3.2874, device='cuda:0'),tensor(-3.7508, device='cuda:0'),tensor(-1.2864, device='cuda:0')
tensor(1.1435, device='cuda:0'),tensor(-1.0741, device='cuda:0'),tensor(-3.1277, device='cuda:0'),tensor(3.0520, device='cuda:0')
tensor(2.5242, device='cuda:0'),tensor(0.7752, device='cuda:0'),tensor(-0.5942, device='cuda:0'),tensor(-2.9118, device='cuda:0')
tensor(-1.2165, device='cuda:0'),tensor(-1.3799, device='cuda:0'),tensor(-1.9107, device='cuda:0'),tensor(4.3100, device='cuda:0')
tensor(0.7635, device='cuda:0'),tensor(-1.2844, device='cuda:0'),tensor(1.2845, device='cuda:0'),tensor(-0.9125, device='cuda:0')
tensor(-0.7756, device='cuda:0'),tensor(-0.6773, device='cuda:0'),tensor(3.1505, device='cuda:0'),tensor(-2.0364, device='cuda:0')
tensor(2.2455, device='cuda:0'),tensor(2.2490, device='cuda:0'),tensor(-2.6150, device='cuda:0'),tensor(-1.9911, device='cuda:0')
tensor(-0.4321, device='cuda:0'),tensor(-0.2066, device='cuda:0'),tensor(0.8980, device='cuda:0'),tensor(-0.4570, device='cuda:0')
tensor(2.5439, device='cuda:0'),tensor(1.6957, device='cuda:0'),tensor(-3.3588, device='cuda:0'),tensor(-0.9556, device='cuda:0')
tensor(-0.9081, device='cuda:0'),tensor(-2.4316, device='cuda:0'),tensor(-1.7373, device='cuda:0'),tensor(4.8556, device='cuda:0')
tensor(0.6687, device='cuda:0'),tensor(-0.2519, device='cuda:0'),tensor(1.5151, device='cuda:0'),tensor(-2.0605, device='cuda:0')
tensor(3.8669, device='cuda:0'),tensor(-0.1517, device='cuda:0'),tensor(-2.7848, device='cuda:0'),tensor(-0.7974, device='cuda:0')
tensor(-3.0005, device='cuda:0'),tensor(-1.4728, device='cuda:0'),tensor(-3.4947, device='cuda:0'),tensor(7.5753, device='cuda:0')
tensor(0.8501, device='cuda:0'),tensor(-0.5681, device='cuda:0'),tensor(-0.9703, device='cuda:0'),tensor(0.5329, device='cuda:0')
tensor(3.5121, device='cuda:0'),tensor(0.3440, device='cuda:0'),tensor(-2.5235, device='cuda:0'),tensor(-1.2483, device='cuda:0')
tensor(2.0891, device='cuda:0'),tensor(3.2427, device='cuda:0'),tensor(-3.6175, device='cuda:0'),tensor(-1.9284, device='cuda:0')
tensor(0.6503, device='cuda:0'),tensor(-1.7688, device='cuda:0'),tensor(-0.7375, device='cuda:0'),tensor(1.8833, device='cuda:0')
tensor(-1.6045, device='cuda:0'),tensor(-0.1215, device='cuda:0'),tensor(2.5107, device='cuda:0'),tensor(-1.1888, device='cuda:0')
tensor(3.4049, device='cuda:0'),tensor(1.0326, device='cuda:0'),tensor(-2.5206, device='cuda:0'),tensor(-1.9597, device='cuda:0')
tensor(-0.1282, device='cuda:0'),tensor(-1.1689, device='cuda:0'),tensor(-2.2140, device='cuda:0'),tensor(3.2885, device='cuda:0')
tensor(-0.3751, device='cuda:0'),tensor(-1.6327, device='cuda:0'),tensor(-0.2581, device='cuda:0'),tensor(2.0777, device='cuda:0')
tensor(-0.5542, device='cuda:0'),tensor(-0.7492, device='cuda:0'),tensor(-0.6635, device='cuda:0'),tensor(1.7704, device='cuda:0')
tensor(1.6417, device='cuda:0'),tensor(-0.8147, device='cuda:0'),tensor(-0.5580, device='cuda:0'),tensor(-0.3511, device='cuda:0')
tensor(3.7591, device='cuda:0'),tensor(-0.0370, device='cuda:0'),tensor(-2.7146, device='cuda:0'),tensor(-0.8903, device='cuda:0')
tensor(2.3707, device='cuda:0'),tensor(-2.1548, device='cuda:0'),tensor(0.8354, device='cuda:0'),tensor(-0.9976, device='cuda:0')
tensor(8.1677, device='cuda:0'),tensor(-1.8793, device='cuda:0'),tensor(-4.5837, device='cuda:0'),tensor(-1.2138, device='cuda:0')
tensor(-1.5643, device='cuda:0'),tensor(-0.0492, device='cuda:0'),tensor(2.8048, device='cuda:0'),tensor(-1.6220, device='cuda:0')
tensor(3.3485, device='cuda:0'),tensor(0.7040, device='cuda:0'),tensor(-3.4275, device='cuda:0'),tensor(-0.5971, device='cuda:0')
tensor(-3.6527, device='cuda:0'),tensor(2.2746, device='cuda:0'),tensor(1.2658, device='cuda:0'),tensor(-0.6180, device='cuda:0')
tensor(0.3670, device='cuda:0'),tensor(0.1035, device='cuda:0'),tensor(-0.4031, device='cuda:0'),tensor(-0.2452, device='cuda:0')
tensor(0.3194, device='cuda:0'),tensor(-0.1400, device='cuda:0'),tensor(0.0334, device='cuda:0'),tensor(-0.3941, device='cuda:0')
tensor(3.2207, device='cuda:0'),tensor(-2.0183, device='cuda:0'),tensor(-0.6624, device='cuda:0'),tensor(-0.3570, device='cuda:0')
tensor(-0.7791, device='cuda:0'),tensor(2.0993, device='cuda:0'),tensor(-0.5543, device='cuda:0'),tensor(-1.1231, device='cuda:0')
tensor(-0.9229, device='cuda:0'),tensor(1.2862, device='cuda:0'),tensor(0.3704, device='cuda:0'),tensor(-1.1145, device='cuda:0')
tensor(-2.2479, device='cuda:0'),tensor(-0.4758, device='cuda:0'),tensor(-0.5151, device='cuda:0'),tensor(2.8913, device='cuda:0')
tensor(0.4641, device='cuda:0'),tensor(-0.7872, device='cuda:0'),tensor(-0.4675, device='cuda:0'),tensor(0.6777, device='cuda:0')
tensor(-1.8911, device='cuda:0'),tensor(0.0200, device='cuda:0'),tensor(1.7967, device='cuda:0'),tensor(-0.3153, device='cuda:0')
tensor(-2.1493, device='cuda:0'),tensor(-0.8660, device='cuda:0'),tensor(2.8144, device='cuda:0'),tensor(-0.1584, device='cuda:0')
tensor(3.1350, device='cuda:0'),tensor(0.3981, device='cuda:0'),tensor(-2.2038, device='cuda:0'),tensor(-1.3740, device='cuda:0')
tensor(-0.8568, device='cuda:0'),tensor(-0.1679, device='cuda:0'),tensor(0.1755, device='cuda:0'),tensor(0.6482, device='cuda:0')
tensor(-2.3446, device='cuda:0'),tensor(-0.1858, device='cuda:0'),tensor(0.7613, device='cuda:0'),tensor(1.5404, device='cuda:0')
tensor(2.4175, device='cuda:0'),tensor(-1.2034, device='cuda:0'),tensor(-1.0291, device='cuda:0'),tensor(-0.1619, device='cuda:0')
tensor(-0.2918, device='cuda:0'),tensor(-0.0950, device='cuda:0'),tensor(-0.0319, device='cuda:0'),tensor(0.2409, device='cuda:0')
tensor(3.6483, device='cuda:0'),tensor(0.3766, device='cuda:0'),tensor(-2.8129, device='cuda:0'),tensor(-1.1417, device='cuda:0')
tensor(-0.1253, device='cuda:0'),tensor(0.6174, device='cuda:0'),tensor(-1.2796, device='cuda:0'),tensor(0.5576, device='cuda:0')
tensor(-0.6193, device='cuda:0'),tensor(-0.8159, device='cuda:0'),tensor(-2.6258, device='cuda:0'),tensor(3.8793, device='cuda:0')
tensor(-0.2048, device='cuda:0'),tensor(-0.4682, device='cuda:0'),tensor(2.2982, device='cuda:0'),tensor(-1.7833, device='cuda:0')
tensor(-0.0948, device='cuda:0'),tensor(0.0955, device='cuda:0'),tensor(0.3270, device='cuda:0'),tensor(-0.4726, device='cuda:0')
tensor(-0.3755, device='cuda:0'),tensor(-0.3551, device='cuda:0'),tensor(-2.1873, device='cuda:0'),tensor(2.7116, device='cuda:0')
tensor(-3.1605, device='cuda:0'),tensor(-1.2455, device='cuda:0'),tensor(1.5805, device='cuda:0'),tensor(2.5555, device='cuda:0')
tensor(-0.1355, device='cuda:0'),tensor(-0.6357, device='cuda:0'),tensor(0.5260, device='cuda:0'),tensor(0.0437, device='cuda:0')
tensor(3.6276, device='cuda:0'),tensor(0.3236, device='cuda:0'),tensor(-2.6987, device='cuda:0'),tensor(-1.3163, device='cuda:0')
tensor(-1.3537, device='cuda:0'),tensor(0.7064, device='cuda:0'),tensor(2.6047, device='cuda:0'),tensor(-2.2953, device='cuda:0')
tensor(2.8134, device='cuda:0'),tensor(0.3078, device='cuda:0'),tensor(-3.7408, device='cuda:0'),tensor(0.6517, device='cuda:0')
tensor(6.0740, device='cuda:0'),tensor(-1.9445, device='cuda:0'),tensor(-3.7850, device='cuda:0'),tensor(-0.1819, device='cuda:0')
tensor(-0.5821, device='cuda:0'),tensor(-0.3342, device='cuda:0'),tensor(-2.0798, device='cuda:0'),tensor(2.7747, device='cuda:0')
tensor(0.1014, device='cuda:0'),tensor(1.0273, device='cuda:0'),tensor(-0.9428, device='cuda:0'),tensor(-0.2984, device='cuda:0')
tensor(0.0969, device='cuda:0'),tensor(-0.4095, device='cuda:0'),tensor(0.4726, device='cuda:0'),tensor(-0.3253, device='cuda:0')
tensor(-3.8870, device='cuda:0'),tensor(0.9305, device='cuda:0'),tensor(-0.0951, device='cuda:0'),tensor(2.6194, device='cuda:0')
tensor(3.4932, device='cuda:0'),tensor(-0.0239, device='cuda:0'),tensor(-2.0543, device='cuda:0'),tensor(-1.4514, device='cuda:0')
tensor(2.8798, device='cuda:0'),tensor(0.3661, device='cuda:0'),tensor(-3.2445, device='cuda:0'),tensor(-0.0016, device='cuda:0')
tensor(4.8476, device='cuda:0'),tensor(-0.5842, device='cuda:0'),tensor(-2.7051, device='cuda:0'),tensor(-1.3215, device='cuda:0')
tensor(-0.4172, device='cuda:0'),tensor(0.1924, device='cuda:0'),tensor(0.4859, device='cuda:0'),tensor(-0.4526, device='cuda:0')
tensor(4.5741, device='cuda:0'),tensor(-0.4989, device='cuda:0'),tensor(-2.7233, device='cuda:0'),tensor(-1.1953, device='cuda:0')
tensor(-1.3076, device='cuda:0'),tensor(0.1063, device='cuda:0'),tensor(2.3020, device='cuda:0'),tensor(-1.3251, device='cuda:0')
tensor(3.6286, device='cuda:0'),tensor(-0.3275, device='cuda:0'),tensor(-2.8078, device='cuda:0'),tensor(-0.4746, device='cuda:0')
tensor(3.5310, device='cuda:0'),tensor(-1.4889, device='cuda:0'),tensor(-0.9216, device='cuda:0'),tensor(-1.0917, device='cuda:0')
tensor(2.1260, device='cuda:0'),tensor(-0.3655, device='cuda:0'),tensor(-0.5104, device='cuda:0'),tensor(-1.2762, device='cuda:0')
tensor(0.4616, device='cuda:0'),tensor(-0.5316, device='cuda:0'),tensor(-0.5581, device='cuda:0'),tensor(0.4921, device='cuda:0')
tensor(1.1479, device='cuda:0'),tensor(2.5161, device='cuda:0'),tensor(-1.9759, device='cuda:0'),tensor(-1.9281, device='cuda:0')
tensor(-0.2517, device='cuda:0'),tensor(-2.0791, device='cuda:0'),tensor(-2.1637, device='cuda:0'),tensor(4.4733, device='cuda:0')
tensor(1.9052, device='cuda:0'),tensor(0.0457, device='cuda:0'),tensor(-0.4484, device='cuda:0'),tensor(-1.4698, device='cuda:0')
