#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCL5	IL11	9606.ENSP00000474412	9606.ENSP00000264563	0	0	0	0	0	0	0	0.517	0.517
CCL5	STAT3	9606.ENSP00000474412	9606.ENSP00000264657	0	0	0	0	0	0	0.650	0.774	0.917
CCL5	ICAM1	9606.ENSP00000474412	9606.ENSP00000264832	0	0	0	0	0.078	0	0	0.742	0.752
CCL5	EGF	9606.ENSP00000474412	9606.ENSP00000265171	0	0	0	0	0	0	0	0.606	0.606
CCL5	IRF8	9606.ENSP00000474412	9606.ENSP00000268638	0	0	0	0	0.133	0	0	0.394	0.452
CCL5	IFNAR1	9606.ENSP00000474412	9606.ENSP00000270139	0	0	0	0	0	0	0	0.476	0.476
CCL5	FCGR2A	9606.ENSP00000474412	9606.ENSP00000271450	0	0	0	0	0.098	0	0	0.473	0.504
CCL5	IL9	9606.ENSP00000474412	9606.ENSP00000274520	0	0	0	0	0	0	0	0.811	0.811
CCL5	EGFR	9606.ENSP00000474412	9606.ENSP00000275493	0	0	0	0	0	0	0	0.430	0.430
CCL5	IFNA1	9606.ENSP00000474412	9606.ENSP00000276927	0	0	0	0	0.052	0	0	0.718	0.721
CCL5	IL18	9606.ENSP00000474412	9606.ENSP00000280357	0	0	0	0	0.062	0	0.900	0.731	0.972
CCL5	CSF1R	9606.ENSP00000474412	9606.ENSP00000286301	0	0	0	0	0.110	0	0	0.471	0.509
CCL5	CXCL13	9606.ENSP00000474412	9606.ENSP00000286758	0	0	0	0	0.088	0	0	0.681	0.697
CCL5	CXCR5	9606.ENSP00000474412	9606.ENSP00000292174	0	0	0	0	0.093	0.281	0.600	0.517	0.857
CCL5	CCR2	9606.ENSP00000474412	9606.ENSP00000292301	0	0	0	0	0.105	0.056	0.600	0.968	0.988
CCL5	CCR5	9606.ENSP00000474412	9606.ENSP00000292303	0	0	0	0	0.181	0.973	0.800	0.995	0.999
CCL5	CXCL16	9606.ENSP00000474412	9606.ENSP00000293778	0	0	0	0	0.107	0	0	0.603	0.630
CCL5	VCAM1	9606.ENSP00000474412	9606.ENSP00000294728	0	0	0	0	0.082	0	0	0.722	0.734
CCL5	CXCR1	9606.ENSP00000474412	9606.ENSP00000295683	0	0	0	0	0.077	0.056	0.600	0.659	0.865
CCL5	CXCL5	9606.ENSP00000474412	9606.ENSP00000296027	0	0	0	0	0.063	0.056	0	0.778	0.787
CCL5	PPBP	9606.ENSP00000474412	9606.ENSP00000296028	0	0	0	0	0.119	0.248	0	0.672	0.764
CCL5	PF4	9606.ENSP00000474412	9606.ENSP00000296029	0	0	0	0	0.096	0.467	0	0.995	0.997
CCL5	CCR1	9606.ENSP00000474412	9606.ENSP00000296140	0	0	0	0	0.096	0.764	0.800	0.989	0.999
CCL5	IL15	9606.ENSP00000474412	9606.ENSP00000296545	0	0	0	0	0.086	0	0	0.812	0.821
CCL5	TLR3	9606.ENSP00000474412	9606.ENSP00000296795	0	0	0	0	0	0	0	0.711	0.711
CCL5	IL3	9606.ENSP00000474412	9606.ENSP00000296870	0	0	0	0	0	0	0	0.719	0.719
CCL5	CSF2	9606.ENSP00000474412	9606.ENSP00000296871	0	0	0	0	0.062	0	0.900	0.871	0.986
CCL5	STAT6	9606.ENSP00000474412	9606.ENSP00000300134	0	0	0	0	0.065	0	0	0.470	0.483
CCL5	NOD2	9606.ENSP00000474412	9606.ENSP00000300589	0	0	0	0	0.124	0	0	0.461	0.508
CCL5	IGF1	9606.ENSP00000474412	9606.ENSP00000302665	0	0	0	0	0	0	0	0.507	0.507
CCL5	CTLA4	9606.ENSP00000474412	9606.ENSP00000303939	0	0	0	0	0.076	0	0	0.613	0.627
CCL5	IL13	9606.ENSP00000474412	9606.ENSP00000304915	0	0	0	0	0	0	0	0.844	0.844
CCL5	CXCL10	9606.ENSP00000474412	9606.ENSP00000305651	0	0	0	0	0.306	0.248	0.600	0.908	0.978
CCL5	IL7R	9606.ENSP00000474412	9606.ENSP00000306157	0	0	0	0	0.262	0	0	0.458	0.583
CCL5	CXCL8	9606.ENSP00000474412	9606.ENSP00000306512	0	0	0	0	0.065	0.281	0.600	0.888	0.966
CCL5	CXCL11	9606.ENSP00000474412	9606.ENSP00000306884	0	0	0	0	0.153	0.237	0	0.781	0.846
CCL5	TLR10	9606.ENSP00000474412	9606.ENSP00000308925	0	0	0	0	0.117	0	0	0.475	0.517
CCL5	CD34	9606.ENSP00000474412	9606.ENSP00000310036	0	0	0	0	0	0	0	0.505	0.505
CCL5	TLR8	9606.ENSP00000474412	9606.ENSP00000312082	0	0	0	0	0.140	0	0	0.517	0.566
CCL5	LEP	9606.ENSP00000474412	9606.ENSP00000312652	0	0	0	0	0	0	0	0.559	0.559
CCL5	CXCR2	9606.ENSP00000474412	9606.ENSP00000319635	0	0	0	0	0.098	0.056	0.600	0.753	0.905
CCL5	CD28	9606.ENSP00000474412	9606.ENSP00000324890	0	0	0	0	0.088	0	0	0.546	0.568
CCL5	CCR8	9606.ENSP00000474412	9606.ENSP00000326432	0	0	0	0	0.063	0.056	0.600	0.569	0.827
CCL5	CSF1	9606.ENSP00000474412	9606.ENSP00000327513	0	0	0	0	0.062	0	0	0.701	0.708
CCL5	CD86	9606.ENSP00000474412	9606.ENSP00000332049	0	0	0	0	0.151	0	0	0.659	0.698
CCL5	TSLP	9606.ENSP00000474412	9606.ENSP00000339804	0	0	0	0	0	0	0	0.518	0.518
CCL5	IL17A	9606.ENSP00000474412	9606.ENSP00000344192	0	0	0	0	0	0	0	0.839	0.839
CCL5	FN1	9606.ENSP00000474412	9606.ENSP00000346839	0	0	0	0	0	0	0	0.567	0.567
CCL5	ITGAL	9606.ENSP00000474412	9606.ENSP00000349252	0	0	0	0	0.236	0	0	0.452	0.563
CCL5	CCR9	9606.ENSP00000474412	9606.ENSP00000350256	0	0	0	0	0	0.056	0.600	0.502	0.795
CCL5	CX3CR1	9606.ENSP00000474412	9606.ENSP00000351059	0	0	0	0	0	0	0.600	0.671	0.862
CCL5	FCGR2B	9606.ENSP00000474412	9606.ENSP00000351497	0	0	0	0	0.134	0	0	0.459	0.512
CCL5	TLR9	9606.ENSP00000474412	9606.ENSP00000353874	0	0	0	0	0.062	0	0	0.628	0.636
CCL5	STAT1	9606.ENSP00000474412	9606.ENSP00000354394	0	0	0	0	0.140	0	0	0.669	0.704
CCL5	CXCL9	9606.ENSP00000474412	9606.ENSP00000354901	0	0	0	0	0.265	0.248	0	0.861	0.917
CCL5	TLR1	9606.ENSP00000474412	9606.ENSP00000354932	0	0	0	0	0.108	0	0	0.553	0.584
CCL5	PTGS2	9606.ENSP00000474412	9606.ENSP00000356438	0	0	0	0	0.062	0	0	0.597	0.606
CCL5	FASLG	9606.ENSP00000474412	9606.ENSP00000356694	0	0	0	0	0.136	0	0	0.509	0.557
CCL5	IL6R	9606.ENSP00000474412	9606.ENSP00000357470	0	0	0	0	0.092	0	0	0.458	0.486
CCL5	CD40LG	9606.ENSP00000474412	9606.ENSP00000359663	0	0	0	0	0.111	0.056	0	0.664	0.693
CCL5	CD40	9606.ENSP00000474412	9606.ENSP00000361359	0	0	0	0	0.093	0	0	0.668	0.686
CCL5	MMP9	9606.ENSP00000474412	9606.ENSP00000361405	0	0	0	0	0.076	0	0	0.666	0.679
CCL5	SRC	9606.ENSP00000474412	9606.ENSP00000362680	0	0	0	0	0	0	0	0.401	0.401
CCL5	CXCR3	9606.ENSP00000474412	9606.ENSP00000362795	0	0	0	0	0.174	0.281	0.600	0.837	0.956
CCL5	TLR4	9606.ENSP00000474412	9606.ENSP00000363089	0	0	0	0	0.062	0	0	0.728	0.734
CCL5	IL2RG	9606.ENSP00000474412	9606.ENSP00000363318	0	0	0	0	0.206	0	0	0.294	0.416
CCL5	SYK	9606.ENSP00000474412	9606.ENSP00000364907	0	0	0	0	0.107	0	0	0.360	0.404
CCL5	FOXP3	9606.ENSP00000474412	9606.ENSP00000365380	0	0	0	0	0	0	0	0.637	0.637
CCL5	TNFRSF1B	9606.ENSP00000474412	9606.ENSP00000365435	0	0	0	0	0.152	0	0	0.506	0.563
CCL5	IL2RA	9606.ENSP00000474412	9606.ENSP00000369293	0	0	0	0	0.137	0	0	0.560	0.604
CCL5	IFNA2	9606.ENSP00000474412	9606.ENSP00000369554	0	0	0	0	0.052	0	0	0.467	0.473
CCL5	IFNB1	9606.ENSP00000474412	9606.ENSP00000369581	0	0	0	0	0.071	0	0	0.740	0.748
CCL5	TLR7	9606.ENSP00000474412	9606.ENSP00000370034	0	0	0	0	0.110	0	0	0.620	0.647
CCL5	IL33	9606.ENSP00000474412	9606.ENSP00000370842	0	0	0	0	0	0	0	0.598	0.598
CCL5	CD274	9606.ENSP00000474412	9606.ENSP00000370989	0	0	0	0	0.134	0	0	0.569	0.610
CCL5	JAK2	9606.ENSP00000474412	9606.ENSP00000371067	0	0	0	0	0.062	0	0	0.427	0.439
CCL5	STAT4	9606.ENSP00000474412	9606.ENSP00000376134	0	0	0	0	0.088	0	0	0.470	0.496
CCL5	CXCL1	9606.ENSP00000474412	9606.ENSP00000379110	0	0	0	0	0.063	0.056	0.600	0.887	0.954
CCL5	IL4R	9606.ENSP00000474412	9606.ENSP00000379111	0	0	0	0	0.062	0	0	0.404	0.417
CCL5	CXCL12	9606.ENSP00000474412	9606.ENSP00000379140	0	0	0	0	0	0.237	0	0.805	0.844
CCL5	INS	9606.ENSP00000474412	9606.ENSP00000380432	0	0	0	0	0	0	0	0.523	0.523
CCL5	ITGB2	9606.ENSP00000474412	9606.ENSP00000380948	0	0	0	0	0.177	0	0	0.396	0.481
CCL5	RELA	9606.ENSP00000474412	9606.ENSP00000384273	0	0	0	0	0.062	0.111	0.800	0.479	0.901
CCL5	IL6	9606.ENSP00000474412	9606.ENSP00000385675	0	0	0	0	0.065	0	0.900	0.883	0.988
CCL5	IL1R1	9606.ENSP00000474412	9606.ENSP00000386380	0	0	0	0	0	0	0	0.562	0.562
CCL5	CXCR4	9606.ENSP00000474412	9606.ENSP00000386884	0	0	0	0	0.062	0.056	0.600	0.896	0.958
CCL5	TLR6	9606.ENSP00000474412	9606.ENSP00000389600	0	0	0	0	0.089	0	0	0.552	0.575
CCL5	CXCR6	9606.ENSP00000474412	9606.ENSP00000395704	0	0	0	0	0.184	0	0.600	0.594	0.856
CCL5	PRF1	9606.ENSP00000474412	9606.ENSP00000398568	0	0	0	0	0.294	0	0	0.601	0.706
CCL5	CD44	9606.ENSP00000474412	9606.ENSP00000398632	0	0	0	0	0.062	0	0	0.954	0.955
CCL5	TNF	9606.ENSP00000474412	9606.ENSP00000398698	0	0	0	0	0.157	0	0.900	0.893	0.990
CCL5	MYD88	9606.ENSP00000474412	9606.ENSP00000401399	0	0	0	0	0.062	0	0	0.666	0.673
CCL5	PTPRC	9606.ENSP00000474412	9606.ENSP00000411355	0	0	0	0	0.221	0	0	0.632	0.701
CCL5	IL10	9606.ENSP00000474412	9606.ENSP00000412237	0	0	0	0	0.098	0	0.900	0.876	0.987
CCL5	CXCL2	9606.ENSP00000474412	9606.ENSP00000427279	0	0	0	0	0.063	0.248	0.600	0.796	0.934
CCL5	TRAF6	9606.ENSP00000474412	9606.ENSP00000433623	0	0	0	0	0	0	0	0.466	0.465
CCL5	CD19	9606.ENSP00000474412	9606.ENSP00000437940	0	0	0	0	0.088	0	0	0.531	0.554
CCL5	TLR5	9606.ENSP00000474412	9606.ENSP00000440643	0	0	0	0	0.062	0	0	0.526	0.536
CCL5	ITGAM	9606.ENSP00000474412	9606.ENSP00000441691	0	0	0	0	0.147	0	0	0.695	0.729
CCL5	IL22	9606.ENSP00000474412	9606.ENSP00000442424	0	0	0	0	0	0	0	0.451	0.451
CCL5	ITGAX	9606.ENSP00000474412	9606.ENSP00000454623	0	0	0	0	0.200	0	0	0.634	0.695
CCL5	PECAM1	9606.ENSP00000474412	9606.ENSP00000457421	0	0	0	0	0.098	0	0	0.548	0.575
CCL5	IL12RB1	9606.ENSP00000474412	9606.ENSP00000470788	0	0	0	0	0.175	0	0	0.322	0.416
CCL5	IRF3	9606.ENSP00000474412	9606.ENSP00000471896	0	0	0	0	0	0	0	0.661	0.661
CCL5	NCAM1	9606.ENSP00000474412	9606.ENSP00000480132	0	0	0	0	0	0	0	0.472	0.472
CCL5	VEGFA	9606.ENSP00000474412	9606.ENSP00000478570	0	0	0	0	0	0	0	0.755	0.755
CCR1	CX3CL1	9606.ENSP00000296140	9606.ENSP00000006053	0	0	0	0	0.061	0	0.600	0.754	0.899
CCR1	LCP2	9606.ENSP00000296140	9606.ENSP00000046794	0	0	0	0	0.575	0	0	0.404	0.736
CCR1	TBX21	9606.ENSP00000296140	9606.ENSP00000177694	0	0	0	0	0.140	0.056	0	0.369	0.443
CCR1	GZMB	9606.ENSP00000296140	9606.ENSP00000216341	0	0	0	0	0.179	0.102	0	0.334	0.466
CCR1	IL2	9606.ENSP00000296140	9606.ENSP00000226730	0	0	0	0	0	0	0	0.478	0.478
CCR1	SPI1	9606.ENSP00000296140	9606.ENSP00000227163	0	0	0	0	0.440	0	0	0.203	0.535
CCR1	IL10RA	9606.ENSP00000296140	9606.ENSP00000227752	0	0	0	0	0.332	0	0	0.340	0.540
CCR1	IFNG	9606.ENSP00000296140	9606.ENSP00000229135	0	0	0	0	0.088	0	0	0.411	0.440
CCR1	IL4	9606.ENSP00000296140	9606.ENSP00000231449	0	0	0	0	0.062	0	0	0.517	0.527
CCR1	IL5	9606.ENSP00000296140	9606.ENSP00000231454	0	0	0	0	0	0	0	0.462	0.462
CCR1	SELL	9606.ENSP00000296140	9606.ENSP00000236147	0	0	0	0	0.184	0	0	0.444	0.527
CCR1	TLR2	9606.ENSP00000296140	9606.ENSP00000260010	0	0	0	0	0.250	0	0	0.474	0.588
CCR1	TYROBP	9606.ENSP00000296140	9606.ENSP00000262629	0	0	0	0	0.538	0	0	0.215	0.622
CCR1	IL1A	9606.ENSP00000296140	9606.ENSP00000263339	0	0	0	0	0.062	0	0	0.457	0.468
CCR1	IL1B	9606.ENSP00000296140	9606.ENSP00000263341	0	0	0	0	0.216	0	0	0.625	0.694
CCR1	CD80	9606.ENSP00000296140	9606.ENSP00000264246	0	0	0	0	0.202	0	0	0.490	0.576
CCR1	STAT3	9606.ENSP00000296140	9606.ENSP00000264657	0	0	0	0	0	0.225	0.650	0.379	0.817
CCR1	ICAM1	9606.ENSP00000296140	9606.ENSP00000264832	0	0	0	0	0.102	0	0	0.492	0.524
CCR1	IRF8	9606.ENSP00000296140	9606.ENSP00000268638	0	0	0	0	0.324	0	0	0.273	0.487
CCR1	FCGR2A	9606.ENSP00000296140	9606.ENSP00000271450	0	0	0	0	0.349	0	0	0.325	0.541
CCR1	IL18	9606.ENSP00000296140	9606.ENSP00000280357	0	0	0	0	0.049	0	0	0.465	0.470
CCR1	CSF1R	9606.ENSP00000296140	9606.ENSP00000286301	0	0	0	0	0.331	0	0	0.439	0.609
CCR1	CXCL13	9606.ENSP00000296140	9606.ENSP00000286758	0	0	0	0	0.064	0	0.600	0.633	0.850
CCR1	CCR2	9606.ENSP00000296140	9606.ENSP00000292301	0	0	0	0.946	0.334	0	0.300	0.870	0.536
CCR1	CCR5	9606.ENSP00000296140	9606.ENSP00000292303	0	0	0	0.956	0.335	0	0.800	0.918	0.866
CCR1	CXCL16	9606.ENSP00000296140	9606.ENSP00000293778	0	0	0	0	0.107	0	0.600	0.490	0.802
CCR1	VCAM1	9606.ENSP00000296140	9606.ENSP00000294728	0	0	0	0	0.123	0	0	0.478	0.523
CCR1	CXCL5	9606.ENSP00000296140	9606.ENSP00000296027	0	0	0	0	0.085	0	0.600	0.567	0.828
CCR1	PPBP	9606.ENSP00000296140	9606.ENSP00000296028	0	0	0	0	0.153	0	0.600	0.426	0.788
CCR1	PF4	9606.ENSP00000296140	9606.ENSP00000296029	0	0	0	0	0.097	0	0.600	0.507	0.806
CCR1	MYD88	9606.ENSP00000296140	9606.ENSP00000401399	0	0	0	0	0.092	0	0	0.375	0.408
CCR1	IL1R1	9606.ENSP00000296140	9606.ENSP00000386380	0	0	0	0	0.069	0	0	0.392	0.409
CCR1	STAT4	9606.ENSP00000296140	9606.ENSP00000376134	0	0	0	0	0.075	0.056	0	0.384	0.415
CCR1	VEGFA	9606.ENSP00000296140	9606.ENSP00000478570	0	0	0	0	0	0	0	0.419	0.418
CCR1	CD40LG	9606.ENSP00000296140	9606.ENSP00000359663	0	0	0	0	0.091	0	0	0.392	0.423
CCR1	CTLA4	9606.ENSP00000296140	9606.ENSP00000303939	0	0	0	0	0.098	0	0	0.392	0.428
CCR1	IL15	9606.ENSP00000296140	9606.ENSP00000296545	0	0	0	0	0.094	0	0	0.395	0.428
CCR1	CD28	9606.ENSP00000296140	9606.ENSP00000324890	0	0	0	0	0.104	0	0	0.391	0.431
CCR1	NOD2	9606.ENSP00000296140	9606.ENSP00000300589	0	0	0	0	0.285	0	0	0.260	0.448
CCR1	CD34	9606.ENSP00000296140	9606.ENSP00000310036	0	0	0	0	0	0	0	0.449	0.449
CCR1	PECAM1	9606.ENSP00000296140	9606.ENSP00000457421	0	0	0	0	0.135	0	0	0.392	0.451
CCR1	CD44	9606.ENSP00000296140	9606.ENSP00000398632	0	0	0	0	0.086	0	0	0.433	0.460
CCR1	CSF1	9606.ENSP00000296140	9606.ENSP00000327513	0	0	0	0	0.083	0	0	0.440	0.465
CCR1	CD19	9606.ENSP00000296140	9606.ENSP00000437940	0	0	0	0	0.106	0	0	0.426	0.465
CCR1	IL13	9606.ENSP00000296140	9606.ENSP00000304915	0	0	0	0	0	0	0	0.479	0.479
CCR1	CSF2	9606.ENSP00000296140	9606.ENSP00000296871	0	0	0	0	0.049	0	0	0.474	0.479
CCR1	FOXP3	9606.ENSP00000296140	9606.ENSP00000365380	0	0	0	0	0	0.057	0	0.470	0.479
CCR1	STAT1	9606.ENSP00000296140	9606.ENSP00000354394	0	0	0	0	0.075	0.225	0	0.341	0.486
CCR1	FCGR2B	9606.ENSP00000296140	9606.ENSP00000351497	0	0	0	0	0.292	0	0	0.324	0.501
CCR1	ITGAL	9606.ENSP00000296140	9606.ENSP00000349252	0	0	0	0	0.213	0	0	0.393	0.502
CCR1	TLR7	9606.ENSP00000296140	9606.ENSP00000370034	0	0	0	0	0.243	0	0	0.391	0.519
CCR1	IL17A	9606.ENSP00000296140	9606.ENSP00000344192	0	0	0	0	0.049	0	0	0.517	0.521
CCR1	CD40	9606.ENSP00000296140	9606.ENSP00000361359	0	0	0	0	0.080	0	0	0.502	0.523
CCR1	CSF2RB	9606.ENSP00000296140	9606.ENSP00000384053	0	0	0	0	0.453	0	0	0.184	0.535
CCR1	TLR8	9606.ENSP00000296140	9606.ENSP00000312082	0	0	0	0	0.346	0	0	0.320	0.536
CCR1	TLR1	9606.ENSP00000296140	9606.ENSP00000354932	0	0	0	0	0.352	0	0	0.325	0.544
CCR1	IL6	9606.ENSP00000296140	9606.ENSP00000385675	0	0	0	0	0.053	0	0	0.584	0.589
CCR1	MMP9	9606.ENSP00000296140	9606.ENSP00000361405	0	0	0	0	0.230	0.057	0	0.487	0.595
CCR1	ITGB2	9606.ENSP00000296140	9606.ENSP00000380948	0	0	0	0	0.431	0	0	0.337	0.607
CCR1	ITGAX	9606.ENSP00000296140	9606.ENSP00000454623	0	0	0	0	0.247	0	0	0.527	0.629
CCR1	TLR4	9606.ENSP00000296140	9606.ENSP00000363089	0	0	0	0	0.333	0	0	0.482	0.640
CCR1	PTPRC	9606.ENSP00000296140	9606.ENSP00000411355	0	0	0	0	0.353	0	0	0.523	0.678
CCR1	JAK2	9606.ENSP00000296140	9606.ENSP00000371067	0	0	0	0	0.070	0.056	0.600	0.194	0.679
CCR1	JAK3	9606.ENSP00000296140	9606.ENSP00000391676	0	0	0	0	0.087	0.056	0.600	0.195	0.685
CCR1	CD86	9606.ENSP00000296140	9606.ENSP00000332049	0	0	0	0	0.413	0	0	0.508	0.699
CCR1	FPR1	9606.ENSP00000296140	9606.ENSP00000471493	0	0	0	0.689	0.213	0	0.600	0.421	0.712
CCR1	TNF	9606.ENSP00000296140	9606.ENSP00000398698	0	0	0	0	0.174	0	0	0.685	0.729
CCR1	ITGAM	9606.ENSP00000296140	9606.ENSP00000441691	0	0	0	0	0.354	0	0	0.600	0.731
CCR1	CXCL11	9606.ENSP00000296140	9606.ENSP00000306884	0	0	0	0	0.069	0	0.600	0.589	0.833
CCR1	CXCL2	9606.ENSP00000296140	9606.ENSP00000427279	0	0	0	0	0.085	0	0.600	0.611	0.845
CCR1	CXCL1	9606.ENSP00000296140	9606.ENSP00000379110	0	0	0	0	0.096	0	0.600	0.624	0.852
CCR1	CXCL8	9606.ENSP00000296140	9606.ENSP00000306512	0	0	0	0	0.118	0	0.600	0.633	0.859
CCR1	CXCL9	9606.ENSP00000296140	9606.ENSP00000354901	0	0	0	0	0.143	0	0.600	0.637	0.865
CCR1	CXCL12	9606.ENSP00000296140	9606.ENSP00000379140	0	0	0	0	0	0.076	0.600	0.681	0.871
CCR1	CXCL10	9606.ENSP00000296140	9606.ENSP00000305651	0	0	0	0	0.153	0	0.600	0.758	0.911
CCR1	TNFRSF1B	9606.ENSP00000296140	9606.ENSP00000365435	0	0	0	0	0.211	0	0.900	0.321	0.941
CCR1	IL10	9606.ENSP00000296140	9606.ENSP00000412237	0	0	0	0	0.062	0	0.900	0.587	0.957
CCR2	CX3CL1	9606.ENSP00000292301	9606.ENSP00000006053	0	0	0	0	0	0	0.600	0.868	0.945
CCR2	LCP2	9606.ENSP00000292301	9606.ENSP00000046794	0	0	0	0	0.399	0	0	0.175	0.484
CCR2	TNFRSF1A	9606.ENSP00000292301	9606.ENSP00000162749	0	0	0	0	0.052	0	0	0.421	0.427
CCR2	TBX21	9606.ENSP00000292301	9606.ENSP00000177694	0	0	0	0	0.139	0.056	0	0.469	0.530
CCR2	IL2RB	9606.ENSP00000292301	9606.ENSP00000216223	0	0	0	0	0.171	0	0	0.329	0.420
CCR2	GZMB	9606.ENSP00000292301	9606.ENSP00000216341	0	0	0	0	0.152	0.102	0	0.460	0.552
CCR2	TIMP1	9606.ENSP00000292301	9606.ENSP00000218388	0	0	0	0	0.062	0	0	0.426	0.438
CCR2	HGF	9606.ENSP00000292301	9606.ENSP00000222390	0	0	0	0	0.098	0.097	0	0.339	0.414
CCR2	MPO	9606.ENSP00000292301	9606.ENSP00000225275	0	0	0	0	0.098	0.056	0	0.450	0.490
CCR2	CSF3	9606.ENSP00000292301	9606.ENSP00000225474	0	0	0	0	0	0	0	0.509	0.509
CCR2	IL2	9606.ENSP00000292301	9606.ENSP00000226730	0	0	0	0	0	0	0	0.593	0.593
CCR2	SPI1	9606.ENSP00000292301	9606.ENSP00000227163	0	0	0	0	0.414	0	0	0.394	0.630
CCR2	IL10RA	9606.ENSP00000292301	9606.ENSP00000227752	0	0	0	0	0.315	0	0	0.423	0.588
CCR2	IFNG	9606.ENSP00000292301	9606.ENSP00000229135	0	0	0	0	0.076	0	0	0.558	0.574
CCR2	GAPDH	9606.ENSP00000292301	9606.ENSP00000229239	0	0	0	0	0	0	0	0.517	0.517
CCR2	IL4	9606.ENSP00000292301	9606.ENSP00000231449	0	0	0	0	0.056	0	0	0.695	0.700
CCR2	IL5	9606.ENSP00000292301	9606.ENSP00000231454	0	0	0	0	0	0	0	0.520	0.520
CCR2	SELL	9606.ENSP00000292301	9606.ENSP00000236147	0	0	0	0	0.213	0	0	0.630	0.696
CCR2	KLRK1	9606.ENSP00000292301	9606.ENSP00000240618	0	0	0	0	0.118	0	0	0.373	0.424
CCR2	CRP	9606.ENSP00000292301	9606.ENSP00000255030	0	0	0	0	0	0	0	0.457	0.457
CCR2	TLR2	9606.ENSP00000292301	9606.ENSP00000260010	0	0	0	0	0.147	0	0	0.601	0.645
CCR2	TYROBP	9606.ENSP00000292301	9606.ENSP00000262629	0	0	0	0	0.289	0	0	0.294	0.477
CCR2	IL1A	9606.ENSP00000292301	9606.ENSP00000263339	0	0	0	0	0.049	0	0	0.558	0.561
CCR2	IL1B	9606.ENSP00000292301	9606.ENSP00000263341	0	0	0	0	0.088	0	0	0.745	0.757
CCR2	IL7	9606.ENSP00000292301	9606.ENSP00000263851	0	0	0	0	0.062	0	0	0.391	0.404
CCR2	CD80	9606.ENSP00000292301	9606.ENSP00000264246	0	0	0	0	0.150	0	0	0.610	0.655
CCR2	STAT3	9606.ENSP00000292301	9606.ENSP00000264657	0	0	0	0	0	0.056	0.650	0.564	0.843
CCR2	ICAM1	9606.ENSP00000292301	9606.ENSP00000264832	0	0	0	0	0.067	0	0	0.628	0.638
CCR2	EGF	9606.ENSP00000292301	9606.ENSP00000265171	0	0	0	0	0	0.056	0	0.391	0.400
CCR2	IRF8	9606.ENSP00000292301	9606.ENSP00000268638	0	0	0	0	0.220	0	0	0.455	0.557
CCR2	FCGR2A	9606.ENSP00000292301	9606.ENSP00000271450	0	0	0	0	0.161	0	0	0.528	0.587
CCR2	IFNA1	9606.ENSP00000292301	9606.ENSP00000276927	0	0	0	0	0	0	0	0.468	0.468
CCR2	IL18	9606.ENSP00000292301	9606.ENSP00000280357	0	0	0	0	0.049	0	0	0.562	0.566
CCR2	CSF1R	9606.ENSP00000292301	9606.ENSP00000286301	0	0	0	0	0.193	0	0	0.716	0.761
CCR2	CXCL13	9606.ENSP00000292301	9606.ENSP00000286758	0	0	0	0	0.063	0	0.600	0.559	0.820
CCR2	KIT	9606.ENSP00000292301	9606.ENSP00000288135	0	0	0	0	0	0	0	0.454	0.454
CCR2	IGF1	9606.ENSP00000292301	9606.ENSP00000302665	0	0	0	0	0.053	0	0	0.394	0.401
CCR2	FASLG	9606.ENSP00000292301	9606.ENSP00000356694	0	0	0	0	0.070	0	0	0.385	0.403
CCR2	IL4R	9606.ENSP00000292301	9606.ENSP00000379111	0	0	0	0	0.069	0	0	0.391	0.408
CCR2	NCAM1	9606.ENSP00000292301	9606.ENSP00000480132	0	0	0	0	0	0	0	0.414	0.414
CCR2	IL6R	9606.ENSP00000292301	9606.ENSP00000357470	0	0	0	0	0.096	0	0	0.400	0.434
CCR2	NOD2	9606.ENSP00000292301	9606.ENSP00000300589	0	0	0	0	0.215	0	0	0.334	0.454
CCR2	IL33	9606.ENSP00000292301	9606.ENSP00000370842	0	0	0	0	0	0	0	0.460	0.459
CCR2	LYN	9606.ENSP00000292301	9606.ENSP00000428924	0	0	0	0	0.097	0.056	0	0.421	0.463
CCR2	IFNB1	9606.ENSP00000292301	9606.ENSP00000369581	0	0	0	0	0	0	0	0.467	0.467
CCR2	INS	9606.ENSP00000292301	9606.ENSP00000380432	0	0	0	0	0	0	0	0.468	0.468
CCR2	FN1	9606.ENSP00000292301	9606.ENSP00000346839	0	0	0	0	0	0	0	0.469	0.469
CCR2	PTGS2	9606.ENSP00000292301	9606.ENSP00000356438	0	0	0	0	0.061	0.056	0	0.452	0.471
CCR2	IL7R	9606.ENSP00000292301	9606.ENSP00000306157	0	0	0	0	0.138	0	0	0.414	0.473
CCR2	STAT6	9606.ENSP00000292301	9606.ENSP00000300134	0	0	0	0	0.075	0.056	0	0.452	0.479
CCR2	STAT1	9606.ENSP00000292301	9606.ENSP00000354394	0	0	0	0	0.062	0.056	0	0.460	0.480
CCR2	TLR3	9606.ENSP00000292301	9606.ENSP00000296795	0	0	0	0	0.062	0	0	0.470	0.481
CCR2	CD44	9606.ENSP00000292301	9606.ENSP00000398632	0	0	0	0	0.065	0	0	0.470	0.483
CCR2	CSF2RB	9606.ENSP00000292301	9606.ENSP00000384053	0	0	0	0	0.410	0	0	0.165	0.486
